ROI	structure	N57437	N57442	N57446	N57447	N57449	N57451	N57496	N57498	N57500	N57502	N57504	N57513	N57515	N57518	N57520	N57522	N57546	N57548	N57550	N57552	N57554	N57559	N57580	N57582	N57584	N57587	N57590	N57692	N57694	N57700	N57702	N57709	N58302	N58303	N58305	N58309	N58310	N58344	N58346	N58350	N58355	N58359	N58361	N58394	N58396	N58398	N58400	N58402	N58404	N58406	N58408	N58477	N58500	N58510	N58512	N58514	N58516	N58604	N58606	N58608	N58611	N58613	N58706	N58708	N58712	N58214	N58215	N58216	N58217	N58218	N58219	N58221	N58222	N58223	N58224	N58225	N58226	N58228	N58229	N58230	N58231	N58232	N58633	N58634	N58635	N58636	N58649	N58650	N58651	N58653	N58654	N58714	N58740	N58734	N58792	N58784	N58790	N58779	N58749	N58788	N58794	N58733	N58655	N58735	N58780	N58747	N58751	N58745	N58742	N58732	N58935	N59003	N58819	N58909	N58919	N58889	N59010	N58859	N58917	N58815	N58997	N58999	N58881	N58853	N58995	N58877	N58883	N58885	N58906	N58821	N58855	N58861	N58857	N58851	N58887	N58879	N58829	N58913	N58831	N58941	N58813	N58952	N59022	N59026	N59033	N59035	N59039	N59041	N59065	N59066	N59072	N59076	N59078	N59080	N59097	N59099	N59109	N59116	N59118	N59120	N58612	N59136	N59140	N58946	N59141	N58915	N59005	N58954	N58948	N58610	N60103	N60062	N60101	N60056	N60088	N60064	N60070	N60093	N60097	N60095	N60068	N60072	N60058	N60092	N60060	N60188	N60190	N60192	N60194	N60198	N60219	N60221	N60223	N60225	N60229	N60231	N60167	N60133	N60200	N60131	N60139	N60163	N60159	N60157	N60127	N60161	N60169	N60137	N60129
39	Secondary_Visual_Cortex,_Mediolateral_Area	0.4667423	0.5048325	0.4200863	0.524151	0.4633707	0.5748165	0.4488818	0.5276138	0.486243	0.4740323	0.4768571	0.4852406	0.451251	0.5733585	0.5134894	0.5698047	0.5006407	0.4926217	0.4977248	0.4799554	0.521235	0.5138539	0.4994561	0.4886123	0.4969958	0.5149474	0.5399156	0.4568096	0.5031922	0.5049236	0.4815956	0.4990005	0.494991	0.5366352	0.5355417	0.5522175	0.6308584	0.5305297	0.6005138	0.5698047	0.6222015	0.5754544	0.5189569	0.5084775	0.5215084	0.5502127	0.5503039	0.5855693	0.5534933	0.4554428	0.579555	0.4927129	0.5099355	0.547479	0.5216907	0.4954467	0.4704784	0.4523445	0.4464214	0.4471504	0.5025544	0.4773128	0.5151296	0.5502127	0.5414647	0.6248441	0.5126693	0.6103553	0.442503	0.6598362	0.4453279	0.5128515	0.5359061	0.4824158	0.4914371	0.6136358	0.5568649	0.5790083	0.6564645	0.609444	0.5400068	0.5601454	0.4725743	0.5082952	0.5173166	0.5514885	0.4994561	0.4602724	0.528525	0.5135805	0.5000029	0.540189	0.4582676	0.4808666	0.4936242	0.5028278	0.478953	0.4661955	0.5826533	0.4436876	0.6168252	0.5090243	0.470934	0.4579031	0.5031922	0.5574117	0.5790083	0.5072018	0.455625	0.5396423	0.5271581	0.538731	0.5187746	0.4361243	0.4740323	0.5137628	0.5390044	0.5652484	0.5346304	0.5631525	0.5155852	0.5478435	0.4744879	0.5054704	0.5592341	0.5545868	0.491346	0.5026455	0.5185924	0.5723562	0.564975	0.5910368	0.5264291	0.710046	0.4647375	0.5003674	0.5164965	0.4802288	0.5326256	0.4737589	0.5305297	0.5375464	0.5426494	0.5251534	0.5967776	0.487701	0.56133	0.535815	0.5750899	0.5771858	0.5029189	0.453438	0.4682914	0.531441	0.468018	0.5301653	0.5304387	0.513216	0.4899791	0.5078396	0.4901614	0.5096622	0.5567738	0.4947176	0.5152208	0.5064728	0.5730851	0.506655	0.5144007	0.4626416	0.4712074	0.4291988	0.5555891	0.470934	0.3928399	0.4127051	0.5156764	0.3753439	0.4726654	0.4487906	0.3952091	0.4477883	0.4719364	0.4065086	0.4415006	0.4907081	0.4753991	0.5089331	0.4998206	0.4703873	0.5092977	0.4784063	0.500823	0.656829	0.459999	0.5887586	0.5332635	0.4676535	0.5063816	0.5222374	0.4828714	0.438129	0.4934419	0.5797372	0.511758	0.4059619	0.5657951	0.4951733	0.5034657
40	Secondary_Visual_Cortex,_Mediomedial_Area	0.8914759	0.8829101	0.8273239	1.050398	0.882819	1.013128	0.8384411	0.9204537	0.8666899	0.8845504	0.9534409	0.9639203	0.8308778	0.9705724	0.9269235	1.043199	0.9167175	0.902502	0.8887421	0.9220028	0.9853346	0.8819078	0.9636469	0.9635558	0.9496136	0.9443284	0.9261945	0.8165712	0.9126169	0.8991304	0.9669274	0.8512897	0.950616	0.9167175	0.9636469	0.8717018	1.071448	0.9049624	0.9959963	0.9458776	1.043746	0.9164441	0.9030488	0.8342494	0.8933895	0.8524744	0.8685124	1.026888	0.8994038	0.7512345	0.9525297	0.8588532	0.8929339	0.9388609	0.8775338	0.8438175	0.8306955	0.8068208	0.7942455	0.8222209	0.9639203	0.9216383	0.8838214	0.9844234	0.8830924	1.179795	1.096689	1.127216	0.8298754	1.155009	0.8943919	0.9435083	1.010303	0.9536232	1.052038	1.196471	0.967383	1.091222	1.255885	1.025521	1.08867	1.120017	0.9213649	0.9459686	0.9611865	0.9606398	0.9721215	0.8089166	0.9152595	0.9160796	0.9016819	0.9598197	0.7893248	0.8426329	0.8931162	0.8668721	0.8143842	0.8720663	0.9734884	0.7947923	1.011487	0.8632271	0.8142019	0.7859532	0.8845504	0.827415	0.9661072	0.8878309	0.8967612	0.8573952	0.8855528	0.9456953	0.9122524	0.8053628	0.8445465	0.8789006	0.9274703	0.9743086	0.9042334	0.9605486	0.9237341	0.9522563	0.8876486	0.8527478	0.9770423	0.8371654	0.8982192	0.9027754	0.9091542	0.960822	0.9029577	1.007751	0.932391	1.103888	0.8661432	0.9572682	0.9487024	0.8574862	0.9511628	0.8768048	0.9128903	0.9220939	0.9292928	0.8975813	1.019598	0.8644118	0.8985837	0.8692414	0.941868	0.890109	0.8426329	0.837621	0.8676923	0.8464602	0.8632271	0.8658698	0.9009529	0.9378585	0.8663254	0.8723397	0.8921138	0.8585798	0.9341224	0.8707905	0.8635917	0.9135281	0.9862459	0.8891066	0.8708817	0.8873753	0.7921497	0.7234414	0.8958499	0.7471339	0.7281799	0.6810682	0.864594	0.6865358	0.7967059	0.7690039	0.7140555	0.8138374	0.8181203	0.691821	0.708588	0.8881043	0.8126528	0.8928428	0.8690591	0.8881043	0.8919315	0.8304222	0.8409016	1.094047	0.7762939	0.9932625	0.9544433	0.813564	0.8961233	0.9502515	0.9213649	0.8498318	0.8496495	0.8791741	0.9159885	0.7968882	0.9747642	0.8562105	0.8621336
41	Ventral_Orbital_Cortex	0.753786	0.8041781	0.7959769	0.7397528	0.8073675	0.8264127	0.7385681	0.8080965	0.7606204	0.788049	0.7342853	0.7385681	0.7315515	0.8413572	0.7970704	0.804816	0.8316067	0.7973438	0.7452202	0.7987106	0.8722485	0.8226765	0.7912384	0.7197053	0.723168	0.7678193	0.9386787	0.7474073	0.739935	0.8445465	0.7783898	0.8615869	0.7896893	0.7798478	0.7182473	0.6971974	0.8350695	0.7745625	0.8212186	0.7396616	0.8553904	0.814293	0.7288178	0.7250816	0.7023915	0.7701885	0.771282	0.6778789	0.7706441	0.7259018	0.8481004	0.7668169	0.7498676	0.7473161	0.8217653	0.7269042	0.7679104	0.7365634	0.7329184	0.7935165	0.7859532	0.7680926	0.7658145	0.7883224	0.7915118	0.8039959	0.7147845	0.7196141	0.7425777	0.7844952	0.6647569	0.6738694	0.8380767	0.7105017	0.6157317	0.6795191	0.8615869	0.7214366	0.7419398	0.7896893	0.6612942	0.8181203	0.745038	0.7495031	0.7725578	0.7823082	0.7349231	0.7135999	0.8090989	0.7295468	0.8249546	0.731187	0.6891784	0.7249905	0.7998042	0.778572	0.707859	0.7481363	0.7261751	0.7299113	0.8255014	0.7044874	0.8552082	0.7378392	0.7203432	0.758889	0.7660879	0.7891425	0.7339208	0.7452202	0.758889	0.8034492	0.686718	0.737748	0.7371101	0.7309136	0.7357433	0.7971615	0.789507	0.7404818	0.8115593	0.7824904	0.6798837	0.8144753	0.8801764	0.7325539	0.7228035	0.7594358	0.7905094	0.7895982	0.6955571	0.827415	0.8497406	0.7976171	0.7629896	0.7205254	0.7752004	0.7506878	0.7584334	0.704943	0.8357074	0.7331007	0.7803034	0.7529659	0.7803034	0.7935165	0.7674547	0.7303669	0.7593446	0.834705	0.7483185	0.7300024	0.7098638	0.7028471	0.6611119	0.748683	0.6879026	0.7490475	0.7659056	0.7565198	0.7535126	0.7124153	0.7962503	0.7674547	0.7641743	0.7156047	0.8275061	0.7352877	0.7860443	0.7684572	0.7374746	0.8087344	0.7877756	0.800442	0.7133265	0.8097368	0.7205254	0.7638098	0.7627163	0.7926053	0.7748359	0.7336474	0.7357433	0.7367457	0.7651767	0.7747447	0.8009888	0.8142019	0.8577597	0.827415	0.8545703	0.81648	0.753786	0.8406281	0.8087344	0.8154777	0.8267772	0.7719199	0.7848597	0.7765673	0.7454937	0.7536038	0.7012069	0.7841306	0.6941903	0.630585	0.7462227	0.7633541	0.7464049
42	Caudomedial_Entorhinal_Cortex	2.247598	2.232654	2.254159	2.288696	2.244044	2.404516	2.468759	2.321592	2.468121	2.276394	2.272293	2.27284	2.305827	2.278581	2.200031	2.35549	2.354123	2.386473	2.264092	2.269559	2.435133	2.387566	2.304278	2.490173	2.468121	2.274662	2.310292	2.219258	2.296077	2.245411	2.262725	2.294801	2.224179	2.261449	2.165495	2.178161	2.351754	2.228553	2.377816	2.344282	2.420462	2.344646	2.342733	2.221627	2.245958	2.200031	2.264456	2.419916	2.283137	2.024251	2.493362	2.255253	2.343826	2.254979	2.16513	2.182991	2.361778	2.25908	2.20641	2.138886	2.145265	2.156747	2.27038	2.217253	2.147178	2.132689	2.185086	2.379365	2.043569	2.250879	2.129683	1.886652	2.23074	1.983974	2.026256	2.302547	2.164675	2.272931	2.31175	2.277214	2.094782	2.314393	2.273569	2.342368	2.411714	2.308105	2.116287	2.072274	2.280403	2.198391	2.37572	2.104441	1.922373	1.971489	2.184722	2.130229	2.052135	2.110273	2.129318	2.050768	2.237939	2.138066	2.105261	2.053229	2.152099	2.163125	2.324234	2.276485	2.234658	2.091045	2.065439	2.252975	2.03309	2.058331	2.036553	2.090863	2.149548	2.311203	2.40406	2.145538	2.071545	2.2178	2.162396	2.074552	2.222721	2.020241	2.093232	2.32952	2.083664	2.071454	2.106719	2.195566	2.195019	2.01933	1.986252	2.10927	2.311295	2.102618	2.154742	2.085304	2.283592	2.063344	2.217162	2.197388	2.35139	2.126675	2.075737	2.098244	2.123304	2.054595	1.906426	2.044025	2.032361	1.733289	1.992722	2.122939	2.158387	2.148545	2.144263	2.214429	2.010764	2.036644	2.024433	2.135879	2.096422	1.980055	2.218985	2.113644	2.2024	2.116652	1.950622	2.117927	2.308014	2.061248	2.053593	1.932397	2.13998	1.822409	2.022337	2.00393	1.952718	2.09551	1.923922	2.022155	1.860317	2.171235	2.240946	2.256802	2.175245	2.184084	2.249421	2.073094	2.030447	2.308287	2.132143	2.362233	2.336901	2.082571	2.221719	2.088312	2.124944	2.189369	2.036371	2.034184	2.222812	2.096513	2.374535	2.071636	2.00475
43	Dorsal_Intermediate_Entorhinal_Cortex	0.6819795	0.734103	0.643707	0.6733226	0.7102283	0.6891784	0.7125975	0.6948282	0.7373835	0.6754185	0.703485	0.7032117	0.665577	0.7017536	0.6427047	0.7331007	0.6561	0.6554621	0.6211991	0.6387863	0.7366545	0.7178828	0.7337385	0.7351965	0.6748717	0.6487189	0.6375105	0.6614764	0.6354147	0.6333188	0.6360525	0.6988376	0.6999311	0.6697688	0.6887228	0.671409	0.8009888	0.6781523	0.6788813	0.724626	0.7015714	0.7017536	0.70713	0.6652125	0.6336833	0.6351413	0.7101371	0.7360166	0.7123241	0.6369638	0.7208899	0.6916388	0.6636634	0.6892695	0.6181009	0.624753	0.6591071	0.6638457	0.6357791	0.6089884	0.6686752	0.654642	0.6675818	0.6789724	0.6586515	0.6934613	0.6756008	0.6438892	0.6555533	0.6786079	0.6308584	0.6318608	0.6681285	0.6321341	0.6551887	0.7212544	0.6027008	0.7155135	0.7936077	0.702027	0.713691	0.7834017	0.683802	0.7265397	0.6811594	0.6858979	0.7028471	0.6413378	0.6848955	0.7279065	0.7050341	0.6465319	0.6192855	0.6435248	0.660474	0.6258465	0.6784257	0.605799	0.67068	0.614547	0.7152401	0.6295826	0.6461674	0.5821977	0.6213814	0.625482	0.7031205	0.6573758	0.6754185	0.6178275	0.6239329	0.6858979	0.661203	0.616734	0.6442538	0.6208346	0.6701333	0.682344	0.6423401	0.6761475	0.6891784	0.6644835	0.678699	0.5889409	0.6973796	0.6181009	0.664119	0.7118685	0.6452562	0.618192	0.6576492	0.6818884	0.7521458	0.6944637	0.6494479	0.6201056	0.6653036	0.6332276	0.6555533	0.6540042	0.7124153	0.6179187	0.650997	0.6681285	0.662661	0.6382395	0.6519994	0.5962309	0.6720469	0.6125423	0.6040676	0.6818884	0.6143647	0.484056	0.596322	0.6420668	0.5991469	0.6216547	0.6387863	0.6421579	0.6377839	0.6020629	0.6166429	0.6592894	0.6340477	0.627669	0.6150026	0.599967	0.6261199	0.6453473	0.6020629	0.6183743	0.6609296	0.6214725	0.6395153	0.562788	0.5870273	0.6029741	0.5887586	0.5933149	0.6016984	0.6311318	0.5825621	0.5572294	0.586116	0.6372371	0.6805215	0.6804304	0.6430691	0.6078038	0.6154583	0.6435248	0.5966865	0.7207077	0.5772769	0.6920033	0.6809772	0.6198323	0.64881	0.6140914	0.6478077	0.621108	0.6207435	0.6387863	0.6423401	0.5497571	0.629856	0.615276	0.6129068
44	Dorsolateral_Entorhinal_Cortex	1.313202	1.527437	1.398769	1.320948	1.405512	1.261535	1.403507	1.443511	1.492081	1.209138	1.284589	1.291697	1.351202	1.318032	1.270738	1.45964	1.408246	1.359767	1.190457	1.395397	1.481419	1.358856	1.645444	1.295433	1.375805	1.274657	1.512857	1.296162	1.222169	1.331883	1.274383	1.393392	1.290239	1.254609	1.272196	1.355211	1.445516	1.306915	1.4159	1.307553	1.440322	1.350655	1.256249	1.306824	1.349106	1.248686	1.314114	1.309193	1.312564	1.364779	1.47659	1.33489	1.212874	1.175604	1.164942	1.243036	1.248777	1.252513	1.216883	1.153825	1.236749	1.267002	1.227272	1.317121	1.26764	1.21907	1.116828	1.327782	1.135964	1.330425	1.153551	1.217795	1.214423	1.082018	1.192644	1.308555	1.169225	1.309922	1.37781	1.276297	1.292244	1.33653	1.234197	1.242034	1.257252	1.247684	1.157925	1.247046	1.268825	1.301812	1.310377	1.276752	1.213329	1.074728	1.293337	1.197929	1.219708	1.110632	1.320492	1.094411	1.350746	1.19957	1.145532	1.11054	1.153005	1.442873	1.335437	1.221531	1.185901	1.312747	1.21096	1.404054	1.299898	1.162664	1.194102	1.312473	1.319034	1.399862	1.439775	1.292153	1.349015	1.277117	1.249871	1.192188	1.379268	1.254974	1.193646	1.369973	1.219617	1.245132	1.185536	1.36569	1.417267	1.18827	1.183076	1.130132	1.321495	1.185354	1.272196	1.2126	1.424284	1.296435	1.222351	1.300263	1.376534	1.181527	1.210778	1.150453	1.276935	1.383824	1.194467	1.199205	1.152822	1.113183	1.175968	1.269554	1.201665	1.200936	1.147081	1.19392	1.197018	1.175604	1.184352	1.208409	1.15911	1.176242	1.285136	1.248868	1.209958	1.248504	1.117648	1.16312	1.225814	1.166309	1.121658	1.136876	1.200207	1.094411	1.070901	1.182438	1.085117	1.151091	1.055774	1.061697	1.066163	1.239482	1.401867	1.306915	1.263813	1.229641	1.20121	1.211416	1.173599	1.405877	1.128583	1.311198	1.302541	1.102886	1.268551	1.120564	1.207224	1.295069	1.157014	1.252149	1.173417	1.092862	1.230188	1.093682	1.154645
45	Medial_Entorhinal_Cortex	0.322218	0.3447259	0.328779	0.3432679	0.3325151	0.3378004	0.3634065	0.3211245	0.3347933	0.3277766	0.3415365	0.341172	0.3301459	0.3314216	0.3162949	0.355023	0.317115	0.3286879	0.32076	0.322218	0.3345199	0.3412631	0.3385294	0.3634065	0.354294	0.3168416	0.3351578	0.3224003	0.3172973	0.2621666	0.324405	0.3012592	0.3429034	0.3311483	0.3420832	0.3387116	0.3651379	0.3456371	0.3511046	0.3551141	0.3465484	0.373977	0.354294	0.3315127	0.3446348	0.3210334	0.3507401	0.4048684	0.3496466	0.3140168	0.3490999	0.312741	0.3349755	0.3478241	0.327321	0.3355223	0.3544763	0.3494644	0.3306015	0.3103718	0.3227648	0.3049954	0.3363424	0.3505579	0.2994367	0.3093694	0.2985255	0.3305104	0.2731016	0.3203955	0.3082759	0.2572459	0.3172973	0.275562	0.2965208	0.3286879	0.2956095	0.3501022	0.3593059	0.3392584	0.349191	0.3624041	0.3385294	0.3305104	0.3305104	0.322218	0.3159304	0.2838544	0.3081848	0.3203044	0.3238583	0.3128321	0.3051776	0.3129233	0.3394406	0.317115	0.3219446	0.312741	0.3381649	0.3228559	0.3625864	0.3183908	0.325134	0.2915089	0.3243139	0.3033551	0.3574834	0.3189375	0.3618574	0.2958829	0.3116475	0.3561165	0.3365246	0.3202133	0.3008036	0.2941515	0.35721	0.3620396	0.3664136	0.3643178	0.3068179	0.3469129	0.3162949	0.3183908	0.3435413	0.2907799	0.3312394	0.3555698	0.3203044	0.3291435	0.3422655	0.3669604	0.3592148	0.3300548	0.3124676	0.3148369	0.3642266	0.3155659	0.339714	0.3108274	0.3627687	0.3351578	0.325134	0.3401696	0.344817	0.3159304	0.3159304	0.3048131	0.3187553	0.3255896	0.2946983	0.3264098	0.3064534	0.2288149	0.2947894	0.3272299	0.3190286	0.3168416	0.3286879	0.3246784	0.301806	0.2856769	0.3007125	0.3152925	0.3212156	0.2954273	0.332424	0.3046309	0.3212156	0.2909621	0.2875905	0.2931491	0.3439969	0.2858591	0.3030818	0.2667229	0.3070913	0.2583394	0.2839455	0.2713703	0.2708235	0.3080936	0.287955	0.2728283	0.2596151	0.3223091	0.3228559	0.3298725	0.3211245	0.3038107	0.3157481	0.2966119	0.2766555	0.3591236	0.2822141	0.3292346	0.3595793	0.3179351	0.3256808	0.3079114	0.3160215	0.3086404	0.3030818	0.3225825	0.3312394	0.2880461	0.3548408	0.315657	0.3058155
46	Ventral_Intermediate_Entorhinal_Cortex	0.4805021	0.5325345	0.484785	0.4988183	0.5069284	0.5268848	0.5323523	0.4848761	0.5381843	0.5100266	0.5080219	0.5078396	0.4857874	0.5119402	0.4727565	0.5318967	0.4844205	0.4874277	0.4730299	0.4642819	0.5007319	0.5331724	0.5144007	0.5429228	0.5142184	0.4948999	0.480411	0.4992739	0.4651932	0.429381	0.4775862	0.4972692	0.5276138	0.5174989	0.5217817	0.470934	0.5733585	0.5107557	0.5410091	0.5697135	0.5424671	0.5508506	0.5309854	0.4771305	0.5040124	0.4802288	0.5320789	0.5987824	0.543834	0.4805021	0.5388221	0.4878833	0.5042858	0.5245155	0.4761281	0.5072929	0.5235131	0.516861	0.4754903	0.4601813	0.5082042	0.4817779	0.5007319	0.5174989	0.4667423	0.477495	0.4954467	0.4937153	0.4671979	0.4774039	0.4863341	0.4225466	0.4918928	0.4200863	0.4640085	0.5309854	0.456354	0.5297096	0.5448364	0.4930774	0.5356328	0.5379109	0.494991	0.4995473	0.4974514	0.5031011	0.5007319	0.4431409	0.4584499	0.4937153	0.489888	0.497907	0.4480616	0.4929863	0.5353594	0.4750346	0.5165876	0.4507043	0.5400979	0.4938064	0.5717183	0.4856963	0.5144007	0.4583588	0.4821424	0.4831448	0.556227	0.4962668	0.5227841	0.4579943	0.4692938	0.5706248	0.5330813	0.476037	0.4679269	0.465102	0.5667064	0.543834	0.543105	0.5579584	0.5374553	0.5701692	0.4794998	0.457083	0.5526732	0.469476	0.4848761	0.5432873	0.4711163	0.5340837	0.5448364	0.5711715	0.617463	0.5684378	0.4952644	0.4733033	0.5599632	0.4765837	0.5235131	0.4865164	0.5625147	0.5296185	0.5021899	0.5056527	0.5202326	0.4870631	0.5034657	0.4628239	0.5484814	0.5411914	0.4640085	0.4946265	0.4670156	0.2929669	0.4487906	0.4966313	0.4612748	0.4903436	0.4861519	0.5043769	0.4791353	0.4561718	0.4814134	0.4879744	0.4923484	0.459999	0.5112113	0.4691115	0.4791353	0.4630061	0.4635529	0.4596345	0.513216	0.4755814	0.4691115	0.4290165	0.4462391	0.4423208	0.4664689	0.4523445	0.4580854	0.4936242	0.4609103	0.4263739	0.4413184	0.492075	0.4991828	0.5090243	0.5055615	0.4732122	0.4676535	0.4825069	0.4452368	0.556956	0.4495196	0.5162231	0.5454743	0.4932596	0.4965401	0.4799554	0.4914371	0.4832359	0.4576298	0.4887945	0.5086598	0.4426853	0.5178634	0.4969046	0.455625
47	Claustrum	0.1468935	0.1703126	0.1425195	0.1570084	0.1344094	0.1404236	0.1486249	0.143613	0.1398769	0.129033	0.1355029	0.136323	0.1496273	0.1345916	0.1349561	0.1402414	0.1283951	0.1434308	0.1264815	0.1484426	0.137052	0.1466201	0.1508119	0.1524521	0.1453444	0.1325869	0.1350473	0.1223809	0.1215608	0.1432485	0.1214696	0.1422461	0.1519965	0.1667588	0.1660298	0.1573729	0.1482604	0.1416083	0.155277	0.1513586	0.1633871	0.164025	0.1426106	0.1529078	0.153819	0.1529989	0.1542746	0.126117	0.1519054	0.1554593	0.1780583	0.1437953	0.1252969	0.1351384	0.1345916	0.149445	0.1176424	0.1280306	0.1395124	0.132678	0.1264815	0.1193738	0.1570084	0.148716	0.1499006	0.1551859	0.1354118	0.149445	0.1306733	0.1614735	0.1334981	0.1383277	0.1551859	0.1307644	0.1227454	0.137052	0.1382366	0.1405148	0.1615646	0.1644806	0.131949	0.150174	0.1484426	0.1602889	0.1356851	0.1478959	0.1314023	0.1503562	0.1609268	0.1557326	0.1650274	0.1451621	0.1620203	0.1375076	0.134136	0.1343182	0.1394213	0.1313111	0.1356851	0.1152731	0.1591043	0.1422461	0.1580108	0.13851	0.1439775	0.1608356	0.1417905	0.1586486	0.1565528	0.1568261	0.1634783	0.1512675	0.1271194	0.1323135	0.1265726	0.1661209	0.1644806	0.1243856	0.1454355	0.1525433	0.1526344	0.1599244	0.1410615	0.1372343	0.1420639	0.1485338	0.1355029	0.1366875	0.1307644	0.1256614	0.1539101	0.159651	0.1573729	0.1504474	0.1243856	0.1649363	0.1420639	0.1234744	0.1327691	0.137052	0.1480781	0.1271194	0.1324046	0.1609268	0.145071	0.1345916	0.1649363	0.1382366	0.1470758	0.1550948	0.1378721	0.1361407	0.1273928	0.1447065	0.1420639	0.1369609	0.1434308	0.1211963	0.126846	0.1271194	0.1321312	0.146529	0.1417905	0.1533634	0.1442509	0.1336804	0.1398769	0.1488071	0.1369609	0.1187359	0.1243856	0.1357763	0.1444331	0.1199205	0.1174601	0.1416083	0.1285774	0.1322224	0.1306733	0.133407	0.1398769	0.1310378	0.1517231	0.1118104	0.1242034	0.1222898	0.1339538	0.1313111	0.1357763	0.1321312	0.1364141	0.1324046	0.1293064	0.1263904	0.1520876	0.1434308	0.1442509	0.1279395	0.1437953	0.1447065	0.1539101	0.12393	0.1259347	0.142884	0.1408793	0.1066163	0.1283951	0.1273016	0.1440686
48	Dorsal_Claustrum	0.03672338	0.04902525	0.0368145	0.04938975	0.03398963	0.04209975	0.03799913	0.037908	0.04674713	0.04310213	0.04027725	0.0404595	0.04501575	0.04036837	0.03763463	0.04692938	0.04692938	0.04255538	0.0484785	0.03617663	0.03945713	0.04820513	0.04802288	0.04656488	0.0506655	0.0426465	0.04392225	0.03845475	0.04137075	0.04246425	0.03963938	0.04109738	0.04328438	0.04182637	0.043011	0.03645	0.03517425	0.03490088	0.037908	0.04346663	0.03508313	0.045198	0.03891038	0.03517425	0.03617663	0.04182637	0.04465125	0.03963938	0.04674713	0.0375435	0.03727013	0.04064175	0.04036837	0.051759	0.0368145	0.03371625	0.03845475	0.04419563	0.04182637	0.03781687	0.04419563	0.04601813	0.04036837	0.0338985	0.03991275	0.0397305	0.04364888	0.05485725	0.03225825	0.05221463	0.03836362	0.03553875	0.03945713	0.0309825	0.04437787	0.04793175	0.0426465	0.04601813	0.05239687	0.04802288	0.04127963	0.040095	0.040095	0.03918375	0.04793175	0.032805	0.04018613	0.03708788	0.04137075	0.040824	0.0404595	0.03963938	0.02998013	0.04064175	0.03453638	0.04018613	0.0360855	0.0419175	0.03954825	0.03945713	0.03927488	0.037179	0.03881925	0.03626775	0.04073288	0.04055063	0.03599438	0.03745238	0.03836362	0.03663225	0.04064175	0.0375435	0.03435412	0.0419175	0.03590325	0.03553875	0.0404595	0.04209975	0.0448335	0.035721	0.03635887	0.03763463	0.03982162	0.03362513	0.03216713	0.040095	0.03645	0.03745238	0.03772575	0.03344288	0.04073288	0.0419175	0.03326062	0.04802288	0.03945713	0.03881925	0.0375435	0.03617663	0.040095	0.037908	0.03034463	0.0382725	0.04064175	0.03872813	0.04610925	0.040824	0.04127963	0.04465125	0.04127963	0.03781687	0.03909263	0.0375435	0.0346275	0.04282875	0.042282	0.04036837	0.040824	0.0441045	0.03635887	0.04273763	0.04583587	0.04091513	0.045198	0.04674713	0.04219088	0.04200863	0.04346663	0.04146188	0.04492463	0.04565363	0.03909263	0.04319325	0.05704425	0.04209975	0.03982162	0.04620038	0.04711163	0.03945713	0.04328438	0.04538025	0.03909263	0.03799913	0.05221463	0.03963938	0.0375435	0.04565363	0.0390015	0.03963938	0.0484785	0.04501575	0.04747613	0.05011875	0.04146188	0.04383112	0.04911638	0.04273763	0.040824	0.0390015	0.04583587	0.04501575	0.03007125	0.040095	0.0360855	0.03836362	0.0426465	0.04465125	0.04055063	0.04355775	0.0331695
