ROI	structure	N57437	N57442	N57446	N57447	N57449	N57451	N57496	N57498	N57500	N57502	N57504	N57513	N57515	N57518	N57520	N57522	N57546	N57548	N57550	N57552	N57554	N57559	N57580	N57582	N57584	N57587	N57590	N57692	N57694	N57700	N57702	N57709	N58302	N58303	N58305	N58309	N58310	N58344	N58346	N58350	N58355	N58359	N58361	N58394	N58396	N58398	N58400	N58402	N58404	N58406	N58408	N58477	N58500	N58510	N58512	N58514	N58516	N58604	N58606	N58608	N58611	N58613	N58706	N58708	N58712	N58214	N58215	N58216	N58217	N58218	N58219	N58221	N58222	N58223	N58224	N58225	N58226	N58228	N58229	N58230	N58231	N58232	N58633	N58634	N58635	N58636	N58649	N58650	N58651	N58653	N58654	N58714	N58740	N58734	N58792	N58784	N58790	N58779	N58749	N58788	N58794	N58733	N58655	N58735	N58780	N58747	N58751	N58745	N58742	N58732	N58935	N59003	N58819	N58909	N58919	N58889	N59010	N58859	N58917	N58815	N58997	N58999	N58881	N58853	N58995	N58877	N58883	N58885	N58906	N58821	N58855	N58861	N58857	N58851	N58887	N58879	N58829	N58913	N58831	N58941	N58813	N58952	N59022	N59026	N59033	N59035	N59039	N59041	N59065	N59066	N59072	N59076	N59078	N59080	N59097	N59099	N59109	N59116	N59118	N59120	N58612	N59136	N59140	N58946	N59141	N58915	N59005	N58954	N58948	N58610	N60103	N60062	N60101	N60056	N60088	N60064	N60070	N60093	N60097	N60095	N60068	N60072	N60058	N60092	N60060	N60188	N60190	N60192	N60194	N60198	N60219	N60221	N60223	N60225	N60229	N60231	N60167	N60133	N60200	N60131	N60139	N60163	N60159	N60157	N60127	N60161	N60169	N60137	N60129
0	Exterior	-0.08893047	0.1486207	-0.07944205	-0.003605086	0.0001034617	0.001104716	-12749520000	-0.09276113	-0.2990783	-31.06525	0.02464835	0.1109257	0.5032613	-453701200	-0.09550398	-0.00667714	-0.07242654	7.639424	-0.002692577	-0.01350165	-0.08576261	0.004070643	-41322780000	-0.1001621	0.005946078	-34.45854	0.04586184	-0.01180458	-0.006642778	0.1104246	-0.06787549	-0.00564892	-15335810000	127848.8	-16990660000000	249228.1	-696405300000000	-576381.9	-4463047000000	-5526796000000	3913239	9602.951	-1.938878e+15	2.848262	-3018788000	-270290.1	5627746	-1.839113e+16	471190.3	-11609110	-36049960000000	2583.364	2934864	1197452	-55889050000	4.484041	-121.399	-0.1220232	251438.5	-736977000000	138.2193	-0.0002798886	-7099496000	-2594991000	-47698120000000	0.0002747503	0.0003143657	0.0002427485	0.0003059826	0.0002382562	0.0003262197	0.0002936127	0.0003342976	0.0002922693	0.0002877015	0.0002994807	0.0003013654	0.0002680674	0.0002815179	0.0002297729	0.00026707	0.0002927097	0.0002816838	0.0002725076	0.0002710522	0.0002579576	0.0002552127	0.0002654161	0.0002527018	0.0002730075	0.0002607508	-0.001841788	-0.02205702	40169.6	-13918370000	-0.1542057	0.3336594	0.007950699	-0.04610466	3.16551	0.08253769	0.3303814	-0.1178386	0.002231175	-0.003769236	796.8381	0.006249606	0.05477262	-0.001062893	0.00609427	-0.03961568	-0.04035248	-0.01197816	8505.827	0.0007311844	0.001064922	0.4445098	0.1767497	-0.0812865	0.005177793	0.1000799	16.27972	2.028524	-0.04571464	-0.310172	2189504	-0.1441229	1.633073	0.0110294	0.03298118	-0.1256323	0.09615248	0.03317025	-0.06105696	0.009365489	0.1156627	-0.01937532	0.1052525	0.01538854	0.03006927	-0.0001004432	0.00156267	-0.04556948	-0.02067224	0.0009225988	-0.0313172	-1.273187	-0.001850001	-0.07634246	0.00055876	0.01262222	0.8452389	0.2264161	-2662.457	1.461433	-51756.31	0.0001879422	0.2453227	-0.07138948	-0.07485259	0.001009356	0.00120038	0.001163601	0.001006741	0.001205116	0.001226772	-0.004221663	0.0005009156	0.001135362	0.0001478346	0.0006303235	0.0007212303	0.0006991177	0.0007245104	0.0007295577	0.0006782547	0.0006894297	0.0006976917	0.0006012679	0.0006727038	0.0006931392	0.0006075446	0.0005631164	0.0006183767	0.0006731154	0.0005646639	0.0006327094	0.0005085244	0.0005945963	0.0007016481	0.0006595239	0.0006855709	0.0007021049	0.0006846013	0.000610008	0.0005825106	0.0005530058	0.0008381655	0.0006580548	0.0008633313	0.0007508607	0.0005252679	0.0006852175	0.0005520445	0.0007366495	0.0006117737	0.0006857284	0.000784316	0.0008481154
1	Cingulate_Cortex,_Area_24a	0.0009366219	0.0007830255	0.0009140262	0.0009443586	0.0008853933	0.0009553448	0.0009166662	0.0008569373	0.0008934575	0.0008739374	0.0008755438	0.0008753555	0.0009726378	0.0009200081	0.0009347277	0.0009170272	0.0008774763	0.0009002078	0.0008518277	0.0008796548	0.0008845892	0.0008150957	0.0007753847	0.0008786392	0.0008953164	0.0008299462	0.000684608	0.0008108082	0.0008941416	0.0007732341	0.0008700421	0.0008630971	0.0008791772	0.0008969611	0.0008828873	0.0009617149	0.0009396859	0.0009140384	0.0009161136	0.00094246	0.0009168623	0.0009915971	0.0009732904	0.0009906235	0.0009543914	0.000993932	0.000979766	0.000977197	0.0009578675	0.0009783085	0.0008860204	0.0008384035	0.0008302654	0.0008035243	0.0007563399	0.000815467	0.0008366197	0.0008520884	0.0008458181	0.0008343359	0.0007885533	0.0007849117	0.0008883749	0.0009004343	0.0008398307	0.0002658505	0.000340515	0.0002572311	0.0003152495	0.0002648339	0.0003264146	0.0003109262	0.000306475	0.0003258815	0.0003255295	0.0003305507	0.0003383258	0.000297289	0.0002795153	0.0002365197	0.0002946529	0.00029814	0.0002691376	0.0002762958	0.0002676706	0.0002621357	0.0002533382	0.000266144	0.000248746	0.0002787552	0.0002522157	0.0008215816	0.0008762666	0.000888341	0.0009142152	0.0009384852	0.0009243884	0.0009277485	0.0008652608	0.0009069825	0.0008612828	0.0009081324	0.0007857326	0.0008823257	0.0009083436	0.0008735985	0.0008711744	0.0009008477	0.0008864359	0.0007722808	0.0008016193	0.0008184455	0.0008729273	0.0008956534	0.000901407	0.0007507498	0.0007875451	0.0008648785	0.0008949433	0.0008982673	0.0007599473	0.0007315736	0.0008097926	0.0008411554	0.0007766939	0.0007889724	0.0008032384	0.0008828225	0.0008992836	0.0008549594	0.0008793932	0.0008131854	0.0008114554	0.0007752621	0.0008642193	0.0008565002	0.0008632859	0.0009120309	0.0008481589	0.0007997422	0.0008442368	0.0008343405	0.0008431976	0.0009013707	0.0008313895	0.0008944533	0.0008963991	0.0008434462	0.0008431306	0.0004114037	0.0008229287	0.0007896429	0.0007576807	0.0009139788	0.0007978449	0.0008230289	0.000411958	0.0008241173	0.0007855665	0.0008534971	0.0006467106	0.0008430434	0.0007788064	0.0007804954	0.000880681	0.0008936118	0.0008086411	0.0007901427	0.0008428462	0.0002564137	0.000396516	0.0003708588	0.0004091565	0.0004479364	0.000433119	0.0003460357	0.0004114958	0.0004236602	0.0003950897	0.0004254298	0.0004024542	0.0004040333	0.0003889312	0.0003666113	0.0004155342	0.0003304598	0.0003620947	0.0003448411	0.0003625778	0.0003770014	0.0003683642	0.0003795713	0.000351925	0.0003650678	0.0003671301	0.0003176247	0.0003812005	0.0004068036	0.0003648979	0.0004165522	0.0003958653	0.0003159501	0.0003783294	0.0003624195	0.0004252708	0.00035248	0.0004034939	0.0003740883	0.0004395755
2	Cingulate_Cortex,_Area_24a_prime	0.000947663	0.0008317904	0.000925379	0.0009646711	0.0009082817	0.0009460485	0.0009150797	0.0008625976	0.0008965596	0.0009049427	0.0008848507	0.0008847523	0.000980542	0.000928695	0.0009507888	0.0009088844	0.0008868488	0.0008947237	0.0008628322	0.0009005956	0.0009070544	0.0008431122	0.0008270309	0.0009073283	0.0008535691	0.0008624223	0.0006880843	0.0008154219	0.0008867587	0.0007986703	0.0008848672	0.0008562771	0.0008771874	0.0008853427	0.0008895305	0.0009365368	0.0009323831	0.0009088923	0.0009188635	0.0009450758	0.0009203152	0.0009593958	0.0009716116	0.0009814576	0.0009519221	0.0009972716	0.0009706429	0.0009789335	0.0009584764	0.0009703946	0.0009094367	0.0008292833	0.0008101983	0.0008089336	0.0007712109	0.0008273899	0.0008497396	0.0008516202	0.0008483569	0.0008278622	0.0007968589	0.0007900195	0.000880382	0.000886912	0.0008407282	0.0002687834	0.0003362427	0.0002650987	0.0003182364	0.0002622556	0.0003276728	0.000314308	0.0003147377	0.0003325832	0.0003310714	0.0003262213	0.0003430845	0.0002998942	0.0002896746	0.000250128	0.0003001173	0.0003022324	0.0002716012	0.0002878873	0.0002729134	0.0002633527	0.0002577079	0.0002665677	0.0002484143	0.0002771527	0.000261758	0.0008333043	0.0008742479	0.0008762064	0.0009120372	0.0009253643	0.0009053535	0.0009202327	0.0008557852	0.0009086002	0.0008826953	0.00087994	0.0008062319	0.0008784482	0.0008917569	0.0008627127	0.0008667127	0.0008722042	0.000889537	0.0008093915	0.0007951157	0.0008200572	0.0008694079	0.0008774078	0.0008951981	0.000758401	0.0007827866	0.0008318638	0.0008731632	0.0009037399	0.0007517691	0.0007438567	0.0008091382	0.000858693	0.0008303938	0.0008030349	0.0007935128	0.0008780313	0.0008907343	0.0008654171	0.0008685301	0.0008141221	0.0008177331	0.0008012931	0.0008490455	0.0008427554	0.0008547207	0.0009088489	0.0008500193	0.0007925682	0.0008402509	0.0008039385	0.0008431071	0.0008891324	0.0008451117	0.0008757412	0.0008959358	0.0008331887	0.0008531714	0.0004123605	0.0008419653	0.0008073464	0.000791663	0.0008733975	0.0007888265	0.0008300756	0.000410237	0.0008156872	0.0007940097	0.0008372668	0.0006427325	0.0008361509	0.0007955381	0.0007887863	0.000857026	0.0008717374	0.0008020771	0.0007921673	0.0008320652	0.0002621529	0.0004104922	0.0003699234	0.0004213312	0.0004414552	0.0004409474	0.0003597448	0.0004176197	0.0004153063	0.0004033549	0.0004125124	0.0004145034	0.0004010871	0.0003955391	0.0003738503	0.000414987	0.0003270018	0.0003755135	0.0003554003	0.0003772226	0.0003780453	0.0003873357	0.000372196	0.0003649062	0.0003612851	0.0003805508	0.0003273182	0.0003690544	0.0003999549	0.0003711074	0.000407999	0.0003846263	0.0003094504	0.000390998	0.0003472888	0.0004186721	0.0003495952	0.0003918505	0.0003650282	0.0004258791
3	Cingulate_Cortex,_Area_24b	0.0009731872	0.0008766412	0.0009665505	0.001001382	0.000953202	0.000982577	0.0009565119	0.000911546	0.0009415611	0.0009221428	0.0009181793	0.000918252	0.001011585	0.0009567411	0.0009939787	0.0009528094	0.0009322756	0.0009362046	0.000898739	0.0009375305	0.0009439865	0.0008964551	0.0008572063	0.0009350363	0.0009201447	0.0009023345	0.0007533185	0.0008514829	0.0009189472	0.0008362031	0.0009237005	0.0008996632	0.0009151148	0.0009420172	0.0009340434	0.0009871231	0.0009800913	0.0009537298	0.000968295	0.0009850508	0.0009587331	0.001006777	0.0009963728	0.001015205	0.0009935992	0.001018385	0.001011842	0.001019545	0.0009886861	0.00101734	0.000952587	0.0008452009	0.0008387084	0.0008403268	0.0008063218	0.0008577131	0.0008447794	0.0008722243	0.0008586397	0.0008494949	0.0008200638	0.0008202604	0.0009202438	0.0009330897	0.0008908701	0.0002921993	0.0003393803	0.0002852486	0.0003294803	0.0002778516	0.0003261579	0.000315876	0.0003299011	0.0003270005	0.000320877	0.0003367884	0.000337178	0.0003214111	0.0003063771	0.0002538481	0.0003069785	0.0003080968	0.0002891617	0.0002957294	0.0002932725	0.000292096	0.0002744094	0.0002781279	0.000266934	0.0002946428	0.0002715283	0.0008556611	0.0009311155	0.0009059288	0.0009514427	0.000938146	0.0009444738	0.0009451381	0.0008981485	0.0009466417	0.0009280182	0.0009285742	0.0008329859	0.0009289702	0.000909697	0.0009101481	0.000900881	0.0009285537	0.0009177941	0.0008476168	0.000831424	0.0008713478	0.0009194052	0.0009078903	0.0009307443	0.0008263655	0.0008320814	0.0008807803	0.0009291922	0.0009273128	0.0007976814	0.0007939367	0.0008398545	0.0008807034	0.0008826118	0.0008411591	0.0008264398	0.0008970961	0.0009158153	0.0009099367	0.0009177931	0.0008753903	0.0008750803	0.0008379656	0.0008852729	0.0008903725	0.0008902312	0.0009383241	0.0008844723	0.00084312	0.0009102974	0.0008591612	0.0008785342	0.0009125966	0.0008825457	0.0009122926	0.0009497859	0.0008770645	0.0008889096	0.0004361852	0.0008928851	0.0008451749	0.0008215379	0.0008751539	0.0008470023	0.000866622	0.0004353391	0.0008559586	0.0008288914	0.0008836229	0.0006679568	0.0008877887	0.0008392151	0.0008423782	0.0009068862	0.0009221729	0.0008520255	0.000843473	0.0008762036	0.0002753547	0.0004347903	0.0004018725	0.0004339369	0.0004862998	0.0004439993	0.0003718329	0.0004363388	0.0004362778	0.000431857	0.0004454583	0.0004356471	0.0004287686	0.0004317042	0.0003933565	0.0004306379	0.0003535689	0.0004017734	0.0003915943	0.0004026974	0.0004047956	0.0003964848	0.0004049441	0.0003950861	0.0004079089	0.0004161324	0.0003594141	0.0003938703	0.0004138934	0.0003958976	0.0004239405	0.000411965	0.0003264803	0.000408514	0.0003830827	0.0004339297	0.0003598555	0.0004162514	0.0003691705	0.0004372329
4	Cingulate_Cortex,_Area_24b_prime	0.0009437108	0.0008474715	0.0009414734	0.0009749919	0.0009219186	0.0009479114	0.0009334369	0.0008935198	0.0009090253	0.0009126564	0.0008939177	0.0008940616	0.0009843973	0.0009263838	0.0009622441	0.0009155259	0.0009113789	0.0009109199	0.0008701301	0.0008902276	0.0009075407	0.0008676343	0.0008286319	0.0009141406	0.0008723538	0.0008826866	0.0007354376	0.0008344051	0.0008805394	0.0008208601	0.0008967269	0.000875893	0.0008922692	0.000899028	0.0008885075	0.0009359543	0.000957912	0.0009184908	0.0009333412	0.0009680694	0.0009319718	0.0009546954	0.0009798309	0.0009908744	0.0009585986	0.0009955259	0.0009745163	0.0009781693	0.0009591106	0.0009598209	0.0009145287	0.0008229057	0.0008027078	0.0008074617	0.0007739038	0.0008193617	0.0008407102	0.0008461616	0.000841246	0.0008268483	0.0007955851	0.0007955895	0.000876152	0.0008922275	0.0008514248	0.0002802608	0.0003377496	0.0002734836	0.0003239011	0.0002685822	0.0003246487	0.0003171833	0.0003244821	0.0003283125	0.0003232363	0.0003276372	0.000332874	0.000310364	0.0003034127	0.0002606355	0.0003050873	0.0003058212	0.0002802189	0.0002927894	0.0002821132	0.0002778271	0.0002655772	0.000269929	0.0002537047	0.000280416	0.0002689144	0.0008431398	0.000872237	0.0008802893	0.0009075475	0.0009050301	0.0009061848	0.0009213488	0.0008750794	0.0009081532	0.0009001949	0.0008770832	0.0008065353	0.0008868054	0.0009131265	0.0008693042	0.0008604481	0.000867637	0.0008779058	0.0008285102	0.0008003446	0.0008228631	0.0008828228	0.0008665095	0.0009036872	0.0007833246	0.0007783818	0.0008236142	0.000862407	0.0008967421	0.0007657474	0.0007631695	0.0008106153	0.00087918	0.0008422844	0.0007942203	0.0007976557	0.000882121	0.0008847917	0.0008808647	0.0008706993	0.0008436012	0.0008214438	0.0008273543	0.0008437136	0.0008331621	0.0008422313	0.0009018937	0.0008486197	0.0008047795	0.0008597781	0.0007965171	0.0008471561	0.0008838847	0.0008590947	0.0008715414	0.0009154123	0.0008448189	0.0008394537	0.0004244329	0.0008684726	0.0008143258	0.0008028638	0.0008469683	0.0008053241	0.0008310086	0.000411746	0.0008158595	0.0007958997	0.0008315246	0.0006414703	0.0008377075	0.0008131323	0.0008114776	0.000846541	0.0008799921	0.000825393	0.0007924309	0.0008332222	0.0002686393	0.0004157268	0.0003851813	0.0004168955	0.0004714557	0.0004173873	0.000365413	0.0004142711	0.0004233843	0.000419978	0.0004017598	0.0004186869	0.0004231929	0.0004087881	0.0003849338	0.0004212876	0.0003406223	0.0003857714	0.0003609802	0.0003841187	0.0003774619	0.0003773167	0.0003775424	0.0003737409	0.0003787978	0.0003871662	0.0003334713	0.0003807292	0.0004065182	0.0003819962	0.0004085277	0.0003969192	0.0003023669	0.000402494	0.0003534429	0.0004247344	0.0003573206	0.0004071523	0.0003637782	0.0004260581
5	Cingulate_Cortex,_Area_29a	0.0009661383	0.0008214258	0.0009222316	0.0009648966	0.0009260619	0.0009560348	0.0009273399	0.0008725185	0.0008991825	0.0009179867	0.0008936604	0.0008934585	0.0009747085	0.0009280228	0.0009622539	0.0009180942	0.0008948577	0.0008870609	0.0008508035	0.0008950855	0.0009227484	0.0008504054	0.0008224203	0.0009100355	0.0008696814	0.0008823884	0.0007262381	0.0008182185	0.0008656092	0.0007954382	0.0008774141	0.0008798551	0.0008815553	0.0008811036	0.0008832207	0.0009189524	0.0009377476	0.0009238066	0.0009288515	0.0009616921	0.0009622385	0.0009530573	0.0009543727	0.0009709169	0.0009463205	0.0009763357	0.0009566474	0.000946763	0.0009644401	0.0009617215	0.0009144138	0.0008390232	0.0008043756	0.0008233559	0.0007678755	0.0008128929	0.0008283533	0.0008145596	0.0008299115	0.0008149722	0.0007823379	0.0007789537	0.0008797742	0.0008690423	0.0008631005	0.0002767502	0.0003324361	0.0002742421	0.0003191777	0.0002683622	0.0003242654	0.0003233223	0.0003321652	0.0003220295	0.00031351	0.0003062654	0.0003389051	0.0003069852	0.0003020694	0.0002523754	0.0002901049	0.0003046312	0.0002976966	0.0003035305	0.0002930464	0.000286137	0.0002719219	0.0002779648	0.0002675331	0.0002894647	0.0002751455	0.0008346012	0.0008712932	0.0008646526	0.0009150771	0.0009253293	0.0009090197	0.0009263182	0.000884474	0.0009131646	0.0008747876	0.0008841463	0.0008064539	0.0008804796	0.0009213411	0.0008657463	0.0008697978	0.0008597326	0.0008733562	0.000784561	0.0007705426	0.0008049645	0.0008527682	0.0008589052	0.0008951391	0.0007338533	0.0007964412	0.0008510221	0.0008437148	0.000884606	0.0007550836	0.0007447051	0.0008212214	0.0008499831	0.000831367	0.0007975894	0.0008032864	0.0008696875	0.0008844315	0.0008645719	0.0008787429	0.0008027519	0.0007997288	0.0007813638	0.0008429907	0.0008366186	0.000845423	0.0008940295	0.0008557595	0.0008096135	0.0008424627	0.0007793391	0.0008521945	0.0008660713	0.000859334	0.0008815056	0.0008705747	0.0008227045	0.0008351583	0.0004095762	0.0008309868	0.0008215638	0.0008052083	0.0008504229	0.0008052514	0.0008272196	0.0003971438	0.0007946428	0.000793839	0.0008118851	0.0006299059	0.0008448071	0.0008001657	0.0008045248	0.0008438629	0.0008603786	0.0008176373	0.000793262	0.0008132022	0.0002627329	0.0003969125	0.0003609377	0.000380333	0.0004609273	0.0004042263	0.0003222716	0.0004022311	0.0003984988	0.0003976194	0.0003949694	0.0003956246	0.000395945	0.0003799884	0.0003570901	0.0004074485	0.0003350881	0.000358116	0.0003576437	0.0003640962	0.0003596095	0.0003664231	0.0003642807	0.0003585867	0.0003409757	0.0003624665	0.0003149889	0.000360581	0.0003808507	0.0003561453	0.0003879317	0.0003775108	0.0002756559	0.0003665254	0.0003323317	0.0003921473	0.0003398407	0.0003831603	0.0003550535	0.0004040377
6	Cingulate_Cortex,_Area_29b	0.001009133	0.0008629269	0.0009906571	0.00101856	0.000982367	0.001037847	0.001002667	0.000933149	0.0009486992	0.0009867816	0.0009628354	0.0009620348	0.001021805	0.0009619132	0.001020998	0.0009623035	0.0009718644	0.0009612559	0.0008938732	0.0009493512	0.0009609638	0.0008731121	0.000866816	0.00098565	0.0009264233	0.0009113541	0.0007941078	0.0008520849	0.0009087457	0.0008521	0.000948554	0.00094817	0.0009367711	0.0009542814	0.0009167634	0.0009663819	0.00098899	0.0009774931	0.0009624613	0.001025341	0.0009993076	0.0009986591	0.001013452	0.001049544	0.0009869577	0.001031432	0.0009991799	0.001024672	0.001012644	0.0009988352	0.0009537392	0.0008894129	0.0008768067	0.0008651159	0.000807488	0.0008717649	0.0008807621	0.0008466797	0.0008786253	0.0008518305	0.0008104624	0.0008107402	0.0009260004	0.000929749	0.0009127785	0.0002812504	0.0003474819	0.0002728061	0.0003252552	0.0002749038	0.0003514742	0.0003353595	0.0003486792	0.0003397781	0.0003246119	0.0003185555	0.0003478097	0.0003203113	0.0003066105	0.0002511779	0.0003032307	0.000316509	0.0003301451	0.0003167536	0.0003013353	0.0002804107	0.0002794924	0.0002913169	0.000270237	0.0002913644	0.0002961043	0.0008849948	0.0009118525	0.0009323465	0.0009676704	0.0009705526	0.0009419182	0.0009302483	0.000926219	0.0009493349	0.0009175193	0.0009095715	0.0008377002	0.0009188916	0.0009442843	0.0009212783	0.0008931539	0.0009108449	0.0009339246	0.0008490786	0.0008143834	0.0008401801	0.0009073077	0.0009140386	0.0009387648	0.0007917856	0.0008503319	0.0008843018	0.0009091423	0.0009124271	0.0007998097	0.0008038346	0.0008694638	0.0009068165	0.0008617034	0.0008391933	0.0008529662	0.0009057716	0.0009303341	0.0008993975	0.0009133602	0.0008494538	0.0008349266	0.0008384397	0.0008904938	0.000891496	0.0008678807	0.000940709	0.0008627248	0.0008554645	0.0008958015	0.0008312319	0.0009056092	0.0009068265	0.0009119976	0.0009385957	0.0009311289	0.0008743632	0.0009025041	0.0004371695	0.0008684557	0.0008766802	0.0008427457	0.0009359345	0.000856023	0.00088016	0.0004214948	0.0008297642	0.0008441846	0.0008570923	0.0006659157	0.00088904	0.0008443325	0.0008399393	0.0008865097	0.0009162511	0.0008788689	0.0008325814	0.000857841	0.0002765065	0.0004276565	0.0003947305	0.0004097729	0.0004926488	0.0004393631	0.0003413994	0.0004383844	0.0004452301	0.0004288074	0.0004133218	0.0004243709	0.0004480863	0.0004153704	0.0003944275	0.0004350178	0.0003617111	0.0003884452	0.0003777888	0.0003773365	0.0003801654	0.000395541	0.0003994562	0.0003975214	0.000388672	0.0003831699	0.0003455839	0.0003873789	0.0004155744	0.0003790249	0.0004165874	0.0003838613	0.0003051696	0.0004080435	0.0003583264	0.0004180566	0.0003655031	0.0004179139	0.0003846584	0.0004215305
7	Cingulate_Cortex,_Area_29c	0.0009523674	0.0008205776	0.0009087617	0.0009574469	0.0009098454	0.0009423814	0.0009138493	0.000865549	0.0008905582	0.0009003586	0.0008773919	0.0008774197	0.0009766425	0.0009184835	0.0009416413	0.0009053611	0.0008829631	0.0008789149	0.0008327822	0.0008743823	0.000896409	0.0008380548	0.0008204866	0.000912559	0.0008483682	0.0008622742	0.0007008428	0.0008137622	0.000853389	0.0007966953	0.000869122	0.0008760606	0.0008680263	0.0008788456	0.0008645017	0.0009247178	0.0009426999	0.0009117687	0.0009040157	0.0009639434	0.000937869	0.0009492767	0.000954963	0.0009918102	0.0009387629	0.0009825327	0.0009542931	0.00095885	0.0009544923	0.0009588963	0.0009098465	0.0008258876	0.0008032734	0.0008055497	0.0007645991	0.0008137385	0.0008449047	0.0008226546	0.0008469163	0.0008238187	0.0007865647	0.0007825344	0.0008608553	0.0008716999	0.0008350459	0.0002761801	0.0003303703	0.000273884	0.0003164673	0.0002668287	0.0003190482	0.0003162684	0.0003215341	0.0003253115	0.0003142839	0.0003035635	0.0003316871	0.0003003062	0.0002934099	0.0002504806	0.0002968653	0.0003004197	0.0002791832	0.0002872861	0.0002737795	0.0002714756	0.0002593557	0.000268726	0.0002519574	0.0002770173	0.0002649088	0.0008343332	0.0008659642	0.0008564144	0.0009003927	0.0009017662	0.0008959823	0.0009250705	0.0008722652	0.0008950448	0.0008795851	0.000876179	0.0007948889	0.0008494923	0.000899294	0.0008545452	0.0008569801	0.0008536562	0.0008646763	0.0007983017	0.0007802074	0.0008046756	0.0008650153	0.0008725657	0.0008904311	0.000743979	0.0007820725	0.0008203749	0.0008640179	0.0008904547	0.0007477463	0.0007250177	0.0007996226	0.0008584057	0.0008204354	0.0007888589	0.0007942373	0.0008716419	0.0008799681	0.0008633544	0.0008618503	0.0008231092	0.0008028431	0.0007964513	0.0008408413	0.0008141751	0.0008443017	0.0009000797	0.0008529082	0.0007886731	0.0008341937	0.0007779517	0.0008484662	0.0008654433	0.0008544973	0.000871358	0.0008867916	0.0008222435	0.0008288115	0.0004107974	0.0008387397	0.0008001854	0.0007818661	0.0008503076	0.0007856538	0.0008149044	0.000400607	0.0007915171	0.0007845341	0.0008057476	0.00062997	0.0008238524	0.0007879549	0.0007941995	0.0008341583	0.0008614853	0.0008222471	0.0007863046	0.0008105065	0.0002605606	0.0003982241	0.0003735748	0.0003803902	0.0004519956	0.0004314483	0.0003311733	0.0003995608	0.0004049409	0.0003940302	0.0003913902	0.0004074478	0.0004053484	0.0003883121	0.000372301	0.0004096986	0.0003196233	0.0003651048	0.0003519695	0.0003700703	0.0003659499	0.00037806	0.0003672891	0.0003592918	0.0003556116	0.0003744624	0.0003228661	0.0003692383	0.0004042726	0.0003646745	0.0003915212	0.0003757458	0.0002819322	0.0003799234	0.0003357284	0.0003959335	0.0003464268	0.0003908588	0.000357401	0.0004066017
8	Cingulate_Cortex,_Area_30	0.00096165	0.0008719382	0.0009756471	0.00100533	0.0009693433	0.0009996153	0.0009950113	0.000913915	0.0009520221	0.0009630065	0.0009415903	0.0009415037	0.001022347	0.0009555527	0.000998584	0.0009474016	0.0009516912	0.0009558736	0.0008905197	0.0009246317	0.0009639341	0.0009035934	0.0008747709	0.0009905787	0.0009164502	0.0009209118	0.0007961265	0.0008421818	0.0009067748	0.0008613809	0.0009403073	0.00093278	0.0008109245	0.001191763	0.0007830536	0.0009766998	0.01568026	233.2183	0.001172841	0.003127497	0.0009387254	0.0008385226	0.0007832012	0.0008650693	0.0009672745	0.01876597	0.0008219388	0.0007160539	0.0008322655	14.71309	0.3945437	-0.0005212213	0.0006046367	0.0006640073	0.0006991393	0.0007292736	0.0006156978	0.004882487	0.0007004886	0.0006955847	0.0006874585	0.00083853	0.0007593243	0.0007766533	0.0008550567	0.0002878741	0.0003411474	0.000273882	0.0003302594	0.0002764805	0.0003337903	0.0003278906	0.0003435153	0.0003337723	0.0003233881	0.0003139352	0.0003371668	0.0003172914	0.0003029502	0.0002566713	0.0002923044	0.000300019	0.0003041098	0.0003010451	0.0002979791	0.0002904416	0.0002746867	0.000282653	0.0002663255	0.0002938404	0.0002791458	0.0008476114	0.000873733	0.0008820353	0.000906368	0.0009218956	0.000906939	0.0008939788	0.0008890317	0.0008897369	0.0008807954	0.000866781	0.0007778755	0.0008705325	0.0008895297	0.0008761591	0.0008411744	0.000870826	0.000894057	0.0008017733	0.0007990671	0.0007857507	0.0008669977	0.000897777	0.0008915929	0.000797712	0.000796381	0.0008361879	0.0008627899	0.0008774311	0.0007428101	0.0007388802	0.0008019519	0.0008799069	0.0008273036	0.0007900415	0.0008050989	0.0008517762	0.0008320607	0.0008722703	0.000849905	0.0008205379	0.0007743629	0.0008014709	0.0008302846	0.000816263	0.0008326942	0.0008736373	0.0008510947	0.0008005953	0.0008606338	0.0007748629	0.0008446427	0.0008660798	0.0008570429	0.0008832769	0.0009115188	0.0008468262	0.0008352929	0.000437251	0.0008082271	0.0008061425	0.0007838691	0.0008428789	0.0007943405	0.0008144157	0.0004051275	0.000797663	0.0003781555	0.0008179758	0.0006802714	0.0008749315	0.0008324245	0.0008188084	0.0008559467	0.0009243721	0.0008736148	0.0008247609	0.0008562337	0.0002762144	0.0004427246	0.0004125838	0.0004158441	0.0004975542	0.0004380497	0.0003448626	0.000442936	0.0004441359	0.0004371748	0.0004159283	0.0004313363	0.00045371	0.0004229368	0.0004187869	0.0004522917	0.0003568506	0.0004010836	0.0003713915	0.0003869658	0.0003822638	0.0003935062	0.0003999896	0.0003899841	0.0003904199	0.0003898056	0.0003523234	0.0004046084	0.000446006	0.0003847784	0.0004430063	0.0004129751	0.000327578	0.0004146537	0.0003665645	0.0004377781	0.0003668645	0.0004422062	0.0003891073	0.0004378644
