ROI	structure	N57437	N57442	N57446	N57447	N57449	N57451	N57496	N57498	N57500	N57502	N57504	N57513	N57515	N57518	N57520	N57522	N57546	N57548	N57550	N57552	N57554	N57559	N57580	N57582	N57584	N57587	N57590	N57692	N57694	N57700	N57702	N57709	N58302	N58303	N58305	N58309	N58310	N58344	N58346	N58350	N58355	N58359	N58361	N58394	N58396	N58398	N58400	N58402	N58404	N58406	N58408	N58477	N58500	N58510	N58512	N58514	N58516	N58604	N58606	N58608	N58611	N58613	N58706	N58708	N58712	N58214	N58215	N58216	N58217	N58218	N58219	N58221	N58222	N58223	N58224	N58225	N58226	N58228	N58229	N58230	N58231	N58232	N58633	N58634	N58635	N58636	N58649	N58650	N58651	N58653	N58654	N58714	N58740	N58734	N58792	N58784	N58790	N58779	N58749	N58788	N58794	N58733	N58655	N58735	N58780	N58747	N58751	N58745	N58742	N58732	N58935	N59003	N58819	N58909	N58919	N58889	N59010	N58859	N58917	N58815	N58997	N58999	N58881	N58853	N58995	N58877	N58883	N58885	N58906	N58821	N58855	N58861	N58857	N58851	N58887	N58879	N58829	N58913	N58831	N58941	N58813	N58952	N59022	N59026	N59033	N59035	N59039	N59041	N59065	N59066	N59072	N59076	N59078	N59080	N59097	N59099	N59109	N59116	N59118	N59120	N58612	N59136	N59140	N58946	N59141	N58915	N59005	N58954	N58948	N58610	N60103	N60062	N60101	N60056	N60088	N60064	N60070	N60093	N60097	N60095	N60068	N60072	N60058	N60092	N60060	N60188	N60190	N60192	N60194	N60198	N60219	N60221	N60223	N60225	N60229	N60231	N60167	N60133	N60200	N60131	N60139	N60163	N60159	N60157	N60127	N60161	N60169	N60137	N60129
38	Secondary_Visual_Cortex,Lateral_Area	34588.07	31046.19	32296.87	33785.42	33202.64	34797.25	30653.59	30263.45	30188.55	28011.45	31488.76	31494.39	35258.34	35619.3	33619.11	35482.25	31794.98	32255.86	33592.55	32996.45	33735.64	28888.92	32584.2	32328.69	33167.95	32841.48	32328.48	33209.57	31396.35	32747.67	31265.12	33232.41	16865.95	15998.6	15249.59	16099.24	16103.46	16502.11	17207.01	16168.97	17615.8	16383.21	18031.53	17226.14	17193.32	16985.9	17053.36	17148.95	17553.57	17025.52	16950.89	16086.35	16617.95	16822.74	17348.15	17506.91	16379.92	16581.48	16424.96	16805.93	17184.73	10329.41	16483.03	16187.05	17001.12	18431.32	19230.13	18844.77	18159.11	18753.33	18032.91	17620.8	19173.38	18921.88	18200.11	18772.62	19297.79	18661.75	18427.18	19509.47	19218.34	18772.57	17716.45	17864.12	18071.91	18077.38	16568.53	16360.71	17114.74	16060.22	17122.01	17191.79	16049.71	15832.88	17512.38	16993.42	16889.42	16550.68	17229.3	16906.48	17381.97	15815.74	16462.75	15717.14	16951.32	16221.6	17539.91	16815.56	16210.21	15251.6	16991.08	17377.81	33827.73	15452.29	16615.12	17582.49	15454.25	16953.15	16486.7	35449.77	15394.1	15034	16706.56	17698.64	17746.41	17008.54	17156.5	17061.18	16265.64	17513.68	17197.42	16718.9	15726	17982.59	17131.37	16919.29	17250.32	16981.57	33944.9	16973.3	17365.36	16778.26	17206.91	18049.01	17188.69	17969.82	16999.54	17219.38	18098.79	17490.89	17067.94	15613.87	15798.38	15472.51	17475.63	17234.59	17107.67	17492.7	17041.35	17942.26	17385.27	17538.49	17031.46	16328.16	17439.04	17011.49	17947.87	17502.61	16792.95	17246.51	15042.42	15874.34	15751.09	15670.28	14347.82	14791.09	15493.37	14506.62	15065.82	15500.26	15974.94	14644.89	16872.89	13920.49	15801.54	15335.8	14938.07	14886.27	15065.63	15594.89	15911.32	15053.92	15478.25	16109.35	14919.42	15359.22	15416.4	15539.87	14825.09	15437.61	15190.27	14482.35	16228.43	16172.76	15641.49	15435.91	15547.42	15674.21	15286.55
39	Secondary_Visual_Cortex,_Mediolateral_Area	35863.09	32091.79	32941.7	34973.57	34404.25	36591.89	31805.75	30924.2	31680.42	29632.11	33184.19	33162.95	35875.55	36747.16	34176.25	36473.88	32752.68	33163.62	35074.82	33967.55	34784.68	29423.13	33337.7	34182.09	34327.95	33803.12	33673.67	34375.29	32891.02	33898.68	32811.31	33626.77	16918.33	17169.94	16280.46	16965.48	17237.15	17270.05	18453.99	17119.01	19132.95	17154.12	18292.15	17789.55	17507.9	17365.42	17503.96	17742.37	18000.72	17477.67	17375.93	16574.23	17157.49	17436.27	17687.44	17961.78	17426.96	17428.36	17126.12	17765.9	17815.98	11174.74	16706.56	16712.05	17492.17	19056.41	19573.83	19573.54	18924.28	19655.1	18321.32	18039.81	19386.13	19791.88	18806.42	19373.33	19365.85	18826.92	18501.13	20240.46	19176.03	18972.11	18178.88	18451.52	18345.52	18801.51	16916.51	16605.16	17257.5	16186.39	17356.55	17915.98	17176.53	16263.91	18510.26	17849.15	17745.7	17848.82	17916.13	17651.21	18262.72	16444.21	17109.78	16742.76	17485.84	17308.2	18187.1	17134.13	16768.38	16406.6	17459.39	18323.72	35844	15893.49	17210.73	17700.26	16212.63	17329.24	17562.97	37015.97	15456.42	15321.82	16872.84	18314.36	18012.49	18063.43	17849.64	17693.17	16678.98	18593.12	18242.27	17443.77	16476.8	19223.29	17880.43	17250.88	18073.66	17536.86	35315.27	17579.5	18375.73	17220.43	17609.86	18652.44	18265.03	18216.26	18154.93	17887.5	17922.91	18276.61	18020.37	16088.71	16144.21	16502.14	18376.71	17919	17792.86	17566.84	17411.88	18457.28	18115.05	18194.23	17744.69	17661.38	18307.78	17625.85	18038.94	18084.83	18010.14	18094.72	15594.99	16001.53	15985.56	16860.87	15170.36	14808.79	15838.63	15712.59	16178.23	16434.88	16573.74	15076.63	17433.99	15047.81	17476.13	15532.63	15967.86	15917.86	15575.38	15979.2	16160.08	15890.12	15971.46	16541.89	15392.13	16508.5	15964.09	17223.11	14993.88	16213.91	15791.75	14248.41	16872.53	16430.08	16380.36	16016.15	15936.06	15413.97	16248.2
40	Secondary_Visual_Cortex,_Mediomedial_Area	36154.05	32229.86	33732.23	35568.09	34817.96	36944.75	33047.94	31184.12	32857.84	30246.08	33858.25	33859.47	35712.9	37403.75	34785.4	37411.14	33174.52	34093.53	35367.06	34623.09	35306.66	30400.31	33384.65	34820.29	34431.86	34351.9	33746.67	34509.13	32881.72	34153.25	33593.46	34047.79	16784.62	17229.43	15976.65	16764.79	17233.39	17200.57	18447.46	17344.74	18895.9	16872.69	18490.2	17794.61	17656.37	17439.51	17766.55	17735.96	18335.41	17624.34	17385.33	16750.57	17014.69	17435.66	17851.61	18096.12	17073.78	17071.88	17131.49	17603.57	17658.46	11198.95	16765.38	16604.34	17445.86	18871.85	19203.79	18960.54	18994.13	19038.49	18429.72	17955.18	19292.2	19840	18943.34	19394.69	19505.65	18855.59	18410.65	19574.47	19280.22	19322.71	18274.45	18489.62	18273.13	18543	17004.34	17069.92	17392.79	16515.89	17408.3	17834.48	17199.84	16469.2	18530.96	18008.48	17930.24	17786.17	18363.86	17742.49	18110.96	16265.34	17279.04	17038.54	17736.11	17462.44	18212.03	17344.18	17080.65	16310.61	17202.38	18237.54	36147.25	16000.61	17203.59	17507.6	16182.31	17529.28	17526.36	36879.11	15512.56	15332.7	16859.64	18623.41	18090.28	18161.11	17938.93	17810.53	16869.34	18836.77	18266.32	17467.36	16633.46	19241.06	17716.97	17162.15	18286.55	17559.12	35503.26	17514.32	18553.58	17321.96	17766.77	18664.65	18285.41	18374.53	18235.74	17961.07	18073.5	18400	18203.53	16150.74	16196.28	16147.69	18393.42	17763.42	17826.87	17505.32	17469.48	18311.57	18189.58	18198.09	17619.62	17338.37	18007.3	17723.49	18363.68	17914.01	17934.9	17926.73	16065.15	16477.78	16267.63	17180.67	15801.99	15276.95	16400.01	16349.4	16902.38	16816.19	16827.52	15448.23	17750.36	15596.82	17702.22	15731.94	16511.71	16793.82	16273.19	16693.43	16476.72	15973.29	16428.25	17008.43	15972.86	16557.98	16434.09	17844.08	15765.21	16566.06	16249.04	14768.88	16921.66	16919.84	16740.4	16492.96	16712.74	15950.05	16619.14
41	Ventral_Orbital_Cortex	32239.9	30128.54	33018.16	32298.01	32569.39	34755.53	31185.24	30021.85	31987.85	28247.24	31883.2	31870.18	35194.13	34935.49	33840.79	34498.38	32904.62	31001.48	34642.11	32972.44	33837.8	28157.52	32784.02	32204.95	33122.4	33124.75	30761.86	33682.54	32592.5	31820.2	32451.42	32938.41	16381.84	16509.79	16288.42	16614.87	16988.12	16796.67	17377.11	16187.88	17131.02	16638.7	16342.29	17283.95	17240.51	17487.81	16511.5	16814.83	16429.37	16884.39	17061.75	15863.62	16774.98	16346.31	16666.12	17645.27	15833.7	15678.31	17152.3	16061.73	17066.26	10658.37	17377.76	17208.44	17582.02	19484.18	18214.55	18695.49	18199.08	19700.91	18348.91	17232.76	18717.52	18381.4	17557.89	17888.88	18421.24	17449.5	18387.79	19130.31	17724.58	17961.87	17495.04	18021.3	17758.53	18105.23	16533.21	15954.63	16248.09	16218.59	15836.88	18111.26	15709.64	15457.13	17773.3	17030.62	17183.54	16955	17307.42	17380.91	17418.55	16374.15	16049.78	16075.17	16977.81	16617.36	16905.15	16688.17	16553.96	14739.03	16962.29	18224.65	35018.19	15903.49	17095.36	17587.45	16206.92	16730.59	17609.12	35204.56	15296.78	15016	17221.36	18045.98	18161.07	17215.55	16847.89	16700.27	16580.02	17753.84	17440.18	16913.13	15687.95	18719.12	17149.5	17374.88	16599.19	17322.85	35041.19	16950.56	17357.46	17147.52	17983.95	18518.13	18280.46	18502.32	18048.21	18058.49	18433.27	18317.64	18268.17	16504.84	16581.1	16693.54	18400.12	18082.32	18056.08	17173	17192.01	18085.54	17359.08	17975.28	17751.95	16961.45	18041.99	17455.06	18399.37	17843.09	17509.05	17194.74	16369.66	16382.01	17017.1	17121.46	15753.2	14790.84	16591.64	16101.53	16712.89	17472.16	16465.74	14958.03	17844.35	14373.61	17452.05	16457.12	16369.33	16495.55	16970.06	16578.87	16262.34	16894.49	16273.58	16770.28	16679.06	16948.49	17085.97	16769.63	16131.23	16721.99	17170.95	15756.08	16803.76	17244.16	16387.69	16509.59	16945.07	16778.97	16955.56
42	Caudomedial_Entorhinal_Cortex	36193.06	31847.22	33332.12	35862.69	33840.53	36489.09	33451.93	31042	32311.64	29432.82	33415.93	33403.39	36476.36	36182.96	34489.91	36837.09	32373.83	32995.45	34038.85	34182.04	35994.27	29679.61	33438.83	34761.19	35969.84	33049.92	32901.27	34266.12	33332.95	33382.65	33502.7	34376.52	17132.79	16687.43	15276.61	17061.16	16938.63	16650.74	17566.82	16891.62	17984.46	16756.69	18082.39	17463.04	17252.8	17086.03	17592.32	17684.75	17641.51	17195.03	16735.83	16576.06	16961.66	17072.83	16562.75	17801.11	17597.82	16672.79	16346.98	16675.36	17072.76	10306.4	16350.79	15540.17	16345.26	17334.78	19531.71	17030.69	18949.31	17524.91	14946.95	18484.66	19635.13	16535.35	19348.27	19519.96	19680.06	18767.35	17922.56	16961.23	20521.82	19624.17	17902.22	17862.91	17363.8	16235.08	15917.72	17177.56	16306.7	16602.87	16432.17	17178.31	16865.83	16274.42	18056.25	17607.35	17765.5	18068.9	17688.32	17599.1	17614.66	16493.15	16314	16657.24	18025.86	17198.9	17321.54	17077.56	16863.35	15774.42	16750.23	18252.77	35704.3	15944.47	17121.53	17016.11	16032.97	16802.98	17065.96	35939.24	15899.58	15241.72	16457.08	18464.77	17562.51	17066.52	17512.16	17751.68	16695.11	17719.47	17505.15	16514.56	15944.23	17764.11	17814.14	16836.47	17937.33	17439.84	35068.96	16852.3	18065.94	17119.94	17433.52	18699.27	18326.14	18418.72	17663.55	18038.27	17887.56	17778.43	17998.92	16208.93	16098.18	16992.35	18060.33	17971.5	17731.25	17874.04	17474.35	18237.36	17640.99	18279.51	17437.89	16495.36	18183.48	17442.19	18130.62	17277.46	17317.44	17102.8	16416.68	17484.8	17417.62	17652.38	15814.64	16377.76	16856.22	15303.75	16589.51	16943.7	17123.93	15917.03	17868.27	15281.59	17679.65	17511.73	17068.05	15820.34	17001.79	16717.28	16618.47	17067.95	17548.38	17955.24	16725.21	17200.19	17187.46	17318.05	16862.7	17583.43	17168.33	15460.51	17851.18	17521.04	17293.82	17302.9	17373.06	18089.58	17363.94
43	Dorsal_Intermediate_Entorhinal_Cortex	35582.78	34243.06	34458.53	35931.54	34769.45	37069.07	33620.5	32260.34	33215.15	29954.85	34458.36	34449.36	37052.1	37442.46	35770.31	37366.01	33801.49	33760.03	35218.28	34207.6	35956.19	30861.83	35121.55	35019.93	35289.25	33506.68	34210.5	34744.28	33469.98	35090.07	33966.32	35329.39	17958	17344.8	16619.26	18321.55	18461.02	17348.59	18835.8	18452.91	18690.91	17894.45	19069.79	18069.04	18082.68	17839.55	18707.68	18253.32	18776.91	17540.2	17353.8	17091.78	16888.07	17560.64	17503.62	18266.69	16669.73	16891.96	17096.5	17104.42	17796.22	10814.28	17553.93	16568.52	17951.83	19560.84	19639.31	19826.14	19118.72	20024.39	18949.34	18340.94	19638.51	19828.27	19383.09	19299.16	19372.97	19499.48	20014.01	19995.67	20011.53	19810.91	18417.12	18299.12	18376.76	17861.76	16843.28	16808.79	17139.01	17238.54	17149.79	17449.29	17110.32	16596.74	17671.42	18288.95	17902.03	17369.95	17638.41	17304.33	17735.61	16733.07	16427.26	16745.75	18460.54	17590.31	18030.3	17122.17	17131.43	16166.64	17048.04	18842.59	35626.62	15921.39	17421.26	17805.86	16870.95	17272.3	17217.71	35625.96	16901.71	15986.47	16767.62	18636.62	17961.52	17377.39	17281.89	17005.33	16556.81	17916.95	17319.16	17049.54	16529.99	18256.21	17489.68	17225.53	17950.62	17442.43	34868.62	17671.68	18170.64	17397.49	18335.88	19014.91	18755.57	18549.21	18013.34	18982.02	17825.65	18362.65	18316.51	16896.22	16715.55	18572	18723.74	17768.56	17624.41	18285.73	17371.78	18078.23	17907.09	17827.34	17476.51	17301.32	18419.15	17109.98	18840.52	17602.95	17516.7	17856.73	17142.99	18241.84	17473.72	18267.03	15726.65	16896.87	17429.93	17634.37	17144.32	17594.39	17164.94	16577.46	18914.25	15429.77	18189.83	18012.76	17220.33	16836.81	17497.04	16566.22	16779.84	17196.26	17758.1	17242.59	17105.24	16737.9	17792.73	17779.71	17299.88	17761.33	16906.3	16885.36	17937.94	18488.74	17871.98	16886.77	16756.76	18408.86	17738.16
44	Dorsolateral_Entorhinal_Cortex	36005.15	33959.28	34296.89	35368.68	33981.97	36113.17	32850.24	31782.07	32935.71	29208.02	33672.31	33669.93	37429.7	37064.74	34833.5	37396.81	32569.4	32884.21	34215.46	33830.94	36182.23	29888.21	34361.87	33835.68	34995.82	33627.67	33392.68	34865.59	32681.36	34820.57	33082.02	35038.04	17435.03	16878.57	16269.39	17848.05	18188.54	17453.76	18627.15	17780.05	18155.85	17581.62	18487.32	17556.96	17686.64	17288.27	18264.81	18168.02	18472.13	17424.21	17071.35	16428.17	16591.86	16990.31	16931.19	17840.21	16740.76	16709.3	16677.57	16475.86	17238.46	10474.71	16941.2	16333.64	17488.5	19452.59	19378.9	19413.92	18673.78	19738.46	18891.38	18422.34	18813.24	19474.97	18634.56	19125.31	19439.26	19445.74	19583.89	19590.02	20295.35	19472.97	17901	18107.91	18484.82	17931.13	16451.58	16812.02	17473.31	17082.35	17345.52	17938.07	17175.02	16114.35	17576.17	17615.52	17558.75	17569.08	17589.28	17532.91	17719.54	16500.11	16273.86	16600.33	18166.69	17442.39	17703.48	17153.1	16620.4	15719.14	17215.04	18163.53	35301.83	15591.55	17071.26	18220.79	16607.12	17009.4	17124.17	35841.16	16357.61	15623.63	16444.69	18253.67	17919.34	17293.08	17641.68	17055.51	16442.56	17769.54	17418.15	16780.55	16078.97	17622.46	18038.58	16819.36	17743.26	17287.76	34667.09	17281.22	18029.86	17200.19	17934.12	19235.55	18841.92	18370.52	17835.17	19018.27	17655.64	18095.45	18184.46	16696.89	16414.98	15795.09	18219.52	17651.1	17953.04	18361.68	17245.26	17847.08	17515.03	17962.28	17555.99	16950.99	17799.37	17588.14	18362.03	17555.87	17242.9	17174.66	16263.46	17682.92	17289.55	17614.96	15538.27	16698.35	17002.23	16442.42	16623.62	16891.22	16898.9	15732.4	17924.48	15360.98	17797.74	17090.51	16739.02	16398.59	16588.26	16287.29	16597.67	16223.17	17131.7	16983.8	16744.19	16936.5	17204.12	17056.74	16769.69	17444.59	16667.45	16524.92	17467.49	17896.27	17038.61	16459.01	16754.52	17864.51	17114.37
45	Medial_Entorhinal_Cortex	36306.81	34270.06	34251.22	36018.66	34893.98	37274.21	33210.73	32162.62	33563.82	30207.8	34237.11	34217.88	37323.24	37441.47	35508.57	37676.41	34001.94	34129.89	36056.25	34686.97	36428.77	31036.91	35224.33	35684.23	36095.73	34925.96	34879.41	36327.92	33583.12	34862.21	34426.64	35792.16	17901.36	17271.1	16300.85	17787.56	18161.25	17271.75	18841.9	18172.74	18553.18	17656.2	19050.8	17751.73	17856.94	17642.65	18645.21	18238.06	18834.54	17435.44	17269.56	17016.84	17090.12	17514.87	17446.01	18239.33	16982.79	17288.79	17062.11	16892.08	17742.2	10788.07	17267.11	16451.13	17801.48	18236.07	19652.91	19116.45	18188.73	19915.05	18469.14	17805.62	18833.21	19461.81	19187.34	19703.36	19461.14	19995.83	19585.65	18897.56	20729.22	19912.06	17492.17	17438.24	17352.11	16811.41	15843.1	16381.07	16343.94	16133.56	16956.51	17903.6	17653.54	16807.43	18264	18513.46	18288.21	18171.25	17863.01	17909.21	18146.02	17254.72	17224.45	17050.45	18358.55	17896.08	18378.61	17633.27	17290.71	16722.89	17668.81	19015.37	36133.74	16408.85	17685.58	18096.93	17061.08	17812.06	17825.87	36538.79	17278.92	16283.94	17169.04	18969.55	18497.04	17936.64	18156.38	17568.4	16700.53	18441.7	18037.2	17322.72	17085.49	18727.44	17900.35	17643.14	18794.12	17705.12	36280.66	17984.3	18813.18	17796.93	18378.34	19406.99	19135.52	18673.68	18329.59	19124.64	18203.36	18567.82	18663.15	16970.19	17411.76	18096.99	19179.69	18309.48	18189.91	18462.83	17834.42	18465.1	18200.56	18554.4	18216.38	17499.04	18798.71	17704.28	18847.22	18065.3	18021.45	17782.12	17358.83	18413.82	18381.41	18760.42	16523.18	17143.13	17615.52	17773.13	17531.08	18240.16	17338.95	16579.17	19343.59	16053.68	18841.23	18701.29	17312.56	16881.56	17800.98	17690.09	17138.49	17522.72	17385.64	17663.99	17514.67	17779.18	18065.05	17448.02	17592.02	18285.78	17645.64	17956.79	17825.13	18603	18255.73	17405.51	17659.48	18528.08	17915.72
46	Ventral_Intermediate_Entorhinal_Cortex	35820.18	34521.4	34489.91	36282.33	34999.52	37385.63	33626.6	32304.66	33470.82	29714.69	34337.05	34334.59	37403.55	37530.18	35882.24	38078.81	34353.84	33954.94	35936.79	34505.67	36129.61	30847.65	35876.49	35501.16	35700.19	34915.96	34897.65	35858.96	33935.09	35028.01	34973.96	35901.26	18055.35	17505.39	16979.18	18405.76	18569.47	17774.71	19092.74	18580.3	19224.74	18151.06	19313.64	18052.4	18329.24	17958.79	18848.96	18386.12	19045.58	17813.02	17493.77	17205.36	17417.7	17675.88	18132.64	18653.02	17301.25	17623.7	17377.42	17506	18048.48	10969.36	17720.94	16884.19	18275.71	18957.04	20013.53	20011.82	19200.65	20155.84	19039.94	18615.75	19785.36	19893.8	19632.03	19577.36	19647.73	20289.5	20285.38	20064.93	20616.72	20277.84	18264.53	18181.13	17956.01	17343.93	16636.41	16905.12	17169.57	16443.07	17417.51	17687.02	17489.32	16869.25	18041.24	18599.89	18264.85	18076.8	17908.24	17894.65	18153.71	17338.66	17004.28	17150.74	18675.72	17987.49	18411.46	17815.3	17434.76	16662.93	17715.73	19293.13	36335.32	16304.94	17623.65	18058.25	17000.22	17521.56	17707.74	36642.04	17254.39	16260.94	17020.33	18844.67	18293.47	17820.08	17908.74	17428.59	16574.77	18349.91	17716.7	17167.06	17203.89	18740.33	17949.36	17659.76	18786.09	17579.22	36273.54	18007.33	18707.07	17864.94	18714.28	19296.16	19084.05	18892.02	18218.34	19111.01	18187.6	18579.38	18681.98	17073.16	17100.66	19067.81	19073.02	18290.94	17924.95	18381.36	17920.92	18443.72	18207.22	18519.23	17910.93	17595.12	18874.86	17511.22	18900.55	17969.19	17844.45	18192.9	17221.27	18504.86	18214.9	18436.15	16471.21	17282.84	17706.91	17733.22	17432.6	17969.31	17211.21	16729.58	19156.97	16184.86	18321.54	18001.96	17339.14	16820.94	17843.89	17318.76	16525.68	17265.53	17359.71	17525.11	17369.33	17376.78	17988.62	17903.1	17504.09	17722.59	17350.37	17427.12	18115.15	18811.89	18077.48	16985.41	17212.54	17990.28	17606.73
47	Claustrum	32245.84	30276.99	32605.61	32209.4	32301.26	34398.33	31751.89	29699.3	31278.15	27549.83	30949.91	30920.45	34903.52	35697.52	33711.11	35683.49	31290.32	31225.5	32901.92	32701.93	32905.93	27912.68	31852.89	31481.71	31921.41	32002.72	30738.89	33294.62	31552.83	31840.2	31388.25	33302.76	16043.89	16110.37	15374.87	16510.35	16638.07	16685.79	17448.31	16239.13	17512.27	16282.1	16549.19	16926.92	16867.04	16771.65	16439.14	16363.23	16714.73	16286.02	16620.46	15910.26	16558.48	16255.02	16672.23	17609.66	15658.66	15897.41	16796.13	15961.83	17214.4	10422.41	16580.51	16276.04	16971.54	18937.93	18152.81	18264.36	18180	19069.72	17174.75	16797.56	17965.76	18267.26	17482.93	18080.15	18223.08	17398.15	17888.88	18976.1	18601.1	17778.33	17109.3	17541.32	17189.89	17655.45	16193.19	15999.13	16029.36	15683.41	15932.89	17395.74	15567.96	15202.79	17373.28	17009.72	17029.29	16743.9	16861.48	17021.83	17564.21	15567.15	15625.32	15650.73	16777.98	16500.53	16876.36	16335.12	15923.33	14317.69	16467.82	17900.62	34438.5	15421.92	16741.58	17032.41	15554.18	16569.21	16883.32	34888.07	14438.13	13943.55	16594.26	17997.22	17590.91	17065.31	16788.78	17028.43	15847.04	17558.88	17420.9	16562.17	15669.7	18352.37	16913.32	16781.09	16888.4	16801.59	35313.65	16676.65	17460.9	17206.92	17239.54	17932.85	17881.48	17860.73	17333.7	18300.78	17597.68	17555.69	17659.59	15758.81	15983.07	16940.43	17828.53	17630.56	17584.04	16931.1	16880.56	17840.09	17361.85	17473.24	17318.59	16735.47	17638.52	16626.57	18221	17145.49	16737.99	17477.43	16282.89	16260.93	16630.93	16967.79	15437.68	15472.4	16353.35	16080.25	16165.4	17105.56	16278.61	14843.77	17293.84	14361.04	17329.79	16031.71	15797.48	16350.99	16781.93	16389.97	16157.65	16512.81	16259.76	17089.02	16020.58	16411.64	16642.88	16473.46	15767.41	16250.24	16406.3	14956.68	16256.87	17040.02	16176.72	16214.63	16087.32	17179.39	16574.24
48	Dorsal_Claustrum	33694.53	30257.11	32036.17	33193.28	31996.99	34071.81	30649.02	29581.96	31792.71	27221.98	30834.21	30840.99	35496.55	35489.19	33408.5	34864.71	32836.21	31548.63	33594.51	32277.09	33702.11	28142.9	32452.76	31992.19	32438.03	31471.46	30832.19	33274.44	31285.93	32473.32	31147.21	33173.42	16278.04	16425.4	15044.2	16942.94	17403.44	16984.14	18238.78	16345.36	17819.65	16454.85	17508.84	17001.92	17204.62	16923.35	17202.78	17397.12	17656.2	16753.07	16672.01	16196.28	16231.19	16538.03	16820.85	17426.58	16060.08	15884.89	16054.74	15990.94	17242.14	10800.68	16487.99	16016.84	17124.62	19532.34	18720.14	19035.72	18717.2	19391.29	17420.51	17150.74	19853.58	19000.67	18220.19	18653.04	18938.24	18699.48	18709	20527.19	19723.68	18682.72	17317.33	17911.89	18487.92	18388.54	16199.25	16563.13	16522.52	17288.74	16864.18	16965.11	15920.47	15613.54	17080.99	16700.22	16755.02	16770.64	16946.46	16722.83	17244.18	15816.84	16053.91	15885.07	16841.98	16750.14	17210.96	16344.88	16086.96	14863.76	16982.23	17641.05	34270.5	15130	16622.76	17249.08	15418.93	16267.55	16939.86	35454.54	14406.11	14077.72	16691.26	17426.84	17490.27	17136.73	16696.4	17022.82	15866.39	17461.06	17231.35	16363.1	15901.48	17918.99	16928.94	16593.56	17202.82	16901.27	34431.44	16719.17	17469.3	17386.61	17132.38	18384.85	17849.08	17540.72	17177.75	18220.4	17595.04	17061.09	17630.09	15732.65	15764.72	15937.57	17042.91	17098.86	17255.95	16831.54	17380.6	17815.83	17297.32	17380.21	16944.52	17036.41	17299.93	16663.4	17928.78	17483.85	17112.95	17324.31	16122.48	16301.39	16866.12	17491.97	14692.38	15449.49	16306.21	15241.07	16171.37	16290.39	16084.66	14627.09	17177.32	14114.01	17410.58	15863.04	15771.28	15821.57	16299	15950.69	16046.47	16361.1	16632.4	16748.36	15363.14	16295.08	16486.03	16168.16	15986.23	16341.35	16567.33	15206.27	16478.68	16914.41	16552.03	15651.21	16210.76	17228.17	16594.3
49	Posterolateral_Cortical_Amygdaloid_Area	35236.75	33395.27	33830.03	34684.46	33699.44	36298.23	32445.8	31834.15	32181.56	28820.35	33605.43	33580.03	34544.04	35138.59	34313.68	35406.12	33465.3	32553.38	35526.43	32524.26	34306.94	30845.52	33566.39	35156.61	33617.63	33564.07	32540.85	34140.98	32254.63	32776.54	33344.96	34068.37	16675.86	16469.47	15835.33	16874.06	16929.09	16165.34	16394.04	16813.62	18508.19	16506.44	17452.02	16733.93	17170.95	17002.58	17435.43	17510.27	17827.44	16525.04	16164.8	16121.98	16787.97	16499.11	16994.22	17049.02	16700.7	16820.04	16036.25	16162.4	17461.73	10591.35	16774	15916.23	16810.71	18266.35	19126.74	17967.14	17652.69	18358	16766.42	17351.69	18654.68	17875.2	19311.21	18359.38	18984.06	18195.31	20503.46	18013.42	20242.2	18559.32	17310.39	16213.33	17885.6	16928.52	15854.44	16267.28	17432.02	15211.87	15981.75	18149.98	17271.64	17056.57	18455.67	18909.6	18741.78	18541.91	17929.65	18454.27	18326.35	17717.68	17287.32	17062.38	18329.26	18127.7	18541.92	18119.55	17749.63	16824.76	17802.41	19410.48	36692.7	16624.46	17924.8	17898.22	17141.63	18124.68	17916.61	38004.27	17088.16	16249.5	17357.95	19612.66	18608.12	17854.74	17961.57	17384.88	16704.13	18713.6	17717.6	16975.96	17081.77	19027.21	18073.8	17447.19	19157.14	17927.28	37124.05	17983.34	18856.75	18186.67	19034.54	19445.11	19245.79	19186.05	18300.47	19126.91	18810.56	18266.99	18505.36	17000.91	17127.9	17065.04	18654.21	18675.77	18286.58	18811.24	18374.37	18959.91	18840.76	19166.72	18189.54	17852.64	19213.84	17947.16	19066.33	18230.97	17930.99	17197.47	17183.44	18240.79	18187.77	18220.17	16802.07	17526.48	17081.21	17846.39	17050.49	17814.15	17466.24	16532.43	18228.31	16232.55	17502.35	17207.87	17166.94	16383.84	17200.17	17712.2	17117.59	17199.26	17478.09	18229.14	17741.16	17309.53	17360.75	17831.54	17601.75	18216.66	18393.68	17180.34	17649.93	17402.34	18071.31	17239.46	16686.11	17749.44	18250.02
