ROI	structure	N57437	N57442	N57446	N57447	N57449	N57451	N57496	N57498	N57500	N57502	N57504	N57513	N57515	N57518	N57520	N57522	N57546	N57548	N57550	N57552	N57554	N57559	N57580	N57582	N57584	N57587	N57590	N57692	N57694	N57700	N57702	N57709	N58302	N58303	N58305	N58309	N58310	N58344	N58346	N58350	N58355	N58359	N58361	N58394	N58396	N58398	N58400	N58402	N58404	N58406	N58408	N58477	N58500	N58510	N58512	N58514	N58516	N58604	N58606	N58608	N58611	N58613	N58706	N58708	N58712	N58214	N58215	N58216	N58217	N58218	N58219	N58221	N58222	N58223	N58224	N58225	N58226	N58228	N58229	N58230	N58231	N58232	N58633	N58634	N58635	N58636	N58649	N58650	N58651	N58653	N58654	N58714	N58740	N58734	N58792	N58784	N58790	N58779	N58749	N58788	N58794	N58733	N58655	N58735	N58780	N58747	N58751	N58745	N58742	N58732	N58935	N59003	N58819	N58909	N58919	N58889	N59010	N58859	N58917	N58815	N58997	N58999	N58881	N58853	N58995	N58877	N58883	N58885	N58906	N58821	N58855	N58861	N58857	N58851	N58887	N58879	N58829	N58913	N58831	N58941	N58813	N58952	N59022	N59026	N59033	N59035	N59039	N59041	N59065	N59066	N59072	N59076	N59078	N59080	N59097	N59099	N59109	N59116	N59118	N59120	N58612	N59136	N59140	N58946	N59141	N58915	N59005	N58954	N58948	N58610	N60103	N60062	N60101	N60056	N60088	N60064	N60070	N60093	N60097	N60095	N60068	N60072	N60058	N60092	N60060	N60188	N60190	N60192	N60194	N60198	N60219	N60221	N60223	N60225	N60229	N60231	N60167	N60133	N60200	N60131	N60139	N60163	N60159	N60157	N60127	N60161	N60169	N60137	N60129
30	Primary_Somatosensory_Cortex,_Shoulder_Region	0.2736481	0.2336923	0.2714526	0.2745634	0.2615937	0.2678057	0.275207	0.2627285	0.2620725	0.2644093	0.2628475	0.2632223	0.2839411	0.2637886	0.2855809	0.2575668	0.2601946	0.2703869	0.2422008	0.258808	0.2687547	0.2479154	0.2320698	0.2634467	0.2542023	0.2594543	0.201047	0.2315287	0.2474636	0.2313974	0.2509507	0.2545477	0.3348733	0.3314302	0.3345518	0.3601553	0.3469276	0.3457809	0.3342679	0.343527	0.3503181	0.3531048	0.3545411	0.3531432	0.3659569	0.3603795	0.3590965	0.358274	0.3552437	0.3542366	0.3337557	0.3115354	0.3041163	0.2938517	0.2781276	0.3001327	0.3067602	0.3066576	0.2987805	0.3015583	0.2882481	0.2756287	0.325459	0.3251266	0.3153028	0.2916256	0.3491087	0.2781638	0.3391453	0.2796963	0.3312041	0.3517059	0.3380824	0.3240026	0.3239388	0.3247194	0.3481779	0.3373675	0.2986398	0.2429906	0.3126279	0.3190743	0.2991332	0.3061099	0.3078285	0.3022015	0.2837081	0.2812924	0.2806518	0.2992372	0.285644	0.3018355	0.3287402	0.3252025	0.3314399	0.3265136	0.3404163	0.3265105	0.324439	0.3283384	0.3242261	0.3330247	0.3046131	0.3239896	0.3378811	0.3250816	0.327522	0.3260846	0.330122	0.281518	0.3001381	0.299707	0.3181995	0.3338909	0.3391565	0.2880012	0.2969229	0.3209274	0.3284023	0.3277882	0.2873205	0.2936649	0.3054627	0.3338763	0.3123452	0.2901347	0.3023818	0.3188759	0.3297998	0.3210771	0.3235778	0.3072366	0.3025583	0.2841643	0.3104329	0.3099478	0.313248	0.334336	0.3198132	0.3043733	0.3160411	0.3005657	0.3223574	0.3025496	0.3160088	0.3274101	0.3328374	0.3185325	0.3206026	0.3061736	0.3010259	0.3067201	0.2919601	0.3062602	0.2935871	0.3026228	0.3029135	0.2988676	0.2978463	0.3142454	0.2897693	0.3094882	0.2856313	0.2875246	0.3156345	0.3291436	0.2894865	0.2983575	0.2960087	0.275465	0.248792	0.221969	0.239796	0.296166	0.2559727	0.226416	0.2546662	0.2447139	0.2283034	0.2435249	0.2405116	0.2517459	0.2389111	0.2582186	0.2481082	0.2151093	0.2229889	0.2212973	0.2296748	0.2314379	0.2320112	0.235814	0.2257216	0.2277754	0.2177898	0.2121837	0.3026341	0.3236665	0.2897778	0.3188033	0.2959205	0.2607103	0.3039918	0.2900118	0.3251298	0.2788388	0.3193927	0.2992371	0.3266267
31	Primary_Somatosensory_Cortex,_Trunk_Region	0.2743284	0.2383926	0.2719057	0.2789604	0.260906	0.2722586	0.2661692	0.2591662	0.2638275	0.2642936	0.2590748	0.2593188	0.2833319	0.2661615	0.281628	0.2598814	0.2634659	0.2705578	0.2446987	0.2583461	0.2609104	0.2491162	0.2310875	0.2603879	0.2503468	0.2589971	0.2089027	0.2335155	0.248005	0.231787	0.2500655	0.255254	0.3322769	0.3341215	0.337765	0.3554303	0.3570836	0.3519183	0.3441895	0.3495396	0.3562565	0.3602647	0.3644508	0.3566624	0.3550166	0.362111	0.3595914	0.3591469	0.3565246	0.3536296	0.3362272	0.3251333	0.3042773	0.2956222	0.2847411	0.3030118	0.3124017	0.3152417	0.2933943	0.3097832	0.2895963	0.2785603	0.327084	0.3267079	0.3186786	0.2972671	0.3529368	0.2808774	0.3348131	0.2902658	0.325478	0.3385815	0.3420554	0.3245153	0.3299469	0.3369527	0.3528964	0.3349002	0.3055081	0.253745	0.3145431	0.3100448	0.2994884	0.3006013	0.3093058	0.302982	0.2790157	0.2837922	0.2783503	0.2999835	0.2887792	0.3051318	0.3336377	0.3245472	0.3336332	0.33873	0.3398657	0.3354801	0.3266126	0.3327185	0.3312947	0.3370653	0.3027013	0.3253499	0.3405783	0.3276359	0.3267073	0.3289116	0.3342749	0.2900601	0.2967065	0.2967519	0.3474507	0.332935	0.335198	0.2857711	0.3011413	0.3161286	0.326505	0.3362424	0.2833458	0.2889046	0.3080657	0.332772	0.310952	0.2954266	0.300311	0.3202742	0.3321469	0.3199125	0.3208264	0.310797	0.3008128	0.288127	0.3139752	0.3095504	0.3101472	0.332706	0.3186481	0.303535	0.3176523	0.2990839	0.3203056	0.3014601	0.3173324	0.3292074	0.3383614	0.3185972	0.3197415	0.3046871	0.3015099	0.3067753	0.2886667	0.3081663	0.2979957	0.3086233	0.3043289	0.2977683	0.2995256	0.3121643	0.290817	0.3083976	0.2904219	0.2901697	0.3205962	0.3288201	0.2902001	0.2933912	0.2985291	0.2769196	0.2476244	0.2217671	0.2420733	0.2847741	0.2610036	0.2283049	0.2600962	0.2582805	0.2391258	0.2497931	0.2379555	0.2567733	0.2443465	0.2559701	0.2517963	0.2113211	0.2247364	0.2218714	0.2292544	0.2362883	0.2329627	0.2359849	0.2293705	0.2285254	0.2245743	0.220557	0.3019575	0.3228938	0.293203	0.3173189	0.301423	0.25729	0.3082125	0.2854383	0.3282031	0.2729131	0.3204921	0.2924348	0.3306986
32	Primary_Somatosensory_Cortex,_Upper_Lip_Region	0.2685549	0.2299067	0.264742	0.2634812	0.2535118	0.2679316	0.2613304	0.249419	0.2517226	0.2560707	0.2520819	0.25209	0.283655	0.2651096	0.2810144	0.2548217	0.2545237	0.2667663	0.2371121	0.2591113	0.2626595	0.2425568	0.2273237	0.2556779	0.2502732	0.2515912	0.1897511	0.2252839	0.2442914	0.2255942	0.2490956	0.2506435	0.3274931	0.3333983	0.3298779	0.3477252	0.3509361	0.3415049	0.3360327	0.3453701	0.3514375	0.3554501	0.3426985	0.3556638	0.3550229	0.3653235	0.3545472	0.3554484	0.3519412	0.3523204	0.3380254	0.3090491	0.2960203	0.2918349	0.2840211	0.2898305	0.2943223	0.2974661	0.2967167	0.2892738	0.2816472	0.2667537	0.323233	0.3237258	0.3033072	0.2866753	0.3509621	0.2801141	0.3420089	0.2768405	0.3267012	0.3337639	0.3337285	0.3259818	0.3316652	0.343268	0.3468528	0.3324474	0.3106474	0.2569624	0.3245565	0.3160359	0.2981588	0.3046875	0.3083284	0.3006074	0.2827633	0.2889781	0.2821352	0.3128244	0.2875858	0.2966923	0.3243061	0.3189476	0.3292617	0.3312895	0.3315665	0.3299054	0.3135599	0.3294664	0.3217575	0.3226887	0.2924478	0.3268856	0.3311669	0.3177868	0.3193387	0.3244058	0.3261575	0.2902588	0.2951081	0.294298	0.2942517	0.3273522	0.3343141	0.2883413	0.2877115	0.3174968	0.3204019	0.3130926	0.2785541	0.272849	0.3017988	0.3179834	0.3071434	0.294673	0.2996458	0.3160833	0.3281986	0.3114987	0.3098411	0.2992709	0.2983364	0.2738651	0.3111293	0.3117042	0.3126892	0.3251501	0.3045107	0.3001963	0.3121108	0.297634	0.3146371	0.3130634	0.3064436	0.3154017	0.3231562	0.3180425	0.307919	0.2927779	0.2969762	0.3067533	0.2891256	0.2958458	0.2739824	0.2968808	0.2984963	0.2934072	0.2863981	0.3034485	0.2864487	0.308117	0.279871	0.285522	0.3139217	0.3230048	0.3023855	0.2867763	0.3047601	0.2672206	0.2478008	0.2417043	0.2402524	0.279877	0.2544362	0.2297383	0.2574446	0.2403589	0.2374422	0.2385373	0.2494825	0.249409	0.231534	0.2457135	0.2509054	0.208	0.2161864	0.21285	0.2240221	0.2278797	0.2272485	0.2320289	0.2246466	0.2190847	0.2192977	0.2140079	0.3051402	0.3236881	0.2941485	0.3331618	0.3072577	0.2705997	0.2991469	0.2823585	0.3426375	0.2825371	0.3117313	0.3190557	0.3340727
33	Secondary_Somatosensory_Cortex	0.272177	0.2325712	0.2678573	0.2632362	0.2544059	0.2726425	0.2676823	0.2495807	0.2565256	0.2573359	0.2519879	0.2519642	0.2878394	0.2659127	0.284077	0.2566497	0.2559198	0.2706531	0.2380151	0.2569187	0.2642632	0.2465846	0.2273028	0.2533016	0.2506657	0.2502739	0.1957364	0.2264102	0.2434411	0.2283657	0.2507975	0.2520892	0.3319745	0.3379562	0.3329339	0.353182	0.3552954	0.3471764	0.3387117	0.3483897	0.3518514	0.3597399	0.3459998	0.3600051	0.3580829	0.3663693	0.3578146	0.3585219	0.3554689	0.3570988	0.3417619	0.3110294	0.2944422	0.2926538	0.2805515	0.2979441	0.2926411	0.2980086	0.2994967	0.2865001	0.2850813	0.2707095	0.3264652	0.3251042	0.3052058	0.289257	0.352462	0.2825719	0.3410932	0.2796707	0.3318247	0.3372651	0.3359744	0.3268396	0.327875	0.3424949	0.3447388	0.3308292	0.3114573	0.2529326	0.3213449	0.3116596	0.2967721	0.3054885	0.3059924	0.2997461	0.2814503	0.2884157	0.2803327	0.3116394	0.2856895	0.3016331	0.3267504	0.3179095	0.3318023	0.3297911	0.3326558	0.3313382	0.3123133	0.3323329	0.3236294	0.3245032	0.2881118	0.3260964	0.3334177	0.3175055	0.3161355	0.3238922	0.3247199	0.2923581	0.2980727	0.2947879	0.3165349	0.3268841	0.3360971	0.2880302	0.2879234	0.3187242	0.3211693	0.3238309	0.2827979	0.2768219	0.3025153	0.3207581	0.3080201	0.2943771	0.2973519	0.3144008	0.3286736	0.3147497	0.3069158	0.2986859	0.3023555	0.2701934	0.3129788	0.3089687	0.3128541	0.3222147	0.3096235	0.3038285	0.3146637	0.3030546	0.3111331	0.3178231	0.3145867	0.3188908	0.3226342	0.3239479	0.3096491	0.2948558	0.300541	0.3027719	0.2889848	0.2959061	0.276507	0.2975507	0.3021241	0.300293	0.2898601	0.305412	0.288862	0.3105822	0.2853635	0.2901236	0.3158526	0.3230243	0.308269	0.2828425	0.3070535	0.2711635	0.2481888	0.249258	0.2422956	0.2809236	0.2562992	0.2390863	0.2622979	0.2438792	0.2438165	0.2427489	0.2506987	0.2517144	0.233979	0.2490666	0.2602682	0.2063437	0.2211816	0.2157652	0.2308183	0.2281847	0.2287862	0.2311815	0.2348936	0.2255354	0.2275643	0.2143336	0.308138	0.3232156	0.2988676	0.3404199	0.3135937	0.2735488	0.303672	0.284753	0.3485751	0.2809143	0.3158592	0.3262147	0.3391478
34	Temporal_Association_Cortex	0.2791785	0.2365326	0.2741611	0.2688348	0.2608824	0.2771112	0.2685757	0.2519432	0.2565727	0.2599918	0.253868	0.2537966	0.2865235	0.2684748	0.2887721	0.2578749	0.2576702	0.2708676	0.2445012	0.2553337	0.2673897	0.2479041	0.2251377	0.2543218	0.2526849	0.2500823	0.2216477	0.2293093	0.2420703	0.239351	0.251386	0.2584292	0.3380693	0.3458013	0.339018	0.3535806	0.3563081	0.3597053	0.3399599	0.3447293	0.3521955	0.369894	0.355771	0.3655388	0.3597732	0.3703095	0.3546837	0.3575824	0.3560045	0.357524	0.3510886	0.3132962	0.3000008	0.2955425	0.2924425	0.2963029	0.3035062	0.3031575	0.2988024	0.292698	0.2900286	0.2723375	0.3326304	0.3284891	0.3189341	0.2987321	0.3503285	0.2867441	0.3311942	0.2864721	0.3382794	0.330683	0.3300201	0.3232417	0.3243669	0.345029	0.342486	0.3298369	0.3073059	0.2511791	0.3202536	0.3093152	0.2983278	0.3026994	0.3009246	0.2963964	0.2777932	0.2902118	0.2803802	0.3071457	0.2858548	0.3135671	0.3281245	0.3275664	0.335208	0.3344952	0.3336678	0.332122	0.3204876	0.3418913	0.3400945	0.3341723	0.297902	0.3313458	0.3316684	0.3203607	0.3219752	0.3316233	0.3307243	0.3084875	0.3100203	0.2991743	0.3416723	0.3355499	0.344212	0.2909489	0.2985	0.32214	0.3255906	0.3272099	0.2882275	0.2945019	0.3078852	0.3258263	0.3108484	0.3064289	0.2995544	0.3162496	0.3335172	0.3240943	0.3197232	0.3113751	0.309989	0.2951376	0.3142099	0.3068976	0.3129411	0.3294248	0.3088673	0.3080979	0.3218666	0.311161	0.3211596	0.3129428	0.3215855	0.3227514	0.325319	0.3340702	0.3241637	0.307047	0.3089777	0.3095931	0.3017366	0.2889498	0.2913201	0.310844	0.3085693	0.3056211	0.3001782	0.3139467	0.2911205	0.31623	0.2965549	0.311024	0.3245139	0.3262782	0.3167276	0.2960149	0.3158042	0.2762818	0.2541429	0.2459391	0.250092	0.287129	0.2639376	0.2337945	0.2585054	0.2516262	0.2485236	0.2466075	0.2490164	0.2562854	0.2460833	0.2557012	0.2593712	0.2138835	0.2279214	0.2271432	0.2367714	0.2366512	0.2361061	0.239941	0.2361612	0.2253785	0.2404414	0.2165435	0.3112005	0.3210662	0.3017102	0.3413332	0.3160368	0.2782119	0.3102771	0.2975916	0.3461125	0.2737511	0.3088014	0.3295418	0.341552
35	Primary_Visual_Cortex	0.2827289	0.2396878	0.2738703	0.2774213	0.2646382	0.273717	0.2705695	0.2634617	0.2640274	0.2685649	0.2563819	0.2563626	0.2860519	0.2661211	0.2810397	0.2615799	0.2580341	0.2699786	0.2469803	0.2584164	0.2621929	0.246618	0.2298589	0.2623683	0.2526414	0.2616953	0.2118457	0.2346562	0.2507424	0.2313095	0.2538527	0.2558879	0.3352312	0.3333783	0.3401062	0.3459394	0.3598855	0.3521555	0.3459439	0.3512863	0.357472	0.3589437	0.3615428	0.3581709	0.3554499	0.355896	0.3634	0.3586837	0.3588494	0.3485157	0.3363568	0.3248359	0.3031588	0.2975437	0.284572	0.3017694	0.3169363	0.3164507	0.3101336	0.3044464	0.2858615	0.2747084	0.3270726	0.3276904	0.3174452	0.3001077	0.3486626	0.2857143	0.3392741	0.2886134	0.3302644	0.3357989	0.343262	0.3277524	0.3297163	0.3377535	0.348228	0.3386459	0.3083614	0.2535707	0.3207411	0.3202275	0.3036146	0.3038765	0.3132377	0.3070664	0.2809929	0.2850175	0.2805387	0.2996495	0.2878577	0.3115161	0.3310318	0.3261253	0.3366919	0.3351728	0.339095	0.3356076	0.3265046	0.3442059	0.3321388	0.329394	0.2997903	0.3258663	0.3250812	0.3252163	0.3273206	0.328932	0.3351408	0.2942182	0.2983161	0.297729	0.319997	0.3364974	0.3341195	0.2970739	0.2992134	0.3157028	0.3272814	0.2820394	0.2876317	0.2981721	0.3163484	0.3329179	0.3104591	0.2985366	0.3011245	0.3224493	0.3319168	0.320503	0.3232771	0.307009	0.3027923	0.2926424	0.3163096	0.3125077	0.3104269	0.3355744	0.3123778	0.3082463	0.3160836	0.2991288	0.3246182	0.2993205	0.3176472	0.3301386	0.3347973	0.3178987	0.3238349	0.3041655	0.3004222	0.3138669	0.2942771	0.2925808	0.2959783	0.3064663	0.3031546	0.3008981	0.2984934	0.3113958	0.2883794	0.3094759	0.2883662	0.2892329	0.3249254	0.3300547	0.2926082	0.2985999	0.2998903	0.2744122	0.2440954	0.219651	0.2350968	0.2885948	0.2493429	0.2190765	0.2531092	0.2520434	0.2319182	0.2434064	0.2435403	0.2494736	0.2422036	0.2493675	0.2428441	0.2130256	0.2237915	0.2266694	0.2283606	0.2350436	0.2325041	0.2352481	0.2284736	0.2226939	0.2227447	0.2105468	0.2966619	0.3214995	0.290838	0.3241635	0.2923239	0.2620175	0.3107604	0.283807	0.3340855	0.278341	0.3238437	0.2937082	0.3277958
36	Primary_Visual_Cortex,_Binocular_Area	0.2809009	0.2419505	0.2768941	0.2715846	0.2696759	0.2713019	0.2698393	0.2578704	0.2630162	0.2670353	0.2562339	0.2561201	0.2844603	0.2682149	0.284151	0.2578967	0.2556832	0.2685148	0.2455467	0.2597466	0.2657178	0.2446266	0.2345086	0.2616872	0.2523847	0.2596999	0.2152544	0.2316058	0.2456192	0.2346436	0.2497308	0.259672	0.337313	0.330748	0.3316542	0.3417326	0.3453897	0.3507481	0.338741	0.3454087	0.354702	0.3564374	0.3611845	0.3586727	0.3550172	0.3706597	0.3613918	0.3573176	0.3580501	0.3517501	0.3476886	0.3165554	0.3026871	0.2944349	0.2881981	0.3003536	0.3099807	0.3083996	0.3066799	0.3034756	0.2870286	0.27437	0.329684	0.3292388	0.3183145	0.2967493	0.3411751	0.2773311	0.3330584	0.2771643	0.3350038	0.3302513	0.333738	0.3299814	0.3256057	0.3376986	0.3428393	0.3283364	0.3080947	0.2485714	0.3145508	0.3154736	0.3016585	0.3069061	0.3067406	0.3066249	0.2786337	0.2862685	0.2859069	0.3000362	0.2881114	0.3205903	0.3265027	0.3292111	0.336881	0.3334475	0.3407973	0.3316052	0.329111	0.3414859	0.3297721	0.3278332	0.2988196	0.3264187	0.3302073	0.320513	0.3313375	0.3291561	0.3339846	0.2925727	0.2973557	0.298157	0.167932	0.3360996	0.3409215	0.2986691	0.3098021	0.3212228	0.3267123	0.3275873	0.2857712	0.3001405	0.3138918	0.3317714	0.3112502	0.2972753	0.3006338	0.3268169	0.3347096	0.3213448	0.3248781	0.3118489	0.3055669	0.2957253	0.3166355	0.3167654	0.3080353	0.3360683	0.3071376	0.3086117	0.3135822	0.3014845	0.3200365	0.3017879	0.3126884	0.3285325	0.3241937	0.3150917	0.3211527	0.3082317	0.3013209	0.3109731	0.2966991	0.2996924	0.2927845	0.3019667	0.3071493	0.2960027	0.297131	0.3091477	0.291073	0.3075859	0.2903916	0.2898698	0.3182183	0.3283415	0.3034467	0.2994179	0.3024628	0.2745001	0.2462756	0.2256192	0.2354054	0.2830174	0.2528232	0.2177707	0.2519805	0.2414122	0.2322564	0.2392913	0.2496587	0.2479712	0.2417484	0.2411047	0.2416499	0.2086822	0.2181993	0.2202945	0.2257785	0.2300843	0.2349413	0.2370286	0.2256401	0.2221719	0.2154223	0.2071295	0.2969349	0.322697	0.2863649	0.3285205	0.3009174	0.2590537	0.3063503	0.2814113	0.339078	0.2754385	0.3086032	0.3016812	0.334122
37	Primary_Visual_Cortex,_Monocular_Area	0.2815774	0.2456355	0.2741113	0.2772145	0.2688849	0.2776477	0.2737578	0.2572739	0.2637648	0.2688102	0.2588093	0.2588256	0.2834024	0.268729	0.2864735	0.2606547	0.2575766	0.2693294	0.2480666	0.2604114	0.2629358	0.2475165	0.234335	0.2632016	0.2535613	0.258745	0.227714	0.232961	0.2482922	0.2371044	0.2544817	0.2602626	0.3366741	0.3396506	0.3361987	0.3507354	0.3566473	0.3512524	0.3429886	0.3535425	0.3603478	0.356623	0.3596468	0.3646535	0.3571411	0.3708283	0.3607705	0.3534639	0.3567629	0.3547704	0.3430395	0.321464	0.3092234	0.3015456	0.2850216	0.3010584	0.3158505	0.3094353	0.3115928	0.3069116	0.2896202	0.2804019	0.331011	0.3270904	0.323368	0.2991721	0.3525342	0.2818096	0.3423164	0.2854051	0.3435034	0.3396186	0.3475717	0.3350248	0.3305914	0.3405052	0.3528214	0.3396942	0.3079858	0.2531955	0.3162381	0.312869	0.3162269	0.3155567	0.316562	0.3022537	0.2776539	0.2895927	0.2867775	0.3020914	0.2875201	0.3158062	0.3302504	0.3317481	0.3358753	0.3365824	0.3451588	0.3354105	0.3277884	0.3442237	0.3304532	0.3309666	0.3027806	0.3252358	0.3320774	0.3282248	0.3312187	0.3258474	0.3349974	0.2979712	0.3015638	0.3033579	0.2109631	0.3363275	0.3446591	0.2959681	0.3108035	0.3216903	0.3291434	0.3234636	0.2845694	0.3008381	0.3139831	0.3309252	0.3125783	0.3000409	0.2994448	0.3235229	0.3367869	0.32353	0.3233644	0.3076097	0.3071605	0.3073596	0.3154304	0.3181031	0.3143149	0.3383773	0.3131122	0.3037382	0.3163064	0.3013938	0.327529	0.3061342	0.3199367	0.3313882	0.3351594	0.322888	0.3188877	0.3133244	0.3071423	0.3090447	0.2928864	0.3141511	0.2985176	0.3091474	0.3069555	0.2985731	0.2983009	0.3099587	0.2943502	0.3118879	0.2948347	0.2967904	0.3221178	0.3310061	0.304425	0.2966613	0.3044719	0.2786545	0.2480292	0.2219366	0.2391782	0.2830326	0.2555676	0.2204271	0.256685	0.2553112	0.2337765	0.2366244	0.2456817	0.2517063	0.2481445	0.2485066	0.2478327	0.2110482	0.2236651	0.2208248	0.229558	0.2337489	0.2339353	0.2418624	0.2310475	0.2210022	0.2154845	0.2073768	0.3022527	0.3279788	0.2911654	0.3359218	0.3051067	0.2634299	0.3114076	0.2801155	0.3365444	0.2734319	0.3119884	0.3058304	0.3330849
38	Secondary_Visual_Cortex,Lateral_Area	0.2806977	0.2415296	0.276417	0.2716148	0.2682644	0.2732561	0.269922	0.2562295	0.2601239	0.2647214	0.25475	0.2547506	0.2863883	0.2674634	0.2880925	0.2578216	0.2566611	0.2725698	0.2452909	0.2576593	0.2652081	0.2485961	0.2333264	0.2610685	0.2536693	0.2581855	0.2177636	0.2310807	0.2453736	0.2346164	0.2524377	0.2582178	0.3383268	0.3271382	0.3273893	0.3444516	0.3484152	0.3502289	0.3359244	0.3474069	0.3504694	0.3587729	0.3579319	0.3594395	0.3571901	0.3689739	0.3577329	0.3590826	0.3564127	0.3538994	0.3502367	0.3149481	0.3013305	0.2960623	0.29201	0.2996436	0.3038273	0.3038862	0.3053921	0.2990353	0.2884595	0.2740287	0.3318537	0.3279795	0.3155054	0.2977067	0.3481226	0.2803596	0.335579	0.279181	0.3355245	0.333674	0.336594	0.3297446	0.32643	0.3382601	0.3435791	0.3318608	0.307473	0.2497281	0.3171158	0.318636	0.3013243	0.3054023	0.3053171	0.3041002	0.2798241	0.2881226	0.2867288	0.3026129	0.2887196	0.3183158	0.3254707	0.3291625	0.3364851	0.3322743	0.3397464	0.3267489	0.3256115	0.3426037	0.3316669	0.3270271	0.29979	0.3278976	0.3312496	0.3146596	0.3264765	0.3306517	0.3308506	0.2939766	0.3006604	0.2989875	0.2431238	0.336086	0.3421468	0.2986984	0.3040648	0.3234702	0.3258876	0.3301848	0.2841137	0.2990949	0.3123821	0.3315893	0.3123572	0.2970283	0.3004836	0.3244175	0.3347211	0.3209408	0.3203941	0.3120281	0.3070825	0.2940692	0.3120712	0.3146934	0.3100609	0.3346103	0.3122559	0.3074259	0.3131144	0.3045264	0.320284	0.3004478	0.3103925	0.3254768	0.3204646	0.3158472	0.326206	0.3074365	0.2988277	0.3079281	0.2968474	0.2977435	0.2879907	0.3003027	0.3051114	0.3010259	0.2972596	0.3112583	0.2921183	0.3082711	0.2850359	0.2905518	0.3145071	0.3260365	0.3092104	0.2996131	0.2993681	0.2736362	0.2470811	0.2320243	0.2452566	0.2773326	0.2520595	0.224593	0.2561749	0.2405602	0.2341563	0.2401462	0.2492593	0.2487778	0.2409895	0.2480461	0.2431078	0.2164966	0.2198364	0.2211875	0.2341375	0.2359809	0.2357775	0.2342795	0.2282184	0.2247442	0.2256839	0.2152896	0.3078228	0.3129045	0.2968317	0.3288178	0.3086534	0.2693284	0.3060197	0.2846937	0.3381876	0.2765477	0.315832	0.313804	0.3261325
39	Secondary_Visual_Cortex,_Mediolateral_Area	0.2793357	0.2392036	0.2660393	0.2779455	0.2603405	0.2784778	0.2686479	0.2573564	0.2612161	0.2610064	0.2536964	0.2535649	0.280237	0.2663989	0.2784196	0.2548827	0.2584108	0.2680401	0.2465829	0.2543045	0.2565749	0.2389187	0.2299748	0.2648607	0.2478534	0.2509667	0.2215264	0.2335631	0.2489722	0.2334875	0.2528507	0.2547019	0.3313197	0.3326679	0.3343056	0.3520739	0.356229	0.3518138	0.3369913	0.3507688	0.3550764	0.3569446	0.3542513	0.3610047	0.3507555	0.3645895	0.3546652	0.3550702	0.3514639	0.3509251	0.3388213	0.3154486	0.3085783	0.2942891	0.2823363	0.3021486	0.3174225	0.318476	0.311537	0.3121289	0.2869233	0.2812101	0.3260976	0.3241695	0.3206278	0.2865999	0.3453902	0.2823344	0.3335001	0.2841316	0.3251294	0.3320299	0.3349628	0.3282906	0.3202655	0.3288428	0.3423194	0.3307777	0.2961721	0.2398484	0.2991494	0.3060994	0.2988144	0.304669	0.3031167	0.3019429	0.2738944	0.2811672	0.2756746	0.2923478	0.2817072	0.3034868	0.3291658	0.326088	0.3312618	0.3396239	0.3429388	0.3349572	0.3254268	0.3414213	0.3311645	0.3360231	0.2989188	0.3252031	0.3332816	0.3279433	0.3294187	0.324549	0.3277609	0.29467	0.2972879	0.2987744	0.3293408	0.3333041	0.3363443	0.2930543	0.3108769	0.31999	0.3255034	0.3265188	0.2792395	0.2903206	0.3088324	0.3270121	0.3097165	0.2947291	0.2980041	0.31635	0.3334634	0.3182856	0.3195676	0.3014348	0.3006627	0.2984813	0.3179055	0.3112511	0.3089697	0.3343869	0.3218622	0.3032384	0.317359	0.2965479	0.3200326	0.3029524	0.3149107	0.3285943	0.3305074	0.3154974	0.3091663	0.3058313	0.3011684	0.3022568	0.2908274	0.3159023	0.2936438	0.3056777	0.3005374	0.2966278	0.2954698	0.3088736	0.291543	0.3062898	0.291103	0.2926584	0.3186525	0.3288325	0.2955135	0.2912181	0.3012497	0.2741834	0.2474008	0.2185186	0.2445956	0.2837659	0.2616397	0.227868	0.2580664	0.2606186	0.2415233	0.2454489	0.2411479	0.2522726	0.2463481	0.2607131	0.2530401	0.2112181	0.2274039	0.2191862	0.2306986	0.2302014	0.2308909	0.2384185	0.2308673	0.220189	0.2266745	0.218021	0.3029066	0.3405702	0.2900833	0.3313141	0.3036853	0.2579586	0.3098838	0.2779989	0.3313348	0.2727561	0.3165349	0.2969846	0.335781
