ROI	structure	N57437	N57442	N57446	N57447	N57449	N57451	N57496	N57498	N57500	N57502	N57504	N57513	N57515	N57518	N57520	N57522	N57546	N57548	N57550	N57552	N57554	N57559	N57580	N57582	N57584	N57587	N57590	N57692	N57694	N57700	N57702	N57709	N58302	N58303	N58305	N58309	N58310	N58344	N58346	N58350	N58355	N58359	N58361	N58394	N58396	N58398	N58400	N58402	N58404	N58406	N58408	N58477	N58500	N58510	N58512	N58514	N58516	N58604	N58606	N58608	N58611	N58613	N58706	N58708	N58712	N58214	N58215	N58216	N58217	N58218	N58219	N58221	N58222	N58223	N58224	N58225	N58226	N58228	N58229	N58230	N58231	N58232	N58633	N58634	N58635	N58636	N58649	N58650	N58651	N58653	N58654	N58714	N58740	N58734	N58792	N58784	N58790	N58779	N58749	N58788	N58794	N58733	N58655	N58735	N58780	N58747	N58751	N58745	N58742	N58732	N58935	N59003	N58819	N58909	N58919	N58889	N59010	N58859	N58917	N58815	N58997	N58999	N58881	N58853	N58995	N58877	N58883	N58885	N58906	N58821	N58855	N58861	N58857	N58851	N58887	N58879	N58829	N58913	N58831	N58941	N58813	N58952	N59022	N59026	N59033	N59035	N59039	N59041	N59065	N59066	N59072	N59076	N59078	N59080	N59097	N59099	N59109	N59116	N59118	N59120	N58612	N59136	N59140	N58946	N59141	N58915	N59005	N58954	N58948	N58610	N60103	N60062	N60101	N60056	N60088	N60064	N60070	N60093	N60097	N60095	N60068	N60072	N60058	N60092	N60060	N60188	N60190	N60192	N60194	N60198	N60219	N60221	N60223	N60225	N60229	N60231	N60167	N60133	N60200	N60131	N60139	N60163	N60159	N60157	N60127	N60161	N60169	N60137	N60129
41	Ventral_Orbital_Cortex	0.2065478	0.1946402	0.2192484	0.2356456	0.2181577	0.2284337	0.2416297	0.228439	0.2360256	0.2229241	0.2339066	0.2342156	0.2105093	0.2120182	0.2127017	0.2283174	0.2076749	0.2268727	0.2189199	0.205691	0.202725	0.2188159	0.191771	0.2222102	0.2206423	0.1888364	0.2085142	0.2063811	0.2415538	0.2247688	0.2280872	0.244468	0.2072197	0.20771	0.2028097	0.2257427	0.2003033	0.2166429	0.2087207	0.2123181	0.1991912	0.239914	0.2321369	0.206761	0.2151385	0.2058001	0.2232754	0.2010928	0.2357719	0.2433927	0.2466168	0.2226342	0.2308215	0.2431576	0.2097759	0.2030285	0.2383038	0.2280397	0.2085257	0.2361442	0.1919021	0.1906576	0.2153944	0.2106028	0.192576	0.208206	0.2081026	0.1738554	0.2086325	0.1756246	0.2107056	0.2201611	0.206102	0.2039773	0.1862397	0.2155277	0.1863427	0.1830468	0.186043	0.1720532	0.1777603	0.1726263	0.2333625	0.2095147	0.2090275	0.2124722	0.2234318	0.2084971	0.2045162	0.2124849	0.2063466	0.1894117	0.2173768	0.2243066	0.2242542	0.2190201	0.223931	0.2346854	0.2375702	0.2154686	0.2220397	0.210705	0.2135351	0.2177266	0.2270075	0.2068018	0.2194875	0.1978559	0.1865911	0.1896971	0.215035	0.2293891	0.2067285	0.2336476	0.2120444	0.1956217	0.2103016	0.2397838	0.2137772	0.2412705	0.2159207	0.1897126	0.2072309	0.1905966	0.2126432	0.2032142	0.2268059	0.2210062	0.222308	0.205538	0.2246943	0.2431133	0.2421061	0.1862116	0.2042535	0.2058524	0.2367132	0.212824	0.2386193	0.2118505	0.2063076	0.2077077	0.208147	0.2085792	0.2143579	0.200705	0.1916955	0.2049691	0.2171322	0.2043727	0.2084679	0.2182592	0.2169691	0.1775379	0.1826332	0.1690454	0.2115215	0.2168498	0.2004497	0.1931205	0.1979998	0.1942259	0.1838031	0.2062335	0.1909182	0.2022251	0.1956124	0.2087703	0.219022	0.183614	0.2697885	0.3444561	0.2902189	0.2675766	0.2854921	0.3709884	0.258562	0.3048956	0.2799396	0.250724	0.2987641	0.2985341	0.3146427	0.3355306	0.3089861	0.3043826	0.273996	0.2799346	0.2601727	0.2541429	0.2846848	0.2389396	0.3035277	0.2837702	0.2335019	0.2841889	0.2873321	0.2737119	0.2773748	0.2614102	0.2621814	0.3321267	0.2917268	0.2774692	0.2655641	0.2790566	0.2687227	0.3190899	0.2684287
42	Caudomedial_Entorhinal_Cortex	0.1727005	0.1788111	0.189482	0.1923997	0.1889616	0.1848618	0.1868394	0.1957362	0.1963769	0.1837503	0.1914669	0.1921116	0.1707035	0.1758408	0.1632081	0.1809447	0.1892888	0.1880341	0.1803187	0.1698041	0.1698786	0.1838217	0.1894806	0.1747571	0.1735583	0.1812449	0.1716197	0.1951405	0.1813056	0.1787183	0.1766486	0.1781633	0.1597808	0.1621009	0.1837279	0.1659446	0.170913	0.1729466	0.1701353	0.1690695	0.1908457	0.1792909	0.1791889	0.1723201	0.1979812	0.187054	0.1750478	0.1767213	0.1837627	0.1883382	0.1854696	0.1707678	0.1823997	0.1753919	0.1895363	0.1944128	0.1897069	0.170999	0.1935173	0.1788372	0.1608809	0.1655811	0.1990411	0.1968286	0.180158	0.1747952	0.141396	0.1663094	0.1488068	0.1712296	0.1829006	0.1360322	0.1353298	0.1654604	0.1272798	0.1795118	0.1438784	0.1393465	0.1457627	0.1734919	0.1228294	0.1167682	0.1607686	0.1512956	0.1464375	0.1699071	0.1577636	0.1439915	0.1574956	0.1381049	0.1512858	0.1776763	0.177146	0.1704984	0.1746198	0.173357	0.1710979	0.174926	0.1696382	0.1624712	0.1753853	0.1884356	0.182877	0.1788449	0.1700666	0.1660919	0.1660584	0.1839611	0.1841623	0.172823	0.1728371	0.1746971	0.1596444	0.1742537	0.1728955	0.1875275	0.1748773	0.176421	0.1751122	0.1764421	0.1828468	0.1654026	0.1770481	0.1570552	0.1735856	0.1919784	0.1894715	0.1820879	0.1810958	0.1642778	0.1759469	0.185347	0.2000424	0.1564088	0.1745739	0.183683	0.177552	0.1724387	0.1664379	0.1848312	0.1795141	0.1705557	0.1674477	0.1681755	0.172276	0.1581257	0.1643863	0.1600217	0.157733	0.1725436	0.176672	0.1881681	0.1828997	0.1777552	0.1618693	0.1694597	0.1797478	0.1676011	0.1807881	0.1581542	0.170969	0.1589165	0.1671264	0.1816996	0.1708806	0.1656459	0.1577781	0.1791092	0.1674665	0.1425072	0.2090442	0.2132635	0.2097459	0.1891807	0.2120205	0.2404567	0.1900666	0.2706933	0.2247515	0.1859657	0.2217011	0.1872271	0.2180823	0.2254951	0.220547	0.191865	0.1947471	0.2265441	0.1967206	0.2261014	0.1922212	0.1804255	0.2040077	0.19141	0.2027905	0.2125172	0.23164	0.2145174	0.2129785	0.1930234	0.2117279	0.3019572	0.1974841	0.1953868	0.2065558	0.2143219	0.213455	0.209397	0.213159
43	Dorsal_Intermediate_Entorhinal_Cortex	0.1980026	0.1748576	0.1891161	0.2121633	0.2012442	0.1936393	0.2002156	0.1840504	0.2071074	0.2252662	0.1938796	0.1943339	0.1798581	0.17577	0.1850453	0.1750906	0.18883	0.1961453	0.2142456	0.1991091	0.1850491	0.178367	0.1936828	0.1736567	0.1998561	0.1749152	0.1939097	0.1959173	0.2066906	0.1595312	0.1974626	0.1771964	0.1707907	0.1867837	0.1835288	0.1630429	0.1749471	0.1994786	0.1765131	0.178815	0.2044616	0.2341164	0.2057665	0.212099	0.2265631	0.2130541	0.2109648	0.1697036	0.2244068	0.2084057	0.228743	0.1994182	0.2217036	0.2151586	0.2082539	0.2031496	0.2139132	0.2250715	0.207643	0.2206007	0.1750609	0.1806608	0.1999582	0.2130837	0.1633913	0.1298024	0.1797669	0.1600287	0.1672188	0.1562849	0.1858903	0.1572622	0.1653991	0.1683111	0.1434648	0.1834822	0.1722055	0.1390436	0.1500545	0.1689639	0.1577919	0.1412916	0.1568354	0.1438794	0.1247841	0.1401843	0.148946	0.1709054	0.1743457	0.1554182	0.1760316	0.1832321	0.2052747	0.1963846	0.1940925	0.2053567	0.2274024	0.2185575	0.1824059	0.2115895	0.2025213	0.2211953	0.2335001	0.2105347	0.2110533	0.2059855	0.1660298	0.2088318	0.208323	0.1766696	0.1972024	0.1703136	0.1554233	0.1934729	0.1817998	0.1591242	0.1760199	0.1791316	0.1928461	0.2080511	0.1607616	0.1859698	0.1897942	0.1463814	0.1882182	0.2105474	0.2030576	0.1750655	0.1822668	0.1802926	0.1762187	0.2049289	0.1943971	0.1462907	0.2017075	0.1928751	0.211177	0.196095	0.1844711	0.2015363	0.1885651	0.1698088	0.173275	0.2129071	0.1948897	0.1821525	0.1714582	0.1650037	0.1708739	0.1686818	0.1922454	0.2003082	0.1765991	0.15163	0.201919	0.1980987	0.2222127	0.2101149	0.2524426	0.2039918	0.186417	0.2072847	0.1988116	0.1967973	0.2021907	0.1796254	0.1874572	0.1949219	0.1999102	0.1517936	0.2084632	0.2659283	0.2722629	0.2054356	0.2635173	0.2710598	0.2382076	0.2509652	0.2644775	0.225481	0.278375	0.2029832	0.2734559	0.2817884	0.2452492	0.2255861	0.2196366	0.207966	0.2052535	0.2540931	0.2319402	0.1981461	0.2478416	0.2330272	0.2477826	0.2532018	0.2200243	0.2170494	0.2338798	0.215232	0.2449729	0.2957051	0.2291002	0.2048021	0.222643	0.256936	0.2776473	0.2707858	0.2438121
44	Dorsolateral_Entorhinal_Cortex	0.201542	0.2012984	0.2101715	0.2402779	0.2159435	0.2207615	0.2259931	0.1977588	0.2215634	0.2530459	0.23378	0.2334769	0.1901677	0.1865977	0.2161458	0.1914105	0.2275779	0.222818	0.2332951	0.1964147	0.1774885	0.2064776	0.2146581	0.194545	0.2135787	0.1900586	0.2130807	0.2052828	0.2492862	0.1480225	0.2084301	0.1746999	0.1834895	0.1978653	0.1912867	0.182225	0.1783058	0.2007547	0.1957048	0.2068065	0.2012781	0.2240575	0.2295582	0.2071401	0.2418928	0.2315021	0.2006135	0.1996421	0.2089922	0.216398	0.2488609	0.1914147	0.2354908	0.2283351	0.2349068	0.2105493	0.2432256	0.2205319	0.2295295	0.2376577	0.1949361	0.2009409	0.2236515	0.2154579	0.1763284	0.1600109	0.2065041	0.1961048	0.1804186	0.1495087	0.1885497	0.1607134	0.2041391	0.1839807	0.1669358	0.1885726	0.2064094	0.1678145	0.1699407	0.1959667	0.1735333	0.1516607	0.1791859	0.1749261	0.1547584	0.1700165	0.1940782	0.1864068	0.1722854	0.1724237	0.1861316	0.1980155	0.2126983	0.2266011	0.196594	0.2085903	0.2151837	0.2342471	0.1870122	0.232271	0.2074654	0.2339258	0.2335034	0.2188307	0.2091247	0.189536	0.1946606	0.239147	0.2254615	0.2051693	0.2067881	0.21222	0.1720426	0.2132537	0.1976104	0.1756568	0.2040198	0.2064617	0.2179079	0.227348	0.1909773	0.2113372	0.2002179	0.1652885	0.1964079	0.2231921	0.2198542	0.1850386	0.1854828	0.2031325	0.2068856	0.2185842	0.2103464	0.1867623	0.2012316	0.2054565	0.2338604	0.2058934	0.2093845	0.2079294	0.200685	0.1923658	0.1905271	0.1975211	0.1786265	0.1964309	0.1810506	0.1877225	0.1849587	0.1929208	0.2173868	0.2098573	0.2038415	0.1986769	0.2329534	0.20584	0.2290905	0.2441012	0.2572698	0.2071254	0.2118022	0.2121172	0.2012084	0.2263339	0.2144494	0.1847579	0.2119102	0.2018454	0.2171659	0.1741194	0.2720771	0.2823154	0.274798	0.2124565	0.2925124	0.2778673	0.2401335	0.2650216	0.3093276	0.2359424	0.2679177	0.2302112	0.2920918	0.2861643	0.2643027	0.246586	0.241706	0.2558516	0.2391939	0.2686007	0.2556049	0.241612	0.2464147	0.2564617	0.290563	0.2249434	0.2569176	0.2585914	0.2669932	0.251702	0.2524807	0.3105539	0.2487525	0.1949975	0.2569343	0.2967147	0.288487	0.2910473	0.2678555
45	Medial_Entorhinal_Cortex	0.1540249	0.1302623	0.1553059	0.1637071	0.1469228	0.1466157	0.1607977	0.1614406	0.137164	0.1614023	0.1547709	0.1553592	0.1312522	0.1373803	0.1399957	0.1535033	0.1479216	0.1598447	0.1543655	0.1596634	0.1332205	0.1542687	0.1642801	0.142759	0.1522285	0.1609363	0.1365344	0.1631096	0.1688443	0.1559432	0.1471251	0.1243964	0.1295779	0.140602	0.1463567	0.1110507	0.1338222	0.1388692	0.125493	0.1255208	0.1533731	0.1499495	0.142333	0.1429864	0.1652992	0.1523093	0.1218252	0.1208679	0.1291875	0.1547973	0.1583242	0.1233824	0.1445913	0.1442007	0.1691396	0.1538202	0.1525079	0.1348341	0.1517147	0.1511732	0.1355806	0.1459721	0.147961	0.1624807	0.1326495	0.09851063	0.1219884	0.08879234	0.1160684	0.1007756	0.1143209	0.1036754	0.1020424	0.1181747	0.09894563	0.156003	0.1111149	0.101917	0.08939571	0.09826866	0.09965214	0.07840599	0.1043874	0.1060694	0.09462631	0.1136668	0.1084076	0.10769	0.1224022	0.1015675	0.09840795	0.1432485	0.131788	0.1350848	0.133783	0.1321878	0.1450665	0.1407081	0.1254954	0.1300137	0.1412496	0.1495199	0.1482701	0.1470357	0.1433021	0.1346658	0.1065499	0.1562107	0.1533045	0.1245028	0.1400425	0.1109466	0.1185262	0.1281412	0.1311828	0.1368531	0.121789	0.1200921	0.1078137	0.1363705	0.1463849	0.1271289	0.1336085	0.1096968	0.1177403	0.1483653	0.1445872	0.1321116	0.1388876	0.1203762	0.1310404	0.1384994	0.1488761	0.1090361	0.1333557	0.1382174	0.1315466	0.1335887	0.111455	0.1555552	0.131351	0.1228393	0.1375452	0.1297237	0.1230045	0.1280902	0.1252466	0.1270871	0.1225288	0.1315232	0.113048	0.1451568	0.1347362	0.1715745	0.1281155	0.1491849	0.1588831	0.1460846	0.1530292	0.1303557	0.1524933	0.1366235	0.1405043	0.1396018	0.134345	0.1298001	0.1132512	0.1589633	0.1195801	0.112296	0.1439489	0.1670078	0.1746361	0.1372325	0.1710027	0.1860886	0.1618894	0.1851306	0.1686703	0.127333	0.1908451	0.1414064	0.1835774	0.1792761	0.1597433	0.1484729	0.1393319	0.1482607	0.1410791	0.1485955	0.1576456	0.1459958	0.1880344	0.1722998	0.1800277	0.1616863	0.1751229	0.2018847	0.1522914	0.1537945	0.1686346	0.1778944	0.169359	0.1502256	0.176158	0.1626841	0.197281	0.17955	0.1881255
46	Ventral_Intermediate_Entorhinal_Cortex	0.1916495	0.1417899	0.198777	0.1893557	0.1747718	0.1742357	0.1860291	0.1958315	0.1801585	0.1864121	0.1794274	0.1804774	0.1635364	0.1730815	0.1733208	0.1630322	0.1685112	0.1821752	0.1928436	0.1894141	0.1704519	0.185754	0.1952591	0.1714557	0.1782286	0.1817218	0.1756141	0.2027308	0.1910427	0.1843635	0.177567	0.1638554	0.1747847	0.1792704	0.1908692	0.1474358	0.1694655	0.174468	0.159484	0.1589063	0.1785136	0.1919297	0.1600083	0.19412	0.1957542	0.1970651	0.1786306	0.1487649	0.1848996	0.1887103	0.1972588	0.1781722	0.1774725	0.1822412	0.196418	0.1800076	0.185	0.1764022	0.1824609	0.1912375	0.1817402	0.1875178	0.1762737	0.1892995	0.1654758	0.119988	0.1440028	0.1156232	0.1455224	0.1514291	0.143404	0.1409347	0.1321885	0.1317129	0.1160489	0.1739496	0.1235819	0.1223972	0.09972162	0.1131924	0.1163084	0.1054868	0.1388509	0.1223576	0.122416	0.1340949	0.128891	0.1513974	0.1569488	0.1455104	0.1348327	0.1783181	0.1684102	0.161273	0.1763212	0.1710486	0.1819077	0.1860082	0.1635657	0.1658379	0.1801144	0.1910067	0.1805715	0.1749154	0.1715177	0.1742446	0.148667	0.1977584	0.178489	0.1620925	0.1732392	0.1390031	0.1595901	0.170098	0.1572907	0.1704164	0.1521844	0.1681299	0.1567957	0.1694805	0.1703788	0.167224	0.1717511	0.142176	0.1701365	0.188069	0.1850352	0.1669833	0.180058	0.1593118	0.1564012	0.176527	0.1835062	0.1477571	0.1762598	0.1679369	0.167352	0.1677035	0.149057	0.1808476	0.1701943	0.1610445	0.1746877	0.1804218	0.1859595	0.1666844	0.1622319	0.1432829	0.1718613	0.1705022	0.1619724	0.16712	0.1730952	0.1642269	0.1609931	0.1904658	0.208886	0.1751801	0.1894306	0.180462	0.2011877	0.177947	0.179471	0.1646093	0.1671518	0.1752851	0.1587967	0.1966498	0.1616693	0.153722	0.1782829	0.2303997	0.2163014	0.1877659	0.1946793	0.2302921	0.2001271	0.2180979	0.202649	0.186639	0.265087	0.1817935	0.2364276	0.2042834	0.2047125	0.2045988	0.1863855	0.1797808	0.1692791	0.1890787	0.203735	0.1823181	0.2214711	0.2003598	0.220931	0.2220958	0.202723	0.2122638	0.2068534	0.1909983	0.2153224	0.2444976	0.2035719	0.1778493	0.2068799	0.2073047	0.2405638	0.2176344	0.2268669
47	Claustrum	0.3672281	0.2552378	0.3394515	0.3590428	0.3272015	0.3827668	0.3346745	0.3592064	0.3385813	0.3640438	0.3514346	0.3524338	0.3589451	0.3299478	0.3226567	0.3212003	0.3412835	0.3438952	0.3778728	0.3496275	0.3484501	0.3230454	0.3448402	0.3817945	0.402337	0.3572427	0.2581679	0.3660043	0.379471	0.3423838	0.3811136	0.3289726	0.3547097	0.354726	0.3393258	0.3598038	0.3523474	0.3477343	0.3433141	0.3475905	0.3289061	0.381429	0.3724574	0.3470889	0.3677849	0.3777034	0.3653935	0.3732473	0.3598191	0.3884207	0.3694934	0.3565662	0.3495078	0.378672	0.3544369	0.3507026	0.4075277	0.3578924	0.3432468	0.3904388	0.3273778	0.3294725	0.3439772	0.3373021	0.3246436	0.184412	0.319533	0.190553	0.3121739	0.2265855	0.2821518	0.3175904	0.2928706	0.2977902	0.3057693	0.2805058	0.3315994	0.320024	0.2515361	0.1716655	0.2839223	0.2802847	0.3053774	0.3145146	0.2846539	0.269446	0.3297337	0.3442017	0.3350659	0.3317505	0.3279462	0.3238307	0.3433687	0.3874995	0.3307197	0.3437534	0.3539314	0.3577368	0.348325	0.3693178	0.2978961	0.3668205	0.3573998	0.3691013	0.372872	0.3279043	0.3245276	0.3459715	0.3540942	0.2834174	0.3408273	0.3074444	0.3175281	0.3731718	0.3796942	0.3263647	0.3060288	0.3290412	0.3051482	0.3498348	0.3156893	0.2910921	0.3282759	0.2955141	0.3100539	0.3010518	0.3549657	0.3581786	0.3760693	0.2845191	0.3127309	0.3181628	0.3131721	0.2472985	0.3506927	0.3327688	0.3460032	0.3677078	0.3075262	0.3220081	0.2853977	0.3069164	0.3552532	0.3543112	0.3301597	0.3429225	0.3156734	0.3131732	0.315704	0.3054143	0.3237374	0.348254	0.3354873	0.3039123	0.2998693	0.3104731	0.343136	0.3414886	0.3237546	0.3109427	0.357425	0.3280545	0.3168296	0.2771937	0.3270475	0.3690495	0.2829776	0.3383777	0.3512957	0.3054704	0.390183	0.4492661	0.3978871	0.4095702	0.4370698	0.4379308	0.3863886	0.4159534	0.4052081	0.3731344	0.3898941	0.4281735	0.3763662	0.4185395	0.4603752	0.403726	0.3965398	0.3581804	0.3507307	0.3616165	0.3812281	0.3528583	0.3791712	0.3293157	0.3167721	0.3959335	0.3928638	0.4860173	0.3994078	0.3831091	0.3861386	0.5052224	0.4117673	0.3679257	0.3526062	0.3934539	0.4218216	0.4379756	0.3800643
48	Dorsal_Claustrum	0.3610077	0.2598097	0.3624026	0.325148	0.3794377	0.3296554	0.3651153	0.301389	0.3449627	0.3470287	0.3375146	0.3376288	0.3324504	0.3068673	0.2876027	0.3350994	0.3038105	0.323822	0.3119991	0.3064713	0.3500215	0.2918951	0.253711	0.2928565	0.3121133	0.2602521	0.2747434	0.3094811	0.3175983	0.3022107	0.3514714	0.3371494	0.288873	0.279027	0.292593	0.3580236	0.3207332	0.3260626	0.3013994	0.3007162	0.3195074	0.3765742	0.3524949	0.3723046	0.3744796	0.3507558	0.3466496	0.3298852	0.3573729	0.3742562	0.332169	0.329183	0.3214339	0.3185253	0.2914541	0.305041	0.3401896	0.3414837	0.3444464	0.354165	0.2799785	0.2840157	0.338222	0.3459834	0.267412	0.2197956	0.2360315	0.1782742	0.253662	0.1840699	0.2457932	0.2658765	0.2481904	0.2692201	0.2092557	0.2101433	0.2294881	0.1995227	0.1795141	0.1741806	0.1686918	0.1894257	0.2686081	0.2817289	0.2494519	0.271847	0.2483854	0.2988845	0.2652549	0.2687785	0.2802438	0.2689768	0.3173129	0.2758813	0.3079059	0.3275329	0.3622268	0.315055	0.3145147	0.2935222	0.2795871	0.304076	0.2876023	0.311927	0.2970178	0.3154309	0.2857512	0.3246623	0.3266887	0.2758366	0.2922785	0.2943009	0.2820255	0.3436376	0.3262342	0.2754141	0.2975232	0.3001798	0.2760558	0.3007713	0.283616	0.2679342	0.2787492	0.235879	0.286608	0.3010269	0.3180706	0.3646163	0.3500452	0.2705869	0.2805496	0.2862185	0.325372	0.1857024	0.3151751	0.2954839	0.2892074	0.347139	0.2874961	0.3002665	0.2946027	0.2654448	0.2887695	0.3177985	0.2789653	0.2971272	0.2816065	0.2470569	0.2591172	0.2748592	0.2912015	0.3270271	0.2959005	0.252534	0.3042821	0.2570798	0.3214857	0.2908829	0.325531	0.2840396	0.3066298	0.2899331	0.2665239	0.2598454	0.2819125	0.3114656	0.2510471	0.2850526	0.2872456	0.2549475	0.3396353	0.3753034	0.346829	0.3367771	0.3744653	0.3726572	0.3526699	0.4167029	0.3340099	0.3330142	0.3782009	0.3566688	0.3292648	0.3451399	0.3636121	0.3722797	0.3454041	0.3518074	0.3383119	0.3540344	0.3041411	0.3110415	0.3275007	0.3084815	0.3256554	0.4020269	0.3818805	0.3271158	0.3661907	0.3553232	0.3524745	0.4963849	0.3729635	0.3209941	0.3129963	0.3627382	0.3879943	0.3588035	0.4000645
49	Posterolateral_Cortical_Amygdaloid_Area	0.2518676	0.2332089	0.2612135	0.2597656	0.2420195	0.2325395	0.2472716	0.2619146	0.2302472	0.2660663	0.2678249	0.2690592	0.2693342	0.2329013	0.2284111	0.2329887	0.2215118	0.2658148	0.2538012	0.2548683	0.2374679	0.2450585	0.2612836	0.2239506	0.2559493	0.2384843	0.258921	0.2660663	0.2496725	0.2337274	0.2561372	0.2490259	0.1955785	0.2151841	0.2093676	0.1514568	0.1913481	0.2206275	0.262395	0.2098745	0.2055007	0.208616	0.1890561	0.2194088	0.2334967	0.2382427	0.2223725	0.2127467	0.2002732	0.2493172	0.264614	0.2178825	0.2166453	0.2084347	0.2251275	0.2355116	0.2140397	0.2188569	0.2128089	0.2172589	0.1885194	0.2044377	0.2154118	0.2216667	0.2116149	0.1330524	0.1454081	0.1278031	0.1549441	0.144681	0.1708438	0.1486213	0.1522541	0.1622181	0.1259531	0.1749969	0.1506314	0.1341759	0.1142043	0.1252615	0.1269946	0.134682	0.147931	0.1546362	0.1282779	0.1480531	0.1723374	0.1604851	0.1756359	0.1685027	0.1741249	0.1949432	0.2290686	0.219445	0.2074647	0.1974197	0.2125258	0.2056891	0.2144125	0.2045188	0.2030381	0.2193753	0.2210797	0.2180164	0.1979392	0.218262	0.1914527	0.220608	0.2150487	0.206419	0.2089384	0.1806652	0.2101959	0.1942127	0.1968572	0.2122625	0.2145002	0.2257268	0.1915869	0.2188327	0.2104758	0.2005713	0.2010308	0.1213343	0.1938602	0.2319553	0.2104401	0.2123172	0.1938733	0.2120299	0.2299778	0.2285198	0.2395216	0.1967393	0.2035731	0.211696	0.2183851	0.2038771	0.2101194	0.2081869	0.20079	0.2026447	0.1762394	0.2003785	0.1910415	0.1907882	0.1979026	0.1811683	0.2152984	0.2434139	0.1931779	0.2169474	0.2140584	0.1298188	0.1963657	0.2100246	0.2291388	0.1967337	0.2355605	0.1923147	0.1969106	0.2066083	0.2195775	0.2121146	0.1982806	0.1992549	0.2005687	0.2089635	0.1959281	0.175461	0.2427936	0.2700037	0.2320453	0.2237294	0.2263153	0.2819563	0.2354709	0.2229278	0.2721584	0.2241107	0.2749057	0.2391246	0.2839354	0.2388644	0.2291844	0.2349192	0.2488877	0.2393328	0.2193154	0.2187696	0.2391638	0.2023967	0.2641095	0.2162733	0.2494048	0.2672187	0.2416083	0.2564075	0.2192924	0.2503089	0.2183146	0.2658429	0.2543531	0.2319731	0.2573007	0.2722767	0.294894	0.270084	0.2272745
50	Ventral_Claustrum	0.4095835	0.3037932	0.4136273	0.386115	0.4211732	0.3848681	0.4290102	0.3708712	0.4283311	0.3858861	0.3866727	0.3873995	0.3868457	0.3727442	0.3505153	0.3957535	0.3757609	0.3894458	0.3993051	0.3687778	0.3845685	0.3478164	0.3152875	0.3655984	0.3794729	0.324838	0.3397699	0.3705068	0.375938	0.3814331	0.403796	0.390862	0.3588556	0.3706689	0.3583643	0.3980788	0.3613754	0.3905191	0.3651161	0.3678565	0.3807482	0.4290456	0.404081	0.4150915	0.4224069	0.4041412	0.405661	0.3898872	0.4061055	0.4309629	0.3984852	0.3879701	0.3955641	0.3808984	0.3440868	0.3488282	0.3815587	0.3816164	0.4087485	0.4047483	0.3237199	0.3293379	0.3846345	0.3979371	0.3214176	0.2545314	0.2990871	0.2211327	0.3110434	0.2189057	0.2892565	0.3072127	0.3077551	0.3197482	0.2800744	0.2436754	0.269658	0.2704928	0.2365224	0.2147431	0.2275962	0.2442475	0.317714	0.3250794	0.3150598	0.3132584	0.3071159	0.3472059	0.3119967	0.3348195	0.3192338	0.3447748	0.3396646	0.3470821	0.3510583	0.37542	0.4184244	0.3844773	0.3752955	0.3494169	0.3301821	0.367353	0.3681228	0.3711726	0.3516083	0.3648274	0.3476229	0.3798942	0.3798481	0.3245102	0.3571959	0.3298986	0.3213105	0.3873896	0.3622558	0.3266888	0.3580029	0.3847524	0.3204181	0.353739	0.3230303	0.3284927	0.3566443	0.2703284	0.3357866	0.3431586	0.3660072	0.3913299	0.4013686	0.3259445	0.3448836	0.3566056	0.3662728	0.2488002	0.3439474	0.3662673	0.3472635	0.4060927	0.3358839	0.3690788	0.341648	0.3075294	0.3486155	0.3812922	0.336994	0.3660803	0.3258156	0.30042	0.3280433	0.3408675	0.3495174	0.3822124	0.3522339	0.298204	0.3414796	0.2933858	0.3514512	0.3364097	0.3616082	0.3232977	0.3530559	0.3454432	0.3334594	0.3301192	0.3212613	0.3610964	0.300184	0.3541335	0.3555806	0.3033931	0.4093306	0.4395539	0.4258434	0.4074859	0.4142341	0.4191716	0.4078345	0.4444685	0.4301966	0.3879938	0.4408796	0.4136543	0.3582683	0.3975485	0.4194145	0.418158	0.4373815	0.3940677	0.4015201	0.4255967	0.3613299	0.3888528	0.3923768	0.3764237	0.3679275	0.4414908	0.4090998	0.4102951	0.4491854	0.4069082	0.4340943	0.5331534	0.4290043	0.3725002	0.38209	0.4452994	0.4277989	0.4417733	0.4428702
