region1,region2,statistic,pvalue,genotype1,genotype2,corrected_pvalue,significant
L-FB-IS,L-WM-HB,0.04809158650924125,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,L-WM-MB,-0.0020262655958840554,0.4405594405594406,APOE22,APOE33,0.46836173535202663,False
L-FB-IS,R-FB-DI,0.032484403457001154,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-FB-IS,0.0004466670590430047,0.1038961038961039,APOE22,APOE33,0.12399589511306133,False
L-FB-IS,R-FB-PA,0.005049559518417138,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-FB-IS,R-FB-SP,0.09115837828586278,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-HB-BS,0.1816318252977936,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-HB-ME,0.6067346594178475,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-HB-PM,0.15997245042120997,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-HB-PO,0.03367107368389144,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-HB-PP,0.19256063968895115,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-MB-DI,0.010348049734770479,0.1088911088911089,APOE22,APOE33,0.12936972611475325,False
L-FB-IS,R-MB-MB,0.2098318727701711,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-VS-VS,0.10731427031823502,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-WM-FB,0.0266231563726913,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-WM-HB,0.0052046527171202275,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-IS,R-WM-MB,0.02824818441096623,0.017982017982017984,APOE22,APOE33,0.024950762015175956,True
L-FB-PA,L-FB-PA,-0.0004170983731287243,0.35564435564435565,APOE22,APOE33,0.38781467495160443,False
L-FB-PA,L-FB-SP,0.09655223288602387,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,L-HB-BS,0.08882061069389229,0.04795204795204795,APOE22,APOE33,0.060643879700665065,False
L-FB-PA,L-HB-ME,0.03714160102623762,0.05094905094905095,APOE22,APOE33,0.06418701145450906,False
L-FB-PA,L-HB-PM,0.03910221799174073,0.007992007992007992,APOE22,APOE33,0.011906460886052723,True
L-FB-PA,L-HB-PO,0.053564464726061654,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,L-HB-PP,0.07058127855511738,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,L-MB-DI,0.025468389641394182,0.08891108891108891,APOE22,APOE33,0.10747853802131631,False
L-FB-PA,L-MB-MB,0.07337375005233016,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,L-VS-VS,0.010959538247117557,0.14285714285714285,APOE22,APOE33,0.16670895711748285,False
L-FB-PA,L-WM-FB,0.014648173114038267,0.002997002997002997,APOE22,APOE33,0.004861804861804862,True
L-FB-PA,L-WM-HB,0.014660011994382821,0.002997002997002997,APOE22,APOE33,0.004861804861804862,True
L-FB-PA,L-WM-MB,0.0019518048569727156,0.3036963036963037,APOE22,APOE33,0.33675691397210383,False
L-FB-PA,R-FB-DI,0.028551528394582904,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,R-FB-IS,0.0068188600725454405,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,R-FB-PA,0.006894971331325321,0.006993006993006993,APOE22,APOE33,0.010561851941162286,True
L-FB-PA,R-FB-SP,0.05449636206774369,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,R-HB-BS,0.06732138994046849,0.052947052947052944,APOE22,APOE33,0.06657648571524169,False
L-FB-PA,R-HB-ME,0.2221790234321803,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,R-HB-PM,0.033465313417866537,0.013986013986013986,APOE22,APOE33,0.019782155411864778,True
L-FB-PA,R-HB-PO,0.038539968310256856,0.002997002997002997,APOE22,APOE33,0.004861804861804862,True
L-FB-PA,R-HB-PP,0.07558304623654752,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,R-MB-DI,-0.003343018967082468,0.44455544455544455,APOE22,APOE33,0.4718464088415623,False
L-FB-PA,R-MB-MB,0.05435479290053059,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,R-VS-VS,0.038429662774266994,0.01898101898101898,APOE22,APOE33,0.02628141089679551,True
L-FB-PA,R-WM-FB,0.02643299365065955,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-PA,R-WM-HB,0.0008091337934833469,0.23476523476523475,APOE22,APOE33,0.26593234351855044,False
L-FB-PA,R-WM-MB,0.0038853781403819956,0.2777222777222777,APOE22,APOE33,0.3092602312941296,False
L-FB-SP,L-FB-SP,0.34729828503585575,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,L-HB-BS,0.5209131744709411,0.006993006993006993,APOE22,APOE33,0.010561851941162286,True
L-FB-SP,L-HB-ME,-0.02549117883447843,0.5624375624375625,APOE22,APOE33,0.5856124857709645,False
L-FB-SP,L-HB-PM,0.12239538527542448,0.007992007992007992,APOE22,APOE33,0.011906460886052723,True
L-FB-SP,L-HB-PO,0.2596343400051428,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,L-HB-PP,0.18773156013440692,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,L-MB-DI,0.40229854180025976,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,L-MB-MB,0.31465419607752615,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,L-VS-VS,0.15950119042047203,0.004995004995004995,APOE22,APOE33,0.007703564041592211,True
L-FB-SP,L-WM-FB,0.268584750491316,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,L-WM-HB,0.2860545631275566,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,L-WM-MB,0.34082232952470826,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-FB-SP,R-FB-DI,0.2549698447523447,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-FB-IS,0.0776102655515753,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-FB-PA,0.2664026974650519,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-FB-SP,0.18950111604818626,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-HB-BS,0.3840388789459968,0.014985014985014986,APOE22,APOE33,0.02105915474899432,True
L-FB-SP,R-HB-ME,0.17433203655079976,0.02097902097902098,APOE22,APOE33,0.028774982845964057,True
L-FB-SP,R-HB-PM,0.052131072386289466,0.04395604395604396,APOE22,APOE33,0.055967288525428066,False
L-FB-SP,R-HB-PO,0.24095472386511985,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-HB-PP,0.1801785100155621,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-MB-DI,0.09462299870794362,0.06693306693306693,APOE22,APOE33,0.08235023403562729,False
L-FB-SP,R-MB-MB,0.35583927130309556,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-VS-VS,0.22040808302146633,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-FB-SP,R-WM-FB,0.30560326896309914,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-WM-HB,0.14895884549069147,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-FB-SP,R-WM-MB,0.2511080961683901,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-HB-BS,L-HB-BS,,,APOE22,APOE33,,
L-HB-BS,L-HB-ME,,,APOE22,APOE33,,
L-HB-BS,L-HB-PM,-0.028932844580411263,0.4155844155844156,APOE22,APOE33,0.4443270317965192,False
L-HB-BS,L-HB-PO,0.6198594182890781,0.023976023976023976,APOE22,APOE33,0.03237872097070453,True
L-HB-BS,L-HB-PP,0.6480923955956802,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,L-MB-DI,,,APOE22,APOE33,,
L-HB-BS,L-MB-MB,0.9125581268061721,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,L-VS-VS,,,APOE22,APOE33,,
L-HB-BS,L-WM-FB,0.6105505614360817,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,L-WM-HB,0.4327501805561524,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,L-WM-MB,,,APOE22,APOE33,,
L-HB-BS,R-FB-DI,0.8846134988026569,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,R-FB-IS,0.00023706263150825204,0.33666333666333664,APOE22,APOE33,0.37080940852944205,False
L-HB-BS,R-FB-PA,0.36795637325237246,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,R-FB-SP,0.7948978432467769,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-HB-BS,R-HB-BS,,,APOE22,APOE33,,
L-HB-BS,R-HB-ME,,,APOE22,APOE33,,
L-HB-BS,R-HB-PM,-0.1574773064002908,0.7722277722277723,APOE22,APOE33,0.7811449520456449,False
L-HB-BS,R-HB-PO,0.8273227686129635,0.006993006993006993,APOE22,APOE33,0.010561851941162286,True
L-HB-BS,R-HB-PP,0.6605082657717876,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,R-MB-DI,,,APOE22,APOE33,,
L-HB-BS,R-MB-MB,0.9055529751193332,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,R-VS-VS,,,APOE22,APOE33,,
L-HB-BS,R-WM-FB,0.6989477076817605,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,R-WM-HB,0.4662924130496638,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-BS,R-WM-MB,,,APOE22,APOE33,,
L-HB-ME,L-HB-ME,,,APOE22,APOE33,,
L-HB-ME,L-HB-PM,-0.006903981034213009,0.3886113886113886,APOE22,APOE33,0.419240857664503,False
L-HB-ME,L-HB-PO,0.2747981444802838,0.01998001998001998,APOE22,APOE33,0.027519650161159596,True
L-HB-ME,L-HB-PP,0.2043946842616189,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,L-MB-DI,0.6976009751321575,0.030969030969030968,APOE22,APOE33,0.04081575395517221,True
L-HB-ME,L-MB-MB,0.13450697254174532,0.014985014985014986,APOE22,APOE33,0.02105915474899432,True
L-HB-ME,L-VS-VS,0.24911354329606183,0.06293706293706294,APOE22,APOE33,0.07801820820688746,False
L-HB-ME,L-WM-FB,0.20159845950507652,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,L-WM-HB,0.16177720581692595,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-HB-ME,L-WM-MB,0.4773714221279591,0.04295704295704296,APOE22,APOE33,0.05496159147571027,False
L-HB-ME,R-FB-DI,0.45030077322540263,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,R-FB-IS,0.09824868667345087,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,R-FB-PA,0.4432832288021267,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,R-FB-SP,0.0352530033345938,0.1938061938061938,APOE22,APOE33,0.22280082122601805,False
L-HB-ME,R-HB-BS,,,APOE22,APOE33,,
L-HB-ME,R-HB-ME,0.21120207979229458,0.2727272727272727,APOE22,APOE33,0.3044720784737777,False
L-HB-ME,R-HB-PM,-0.05236441932863202,0.6553446553446554,APOE22,APOE33,0.6722270703535341,False
L-HB-ME,R-HB-PO,0.38167828731326897,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-HB-ME,R-HB-PP,0.2045342342068386,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,R-MB-DI,0.6469325350776725,0.023976023976023976,APOE22,APOE33,0.03237872097070453,True
L-HB-ME,R-MB-MB,0.3183529393391653,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,R-VS-VS,0.23417967289413916,0.06593406593406594,APOE22,APOE33,0.08134963627921375,False
L-HB-ME,R-WM-FB,0.28950551727733354,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,R-WM-HB,0.2740281748479586,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-ME,R-WM-MB,0.7372328611283298,0.024975024975024976,APOE22,APOE33,0.03358974699814004,True
L-HB-PM,L-HB-PM,0.3590535804683925,0.01998001998001998,APOE22,APOE33,0.027519650161159596,True
L-HB-PM,L-HB-PO,0.47090539093858186,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,L-HB-PP,0.27502248986030015,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,L-MB-DI,0.6243772056486123,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-HB-PM,L-MB-MB,0.2449195210954366,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,L-VS-VS,0.23558756366739603,0.00999000999000999,APOE22,APOE33,0.014553074420036725,True
L-HB-PM,L-WM-FB,0.32741302166200287,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,L-WM-HB,0.19972476824593777,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,L-WM-MB,0.31769839262603206,0.013986013986013986,APOE22,APOE33,0.019782155411864778,True
L-HB-PM,R-FB-DI,0.5590811107165289,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-FB-IS,0.13877665184422538,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-FB-PA,0.4332483298704438,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-FB-SP,0.38344261137079155,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-HB-BS,-0.08507522445347566,0.5144855144855145,APOE22,APOE33,0.5386724828955904,False
L-HB-PM,R-HB-ME,0.39453050737558787,0.011988011988011988,APOE22,APOE33,0.017196777022104533,True
L-HB-PM,R-HB-PM,0.10585040845966442,0.03596403596403597,APOE22,APOE33,0.04651254257553471,True
L-HB-PM,R-HB-PO,0.3596631542894828,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-HB-PP,0.2837364723382298,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-MB-DI,0.6574890314498644,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-MB-MB,0.3985909194731115,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-VS-VS,0.3039620396358818,0.007992007992007992,APOE22,APOE33,0.011906460886052723,True
L-HB-PM,R-WM-FB,0.461516231758281,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-WM-HB,0.18213818366568332,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PM,R-WM-MB,0.3850991320629452,0.012987012987012988,APOE22,APOE33,0.018528702567790517,True
L-HB-PO,L-HB-PO,0.39316973090791646,0.002997002997002997,APOE22,APOE33,0.004861804861804862,True
L-HB-PO,L-HB-PP,0.6016809690789623,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,L-MB-DI,0.40512020673909804,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-HB-PO,L-MB-MB,0.5441938417117845,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,L-VS-VS,0.1471655346309573,0.016983016983016984,APOE22,APOE33,0.023664564491711892,True
L-HB-PO,L-WM-FB,0.2865217901006527,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,L-WM-HB,0.24131762392013506,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,L-WM-MB,0.22153717491283878,0.023976023976023976,APOE22,APOE33,0.03237872097070453,True
L-HB-PO,R-FB-DI,0.44071212278904165,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-FB-IS,0.07383952743421153,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-FB-PA,0.2627646066569323,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-FB-SP,0.31572862352674474,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-HB-BS,0.6656956004940218,0.016983016983016984,APOE22,APOE33,0.023664564491711892,True
L-HB-PO,R-HB-ME,0.5847635696185587,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-HB-PM,0.28409847913545283,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-HB-PO,0.22544639192183472,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-HB-PP,0.5780313491354186,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-MB-DI,0.32075288921565626,0.004995004995004995,APOE22,APOE33,0.007703564041592211,True
L-HB-PO,R-MB-MB,0.5161341567874616,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-VS-VS,0.1643789354654401,0.014985014985014986,APOE22,APOE33,0.02105915474899432,True
L-HB-PO,R-WM-FB,0.3454191257359343,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-WM-HB,0.25272252905452397,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PO,R-WM-MB,0.2872297199573153,0.00999000999000999,APOE22,APOE33,0.014553074420036725,True
L-HB-PP,L-HB-PP,0.5351832105045438,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,L-MB-DI,0.516553663403019,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,L-MB-MB,0.4617873495239661,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,L-VS-VS,0.1770830158333507,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,L-WM-FB,0.4131432438238207,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,L-WM-HB,0.26958432489714157,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,L-WM-MB,0.6321872831993062,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-FB-DI,0.6422217302906044,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-FB-IS,0.10514060602163709,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-FB-PA,0.42080739460791017,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-FB-SP,0.3781353730578391,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-HB-BS,0.6764394637822999,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-HB-ME,0.6243599436012081,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-HB-PM,0.22341100794106847,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-HB-PO,0.564675040615878,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-HB-PP,0.5152572050249588,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-MB-DI,0.5375412324274134,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-MB-MB,0.4927693690380192,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-VS-VS,0.22396092355494399,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-WM-FB,0.5300737499962433,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-WM-HB,0.37109595240990484,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-HB-PP,R-WM-MB,0.6335453645250345,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,L-MB-DI,,,APOE22,APOE33,,
L-MB-DI,L-MB-MB,0.6672417470595203,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,L-VS-VS,0.07190404886565255,0.22777222777222778,APOE22,APOE33,0.2591278851019111,False
L-MB-DI,L-WM-FB,0.49666020614539375,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,L-WM-HB,0.3860751764916617,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,L-WM-MB,0.5673120649041788,0.028971028971028972,APOE22,APOE33,0.038413654962595425,True
L-MB-DI,R-FB-DI,0.6991532915148423,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-FB-IS,0.0656459700620913,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-FB-PA,0.32588750575126146,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-FB-SP,0.5611050201437495,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-HB-BS,,,APOE22,APOE33,,
L-MB-DI,R-HB-ME,0.9413259031166992,0.02197802197802198,APOE22,APOE33,0.03001987617372233,True
L-MB-DI,R-HB-PM,0.5392354366887734,0.002997002997002997,APOE22,APOE33,0.004861804861804862,True
L-MB-DI,R-HB-PO,0.4315732885764536,0.001998001998001998,APOE22,APOE33,0.003327471008079373,True
L-MB-DI,R-HB-PP,0.5967065087419459,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-MB-DI,0.1642066635317434,0.34865134865134867,APOE22,APOE33,0.3820916364702853,False
L-MB-DI,R-MB-MB,0.7163090410296558,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-VS-VS,0.13520210936193996,0.16283716283716285,APOE22,APOE33,0.1890176960848339,False
L-MB-DI,R-WM-FB,0.5257944522262682,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-WM-HB,0.41916031458203695,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
L-MB-DI,R-WM-MB,0.6819563734793621,0.03196803196803197,APOE22,APOE33,0.04200599400599401,True
L-MB-MB,L-MB-MB,0.42986820525396574,0.000999000999000999,APOE22,APOE33,0.0017619963928688762,True
