ROI,structure,N57437,N57442,N57446,N57447,N57449,N57451,N57496,N57498,N57500,N57502,N57513,N57515,N57518,N57520,N57522,N57546,N57548,N57550,N57552,N57580,N57582,N57584,N57587,N57590,N57692,N57694,N57700,N57702,N57709,N58302,N58305,N58303,N58309,N58310,N58355,N58344,N58346,N58350,N58394,N58396,N58398,N58359,N58361,N58404,N58402,N58516,N58608,N58606,N58604,N58512,N58477,N58500,N58510,N58406,N58408,N58514,N58655,N58952,N58706,N58708,N58712,N58714,N58732,N58733,N58734,N58735,N58740,N58742,N58745,N58747,N58749,N58751,N58779,N58780,N58784,N58788,N58790,N58792,N58794,N58829,N58813,N58815,N58821,N58819,N58831,N58851,N58853,N58855,N59003,N58913,N58915,N58909,N58906,N58883,N58887,N58885,N58919,N58879,N58881,N58889,N58877,N60129,N60131,N60127,N60139,N58917,N58995,N59005,N58857,N58859,N58861,N59065,N59066,N59080,N58948,N59072,N58935,N59039,N58946,N58954,N59033,N59022,N59035,N59026,N59109,N59097,N59099,N59116,N59118,N59120,N59041,N58941,N60056,N60058,N60060,N60062,N60068,N59136,N59140,N59141,N60095,N60133,N60137,N60198,N60103,N60097,N60163,N60169,N60190,N60188,N60200,N60192,N58997,N58999,N59010,N59078,N59076,N60157,N60159,N60064,N60101,N60093,N60161,N60167,N60194,N60088,N60070,N60072,N60092
1099,Parvicellular_Reticular_Nucleus_and_Principal_Sensory_Trigeminal_Nucleus,2.606813,2.684634,2.630779,2.631781,2.579566,2.595696,2.602257,2.640803,2.633239,2.572914,2.617839,2.515323,2.568176,2.619753,2.672879,2.714249,2.681991,2.551044,2.662855,2.753524,2.625949,2.637158,2.759083,2.850572,2.554052,2.548675,2.520609,2.500926,2.528354,2.586219,2.542387,2.657387,2.582665,2.811024,2.708235,2.592415,2.745323,2.769471,2.507396,2.527625,2.591868,2.666317,2.580751,2.631143,2.762363,2.692197,2.488897,2.465569,2.45755,2.499103,2.557788,2.581298,2.553596,2.536829,2.731107,2.495094,2.406976,2.251699,2.477233,2.51423,2.491631,2.438414,2.421465,2.496005,2.468668,2.226275,2.305645,2.580204,2.509765,2.44461,2.249694,2.314666,2.254706,2.245958,2.325054,2.399048,2.481334,2.233656,2.408343,2.231742,2.306921,2.276849,2.210693,2.173605,2.178252,2.579202,2.267555,2.198391,2.255162,2.496187,2.417455,2.235114,2.375264,2.468941,2.456821,2.482336,2.309199,2.429028,2.402602,2.523069,2.410985,2.338176,2.477051,2.509036,2.33526,2.244591,2.25507,2.166406,2.364329,2.308105,2.351845,2.216251,2.266097,2.375629,2.358862,2.331524,2.416453,2.578291,2.685089,2.486346,2.446433,2.595513,2.496278,2.520518,2.536191,2.396132,2.501655,2.533457,2.451536,2.48835,2.395403,2.513865,2.155744,2.335625,2.16267,2.204587,2.243042,2.451445,2.401873,2.545759,2.310019,2.374626,2.358497,2.438414,2.379456,2.377998,2.321956,2.388477,2.347562,2.391029,2.333164,2.532911,2.423743,2.370981,2.242586,2.505482,2.622486,2.298355,2.182353,2.515506,2.557606,2.364694,2.384195,2.495003,2.674428,2.504388,2.40005,2.409345,2.279401
1100,Central_Gray,1.038187,1.106349,1.063611,1.052494,1.043928,1.029348,1.088762,1.069261,1.054772,1.005382,1.057232,1.026067,1.01331,1.034087,1.054772,1.08138,1.113639,1.019142,1.065251,1.143983,1.074182,1.081107,1.057232,1.21743,1.031717,1.029348,1.010576,1.049213,1.030077,1.053587,1.014677,1.058235,1.053496,1.092407,1.050216,1.005109,1.072541,1.069079,1.002102,1.015953,1.057141,1.038825,1.003742,1.038278,1.125758,1.064431,1.002284,1.060877,1.000461,1.058508,1.03117,1.020873,1.024883,0.9963608,1.101246,1.081927,1.009392,0.9051446,0.9938093,0.9326644,0.9821452,1.042288,1.00848,1.041376,0.9776801,0.9193602,0.9342135,1.032264,1.026523,1.001555,0.8990393,0.9373118,0.9110678,0.9434171,0.9523474,0.9598197,0.9605486,0.8956677,1.002922,0.957177,0.9835122,0.9180844,0.9357626,0.9361271,0.9036866,1.036,0.9271969,0.9145305,0.9094275,1.016408,1.027252,0.9519829,0.9692966,1.048029,1.011852,1.032082,0.9572682,1.014768,1.001373,1.02543,1.020873,0.9672008,1.017684,1.020873,1.003013,0.9005884,0.9337579,0.9209093,0.9750375,0.9721215,0.97686,0.9329378,0.9368562,1.0206,0.987066,0.9799583,0.980505,1.046571,1.082838,1.066345,0.9978188,1.030988,0.9964519,1.025156,1.051218,0.9561747,1.035089,1.034633,1.037003,1.035727,0.970299,1.020327,0.9350337,1.020691,0.9319354,0.9487024,0.9989123,1.014221,1.048393,1.027434,1.007387,0.9774979,0.9604575,1.016408,1.047117,1.083203,0.9663807,1.044839,0.9448752,1.0093,1.008298,1.029986,0.9531675,0.908334,0.9127992,0.9828743,1.016773,0.9384053,0.9397721,1.068441,1.08621,1.054681,1.047664,1.079102,1.063064,1.045933,1.101519,1.058052,0.9806873
1101,Pedunculotegmental_Medial_Paralemniscial_and_Supratrigemnial_Nuclei,0.08957588,0.096228,0.08738888,0.08429063,0.08793563,0.08921137,0.1046115,0.09431437,0.093312,0.09486113,0.08884688,0.086022,0.09185401,0.08665988,0.09750375,0.099144,0.09577238,0.08957588,0.095499,0.09294751,0.09486113,0.09677475,0.09668363,0.1009665,0.1003286,0.09203625,0.09458775,0.09303863,0.08957588,0.1068896,0.09495226,0.09650138,0.09850613,0.1131773,0.106434,0.09458775,0.1132684,0.1001464,0.09495226,0.101331,0.09978188,0.1018778,0.0944055,0.1065251,0.1140885,0.09750375,0.09531675,0.09559013,0.09613688,0.09996413,0.08984926,0.098415,0.0965925,0.08948475,0.1130861,0.1022423,0.09686588,0.08948475,0.09139838,0.09458775,0.1026068,0.1124483,0.1045204,0.09586351,0.100602,0.09267413,0.09604575,0.09249188,0.09595463,0.1002375,0.086022,0.090396,0.09422325,0.09759488,0.09394988,0.09978188,0.09021375,0.08784451,0.09176288,0.08611313,0.08620425,0.08729775,0.07845863,0.08429063,0.08893801,0.1152731,0.08784451,0.09158063,0.09066938,0.09522562,0.1022423,0.09303863,0.09540788,0.1025156,0.0965925,0.1061606,0.09522562,0.1059784,0.09905288,0.1066163,0.1016044,0.09230963,0.09613688,0.09686588,0.09777713,0.08538413,0.08948475,0.08793563,0.09413213,0.096228,0.0914895,0.0944055,0.08921137,0.1090766,0.09959963,0.08684213,0.1070719,0.0980505,0.1026979,0.1011488,0.09394988,0.1007842,0.1032446,0.1016955,0.1037914,0.1034269,0.1000553,0.0973215,0.1044293,0.09322087,0.098415,0.09741263,0.09677475,0.098415,0.09057825,0.09495226,0.08729775,0.0965925,0.1047026,0.1030624,0.09230963,0.1004198,0.09158063,0.08520187,0.09230963,0.085293,0.09568125,0.1101701,0.08875575,0.08784451,0.09823275,0.09394988,0.1024245,0.09276525,0.08830013,0.1028801,0.09604575,0.09750375,0.0944055,0.09832387,0.09832387,0.08848238,0.09868838,0.1127216,0.09385876,0.1004198,0.09094276,0.09012263,0.08984926
1102,Motor_Root_of_Trigeminal_Nerve,0.05804663,0.05658863,0.0674325,0.06551888,0.061236,0.0645165,0.0645165,0.05959575,0.06643013,0.06396975,0.06059813,0.06779701,0.06624788,0.05986913,0.07089525,0.07135088,0.0630585,0.06734138,0.0659745,0.07463138,0.06360525,0.0623295,0.0608715,0.07062188,0.05513063,0.06223838,0.06068925,0.06679463,0.059049,0.06433425,0.05768213,0.0623295,0.060507,0.05513063,0.06059813,0.05667975,0.0499365,0.0513945,0.05658863,0.05148563,0.05294363,0.056862,0.05877563,0.05695313,0.055404,0.0594135,0.05923125,0.05458388,0.0579555,0.05057438,0.0630585,0.06205613,0.0579555,0.056133,0.05276138,0.05412825,0.04465125,0.0506655,0.05130338,0.06697688,0.05640638,0.05257913,0.04073288,0.05622413,0.05585963,0.05531288,0.04948088,0.060507,0.05595075,0.05695313,0.05157675,0.049572,0.05257913,0.052488,0.060507,0.0543105,0.05768213,0.06023363,0.05522175,0.05449275,0.05221463,0.06469875,0.05421938,0.05330813,0.05039212,0.0462915,0.0550395,0.05276138,0.05276138,0.06561,0.0630585,0.05959575,0.06059813,0.06396975,0.05968688,0.05895788,0.06223838,0.06005138,0.0550395,0.053946,0.04893413,0.05914013,0.06333188,0.05731763,0.05476613,0.05585963,0.05093888,0.04474238,0.05485725,0.05832,0.05203238,0.04720275,0.04601813,0.05267025,0.05595075,0.04720275,0.04492463,0.053946,0.05877563,0.05595075,0.05148563,0.05531288,0.05804663,0.06059813,0.055404,0.05093888,0.0564975,0.05458388,0.05777325,0.05412825,0.051759,0.05959575,0.056862,0.05595075,0.06442538,0.06688575,0.06433425,0.05522175,0.05084775,0.05385488,0.05740875,0.05157675,0.06205613,0.06278513,0.06870825,0.068526,0.06023363,0.05121225,0.05986913,0.05959575,0.05749988,0.061236,0.04711163,0.05093888,0.04838737,0.0594135,0.0623295,0.04902525,0.05677088,0.06005138,0.06807037,0.07645388,0.05011875,0.06242063,0.05841113,0.06178275,0.05449275,0.0601425,0.06242063
1103,Trigeminal_Motor_Nucleus,0.1344094,0.1452533,0.1358674,0.1413349,0.1266638,0.1383277,0.1396946,0.1367786,0.1407881,0.1372343,0.1467113,0.1252969,0.150903,0.1338626,0.1489894,0.1324958,0.1401502,0.1254791,0.1339538,0.1439775,0.1351384,0.1527255,0.1333159,0.1532723,0.1317668,0.1327691,0.121014,0.1384189,0.132678,0.156006,0.1396946,0.1407881,0.1484426,0.142884,0.1384189,0.1338626,0.1541835,0.1447976,0.1380544,0.1292153,0.1357763,0.1402414,0.1417905,0.1457089,0.1576463,0.1314023,0.1376899,0.1284863,0.1405148,0.1320401,0.1298531,0.1367786,0.1292153,0.1331336,0.1491716,0.1364141,0.1375076,0.1192826,0.1346828,0.1379633,0.1418816,0.1387834,0.1376899,0.1384189,0.1364141,0.1186448,0.1190093,0.1395124,0.1345916,0.1453444,0.123201,0.1240211,0.1242034,0.1262992,0.124659,0.1299442,0.1227454,0.1196471,0.1249324,0.1178246,0.1219253,0.1193738,0.1062518,0.1077098,0.1119926,0.1557326,0.1196471,0.1264815,0.1219253,0.1353206,0.1305821,0.1087121,0.1303087,0.1422461,0.1322224,0.1416994,0.1375076,0.1262081,0.1291241,0.1318579,0.1353206,0.1177335,0.1298531,0.1254791,0.1211963,0.1164578,0.1160933,0.1009665,0.1340449,0.1384189,0.1241123,0.1139974,0.1072541,0.1372343,0.1386011,0.130491,0.1320401,0.1382366,0.1423372,0.1346828,0.1284863,0.1384189,0.1360496,0.1442509,0.1455266,0.1200116,0.1284863,0.1295798,0.1234744,0.1313111,0.1255703,0.1393301,0.1167311,0.1174601,0.1251146,0.1279395,0.1362319,0.1288508,0.1250235,0.1410615,0.1242034,0.1280306,0.1267549,0.1240211,0.1206495,0.1220164,0.1327691,0.1309466,0.1335893,0.1153643,0.1337715,0.1298531,0.1345916,0.1227454,0.1311289,0.1305821,0.1405148,0.1302176,0.1234744,0.1285774,0.1395124,0.1269371,0.1287596,0.1531811,0.1445243,0.1383277,0.1396035,0.1393301,0.1219253
1104,Pontine_Reticular_Nucleus,3.199399,3.282505,3.27157,3.299727,3.239767,3.217442,3.344288,3.262184,3.285421,3.206324,3.271479,3.114288,3.271661,3.308384,3.295991,3.29344,3.311665,3.170057,3.219811,3.506855,3.314854,3.31695,3.30802,3.711157,3.183908,3.177711,3.15329,3.254803,3.18172,3.233935,3.209149,3.170057,3.247695,3.358959,3.326336,3.216986,3.291071,3.343376,3.184637,3.121214,3.161582,3.130873,3.14199,3.208329,3.258174,3.209423,3.14846,3.137889,3.166594,3.19138,3.120849,3.201859,3.166594,3.141079,3.229379,3.13224,2.979697,2.772569,2.957918,3.041935,3.014871,3.130144,3.036103,3.107636,3.096792,2.778857,2.815854,3.238583,3.049134,3.08367,2.747145,2.843282,2.849661,2.93541,2.955639,3.027173,3.033278,2.718441,2.902969,2.738944,2.844102,2.750973,2.6819,2.706595,2.653287,3.200492,2.740402,2.71352,2.806559,3.088409,3.209514,2.951812,3.123674,3.185366,3.079843,3.066539,2.9735,3.101895,3.039474,3.173428,3.041297,3.027446,3.056697,3.174157,3.059431,2.71352,2.799816,2.753706,2.90953,2.845196,2.837086,2.741587,2.736575,3.134244,3.072006,2.900873,3.086951,3.257719,3.400238,3.10636,3.167232,3.293166,3.223547,3.205595,3.249244,3.12823,3.189831,3.215893,3.115564,3.191289,3.16951,3.215163,2.899871,3.157755,3.068635,3.042208,3.080025,3.07957,3.159851,3.166958,3.124312,3.098523,2.979423,3.187097,3.153016,3.217168,3.023163,3.039292,3.236396,3.104629,3.080572,3.279862,2.862419,2.82524,2.77749,3.036467,3.135611,2.904609,2.811571,3.264735,3.363333,3.136523,3.040932,3.23193,3.36233,3.179807,3.191926,3.183634,3.105267
1105,Raphe_Nucleus,0.4036838,0.4378556,0.3961204,0.4160767,0.3944801,0.3957559,0.4185371,0.4200863,0.4509776,0.4097891,0.411885,0.3909263,0.4179904,0.387828,0.4224555,0.4450545,0.4331172,0.4065998,0.4232756,0.4436876,0.4117939,0.4302011,0.4340284,0.4856052,0.4132519,0.3993098,0.3983074,0.4109738,0.4270118,0.4398604,0.3982162,0.4085134,0.4390403,0.4274674,0.4135253,0.4063264,0.4414095,0.4429586,0.3884659,0.416988,0.4215443,0.4084223,0.4051418,0.4374,0.4485173,0.4185371,0.4076021,0.3904706,0.4319325,0.4299278,0.427923,0.403866,0.4076933,0.4001299,0.443232,0.4074199,0.4028637,0.3262275,0.4037749,0.3756173,0.3803558,0.439587,0.4261916,0.4251893,0.4144365,0.3923843,0.4066909,0.4367621,0.3881925,0.4258271,0.34992,0.3526538,0.4035015,0.3897416,0.3822694,0.4065086,0.4043216,0.3438146,0.3633154,0.3532005,0.3857321,0.3487354,0.3478241,0.3381649,0.3187553,0.413343,0.349191,0.3355223,0.360126,0.4088779,0.4168969,0.3854588,0.4018613,0.4078755,0.4044128,0.4081489,0.398034,0.4189017,0.4073288,0.4363976,0.4152566,0.4050506,0.4142542,0.4246425,0.4150744,0.346275,0.336798,0.3614018,0.3617662,0.3490999,0.3617662,0.3449993,0.3589414,0.4427764,0.4160767,0.4136164,0.4178993,0.4575386,0.4180815,0.4178993,0.429381,0.4363976,0.4425941,0.4312946,0.4357598,0.4297455,0.4284698,0.4389491,0.433026,0.429381,0.4217265,0.411885,0.3893771,0.3876458,0.3860966,0.3819049,0.3941156,0.406053,0.4243691,0.4402249,0.4094246,0.4253715,0.3810848,0.4040483,0.4198129,0.4150744,0.3693296,0.4086045,0.4144365,0.4102448,0.4173525,0.4387669,0.3596704,0.3573923,0.357939,0.432297,0.4035015,0.3817226,0.3910174,0.4328438,0.4266473,0.40095,0.3780776,0.425736,0.4443255,0.4005855,0.3946624,0.3830895,0.3844564
1106,Trigeminal_Sensory_Nucleus,0.3277766,0.3407164,0.3184819,0.3532916,0.3257719,0.3628598,0.3574834,0.333153,0.3750705,0.3445436,0.3381649,0.3203955,0.3518336,0.3300548,0.348462,0.3604905,0.3293258,0.3219446,0.3357956,0.3625864,0.3558431,0.3702409,0.3600349,0.406782,0.3340642,0.3431768,0.3405341,0.35721,0.349191,0.3374359,0.3358867,0.3297814,0.3517425,0.348462,0.3434501,0.3285056,0.3592148,0.3403519,0.3242228,0.3176618,0.3622219,0.3511958,0.3366158,0.3490999,0.3735214,0.3541118,0.3290524,0.32805,0.343359,0.3669604,0.3421744,0.3617662,0.3476419,0.3131966,0.3721545,0.3233115,0.3099161,0.3028084,0.3314216,0.3436324,0.3562076,0.3405341,0.3145635,0.2966119,0.3213979,0.3071824,0.3107363,0.3478241,0.3249518,0.3228559,0.3152925,0.3320595,0.2904154,0.320031,0.3118297,0.3224914,0.3312394,0.3168416,0.345546,0.3260452,0.3401696,0.309096,0.3004391,0.3066356,0.2972498,0.3908351,0.3113741,0.3031729,0.3285968,0.3401696,0.3344288,0.3286879,0.3424478,0.344817,0.3017149,0.3415365,0.3166594,0.3116475,0.3144724,0.3078203,0.3030818,0.3170239,0.3204866,0.3164771,0.325134,0.314928,0.3190286,0.3090049,0.3261364,0.3328796,0.3166594,0.3077291,0.2957917,0.3480064,0.3321506,0.3070001,0.297432,0.3422655,0.358668,0.3221269,0.3366158,0.3675983,0.351378,0.3575745,0.328779,0.3242228,0.3100984,0.3361601,0.3391673,0.324405,0.3029906,0.3350666,0.3147458,0.3024439,0.3239494,0.31347,0.325863,0.3103718,0.3253163,0.3317861,0.3131966,0.324405,0.3125588,0.328779,0.3143813,0.322947,0.3257719,0.3219446,0.333153,0.3278677,0.3336998,0.3364335,0.3068179,0.3314216,0.3181174,0.3306926,0.3354311,0.3150191,0.2971586,0.3505579,0.3583035,0.3359779,0.3211245,0.3648645,0.3443614,0.347004,0.3538384,0.3468218,0.3147458
1107,Dorsal_Tegmentum,0.8814521,0.8884688,0.8865551,0.8684213,0.8547525,0.8874664,0.8844593,0.8776249,0.8831835,0.8904735,0.8729776,0.8542969,0.8734332,0.8373476,0.8846415,0.9274703,0.9005884,0.8150221,0.8716106,0.9490669,0.8764403,0.8627715,0.8787184,0.9898909,0.8737977,0.8515632,0.8713373,0.8594911,0.8632271,0.8617691,0.874071,0.8392613,0.853659,0.926559,0.8706994,0.8487383,0.8997683,0.8792651,0.8432708,0.8421773,0.8680568,0.8703349,0.8169357,0.8666899,0.866052,0.8847327,0.8409926,0.8428152,0.8534768,0.880632,0.8450022,0.8516543,0.8830924,0.8491939,0.9138926,0.8672367,0.8180292,0.7666346,0.8096457,0.8455489,0.8360719,0.8752556,0.8279618,0.8411749,0.8088256,0.7776608,0.7616228,0.8487383,0.8250458,0.828873,0.7533304,0.766179,0.7780253,0.8119238,0.8009888,0.8067297,0.7856798,0.7554263,0.7922408,0.778572,0.8120149,0.7672725,0.7569754,0.7431244,0.7556996,0.8795385,0.7569754,0.7418486,0.777843,0.8801764,0.850743,0.8379855,0.8277795,0.8302399,0.8167534,0.8396258,0.8264127,0.8349784,0.8139285,0.8469158,0.8604023,0.7948834,0.82377,0.8322446,0.8483738,0.7674547,0.7595269,0.772011,0.7875934,0.7933342,0.8016266,0.7904183,0.7772052,0.8748,0.8439998,0.8205807,0.8175735,0.8876486,0.8871019,0.8487383,0.8242257,0.876987,0.8611313,0.8719751,0.8612224,0.8577597,0.8702438,0.8509253,0.8338849,0.8615869,0.8537502,0.8676923,0.8306044,0.8591265,0.8056362,0.8239523,0.8566661,0.8593088,0.8764403,0.8593088,0.8808143,0.8322446,0.7795744,0.8098279,0.8805409,0.866052,0.7786632,0.8391702,0.8753468,0.8525655,0.8300576,0.8526567,0.7402995,0.7964325,0.7614405,0.8269594,0.8482826,0.8049983,0.7805768,0.8952121,0.8818166,0.8052716,0.8046338,0.8907469,0.9028665,0.8568484,0.8980369,0.8763492,0.8493761
1108,Tegmental_Nucleus,0.0149445,0.01658475,0.01521788,0.01458,0.01394213,0.016038,0.01476225,0.01576463,0.01576463,0.01622025,0.01512675,0.01576463,0.0149445,0.01458,0.015309,0.01512675,0.01521788,0.013851,0.01558238,0.015309,0.01540013,0.01549125,0.01521788,0.018225,0.01612912,0.01594688,0.01658475,0.01685813,0.01612912,0.01430663,0.01540013,0.01476225,0.01476225,0.01667587,0.0142155,0.016038,0.01512675,0.016767,0.015309,0.01576463,0.01558238,0.01458,0.01549125,0.01594688,0.01612912,0.01612912,0.01403325,0.015309,0.0149445,0.01658475,0.01540013,0.01558238,0.01540013,0.01430663,0.01439775,0.01521788,0.0142155,0.016038,0.01476225,0.01594688,0.0149445,0.01540013,0.0164025,0.01439775,0.01339538,0.01339538,0.01403325,0.01667587,0.01357763,0.01594688,0.01375988,0.01594688,0.01576463,0.01485338,0.01813387,0.0134865,0.01403325,0.015309,0.013851,0.01503563,0.01521788,0.01667587,0.01503563,0.01521788,0.01476225,0.01758713,0.01357763,0.01439775,0.01467113,0.0149445,0.015309,0.01467113,0.01458,0.01485338,0.01503563,0.01503563,0.0156735,0.01448888,0.01458,0.01622025,0.01667587,0.01540013,0.01476225,0.01594688,0.01448888,0.01667587,0.01540013,0.016038,0.0156735,0.01558238,0.01631138,0.01521788,0.01476225,0.01740487,0.01594688,0.01458,0.01512675,0.01549125,0.01521788,0.0142155,0.013122,0.01622025,0.016767,0.01612912,0.0156735,0.01667587,0.01458,0.01412438,0.01394213,0.01540013,0.01512675,0.01558238,0.01558238,0.01585575,0.01330425,0.01321313,0.01476225,0.01412438,0.01403325,0.01503563,0.01439775,0.01594688,0.01375988,0.01512675,0.01521788,0.01576463,0.0134865,0.01339538,0.01767825,0.01467113,0.01330425,0.01412438,0.01439775,0.01503563,0.01339538,0.01412438,0.01467113,0.01366875,0.01394213,0.016038,0.01612912,0.01458,0.01394213,0.01649363,0.01704038,0.01576463,0.01375988,0.01585575,0.01485338
1109,Cochlear_Nucleus,0.4587233,0.478953,0.4500664,0.4310213,0.4692938,0.4362154,0.4081489,0.4319325,0.4379468,0.449064,0.4640996,0.469476,0.4294721,0.433755,0.4318414,0.4354864,0.4294721,0.4457835,0.4565363,0.4872454,0.470934,0.4472415,0.4265561,0.3846386,0.377622,0.4489729,0.418446,0.4517978,0.4250982,0.4554428,0.4597256,0.4637351,0.4212709,0.4476971,0.4641908,0.3727013,0.4276496,0.4547138,0.424278,0.4241869,0.37908,0.4178993,0.4151655,0.4343018,0.4396781,0.3954825,0.4106093,0.4231845,0.424278,0.4401338,0.4262828,0.4350308,0.4244603,0.412614,0.4117939,0.4269206,0.4423208,0.456354,0.4171703,0.4291076,0.4077844,0.3963026,0.4397693,0.450522,0.4353953,0.405324,0.3970316,0.4487906,0.4702961,0.4179904,0.4260094,0.383454,0.3972139,0.3825428,0.4147099,0.4233668,0.4175348,0.4396781,0.4911638,0.4706606,0.4623682,0.4588144,0.4415918,0.4317503,0.4018613,0.5065639,0.4378556,0.4266473,0.4502486,0.4294721,0.4623682,0.3938423,0.4599079,0.4597256,0.4756725,0.4465125,0.4217265,0.4682003,0.4415918,0.4513421,0.4579943,0.4350308,0.4531646,0.4543492,0.4693849,0.4310213,0.4859696,0.4701139,0.4605458,0.42282,0.4528001,0.4530735,0.4684736,0.3879191,0.4394048,0.4382201,0.4511599,0.484056,0.5006407,0.4492463,0.4321148,0.4542581,0.4424119,0.4651932,0.4755814,0.4420474,0.4851495,0.4484261,0.4547138,0.4752169,0.4086956,0.4467859,0.3981251,0.4266473,0.3948447,0.3673249,0.4152566,0.4586321,0.4737589,0.438858,0.412614,0.4561718,0.4194484,0.4647375,0.4384935,0.4204508,0.4135253,0.419175,0.4420474,0.4261916,0.4414095,0.465102,0.5003674,0.4747613,0.492804,0.4342106,0.4236401,0.4035015,0.4014056,0.4211798,0.4415918,0.4055063,0.4122495,0.4329349,0.4353953,0.449064,0.454167,0.4504309,0.4265561
1110,Pontine_Nucleus,0.5468411,0.6390597,0.5925859,0.6141825,0.572265,0.5811042,0.6334099,0.5747254,0.6318608,0.5521264,0.5661597,0.5204149,0.5694401,0.5582318,0.6008782,0.5488459,0.5568649,0.5738142,0.5603276,0.6106287,0.6215636,0.6082594,0.5873007,0.7281799,0.5195948,0.556227,0.527067,0.5914924,0.5309854,0.6202879,0.6012428,0.5968688,0.6602007,0.6736872,0.618921,0.5480258,0.6156405,0.6496301,0.5369085,0.5348126,0.5821977,0.6143647,0.608715,0.6576492,0.6593805,0.576639,0.5257002,0.543105,0.5699869,0.5930415,0.5668886,0.5827444,0.5710804,0.5429228,0.6201056,0.5414647,0.5331724,0.5079308,0.6468053,0.6385129,0.557685,0.5957752,0.5825621,0.5636992,0.5894877,0.5827444,0.5777325,0.6608385,0.5944084,0.5453832,0.5002763,0.595593,0.5435606,0.519048,0.5366352,0.5434695,0.604341,0.5275226,0.6478077,0.4897969,0.5636992,0.5267937,0.4717541,0.4826891,0.483327,0.4779506,0.5119402,0.4956289,0.5251534,0.564246,0.5634259,0.5515797,0.5672531,0.5946817,0.5240599,0.5885764,0.5039213,0.5123959,0.524151,0.5452009,0.5332635,0.5553158,0.5236043,0.5305297,0.5342659,0.5806485,0.551853,0.5395511,0.5972333,0.5762745,0.5643371,0.4656488,0.4980893,0.4826891,0.634959,0.5027366,0.5255179,0.5826533,0.581013,0.5749077,0.5902166,0.6132713,0.5851136,0.5923125,0.5391867,0.5052881,0.5499394,0.527067,0.5094799,0.57591,0.5113935,0.5669798,0.4990916,0.5465677,0.5119402,0.5016431,0.4875188,0.5203238,0.5308943,0.5708981,0.486972,0.556227,0.5199593,0.5734497,0.5123048,0.5258824,0.5086598,0.5695313,0.528525,0.5150385,0.543105,0.520506,0.5729029,0.5451097,0.5412825,0.5909457,0.5903078,0.5707159,0.5378197,0.5374553,0.6053434,0.5218729,0.4885211,0.589761,0.537273,0.5317144,0.5240599,0.4723009,0.487701
1111,Reticulotegmental_Nucleus_of_Pons,0.4189928,0.4086045,0.3979429,0.3799913,0.4058708,0.385641,0.3976695,0.4095158,0.3830895,0.3906529,0.3771664,0.3802646,0.3808114,0.407511,0.3991275,0.4079666,0.4371266,0.4045039,0.3911996,0.4491552,0.4061441,0.3988541,0.3971228,0.4676535,0.3746149,0.3778954,0.3866434,0.3975784,0.3823605,0.391473,0.3552053,0.3793534,0.3883748,0.3758906,0.3622219,0.3619485,0.3918375,0.3807203,0.3673249,0.3851854,0.384912,0.375435,0.3749794,0.384912,0.3801735,0.3889215,0.3747971,0.3889215,0.382725,0.3860055,0.3876458,0.3918375,0.390744,0.3741592,0.381996,0.3741592,0.34992,0.3343376,0.3595793,0.3563899,0.3487354,0.3770753,0.3549319,0.3687829,0.360855,0.3598526,0.3596704,0.3938423,0.3628598,0.352107,0.3423566,0.3314216,0.3403519,0.3500111,0.3468218,0.3838185,0.3860055,0.317844,0.374706,0.3393495,0.3526538,0.3425389,0.3432679,0.3719723,0.3215801,0.3697852,0.3312394,0.3410809,0.3334264,0.3855499,0.3883748,0.3696941,0.3828161,0.370332,0.3850943,0.3452726,0.3447259,0.398034,0.3539295,0.3930221,0.352836,0.3786244,0.401679,0.4132519,0.3848209,0.3172973,0.3560254,0.3388939,0.3645,0.3358867,0.3543851,0.3348844,0.3152014,0.3552053,0.3556609,0.3590325,0.3648645,0.4054151,0.4037749,0.3865523,0.3830895,0.3698764,0.3868257,0.38637,0.4127051,0.3788978,0.3937511,0.4310213,0.4317503,0.4187194,0.3645,0.3752528,0.3486443,0.3811759,0.3706054,0.3551141,0.3680539,0.4180815,0.3934778,0.4107004,0.363771,0.4189017,0.350649,0.3850943,0.3899239,0.3960293,0.383454,0.3306015,0.3613106,0.4107915,0.3656846,0.3945713,0.3115564,0.3256808,0.3088226,0.3585769,0.3782599,0.3727013,0.3799913,0.3977606,0.3723368,0.3928399,0.3970316,0.3545674,0.4200863,0.3483709,0.3592148,0.3543851,0.3597615
